Player,Position,Team,Opponent,Points
Steve Smith,WR,CAR,DAL,15.30
Donald Jones,WR,BUF,TEN,14.70
Percy Harvin,WR,MIN,ARI,14.70
Ryan Broyles,WR,DET,CHI,14.10
Titus Young,WR,DET,CHI,14.10
Josh Gordon,WR,CLE,IND,13.90
Mike Wallace,WR,PIT,CIN,13.90
Denarius Moore,WR,OAK,JAX,13.60
Reggie Wayne,WR,IND,CLE,13.30
Leonard Hankerson,WR,WAS,NYG,13.00
Wes Welker,WR,NE,NYJ,12.60
Darrius Heyward-Bey,WR,OAK,JAX,12.50
Joseph Morgan,WR,NO,TB,11.80
Chris Givens,WR,LAR,GB,11.70
Tiquan Underwood,WR,TB,NO,11.50
James Jones,WR,GB,LAR,11.30
Brandon Gibson,WR,LAR,GB,11.00
Devery Henderson,WR,NO,TB,10.50
Hakeem Nicks,WR,NYG,WAS,10.30
Austin Pettis,WR,LAR,GB,9.70
Stephen Hill,WR,NYJ,NE,9.50
Josh Cooper,WR,CLE,IND,9.30
Donnie Avery,WR,IND,CLE,8.60
Tandon Doss,WR,BAL,HOU,8.50
Torrey Smith,WR,BAL,HOU,8.10
Ben Obomanu,WR,SEA,SF,8.00
AJ Green,WR,CIN,PIT,7.80
Louis Murphy,WR,CAR,DAL,7.80
Brad Smith,WR,BUF,TEN,7.70
Mike Williams,WR,TB,NO,7.60
Ryan Whalen,WR,CIN,PIT,7.10
Heath Miller,TE,PIT,CIN,19.30
Owen Daniels,TE,HOU,BAL,18.90
Dallas Clark,TE,TB,NO,16.10
Martellus Bennett,TE,NYG,WAS,12.90
Logan Paulsen,TE,WAS,NYG,11.60
Brandon Myers,TE,OAK,JAX,11.40
David Thomas,TE,NO,TB,10.70
Rob Housler,TE,ARI,MIN,10.40
Aaron Hernandez,TE,NE,NYJ,10.40
Jason Witten,TE,DAL,CAR,10.40
Brandon Pettigrew,TE,DET,CHI,8.90
Dennis Pitta,TE,BAL,HOU,8.30
Delanie Walker,TE,SF,SEA,8.20
Greg Olsen,TE,CAR,DAL,7.10
Benjamin Watson,TE,CLE,IND,6.60
Jared Cook,TE,TEN,BUF,5.70
Garrett Graham,TE,HOU,BAL,5.20
Jermichael Finley,TE,GB,LAR,5.10
Marcedes Lewis,TE,JAX,OAK,5.00
Jermaine Gresham,TE,CIN,PIT,4.90
Luke Stocker,TE,TB,NO,4.30
Coby Fleener,TE,IND,CLE,3.70
Scott Chandler,TE,BUF,TEN,3.50
Craig Stevens,TE,TEN,BUF,2.70
Lance Kendricks,TE,LAR,GB,2.50
Fred Davis,TE,WAS,NYG,2.30
Konrad Reuland,TE,NYJ,NE,2.10
Dwayne Allen,TE,IND,CLE,1.90
David Paulson,TE,PIT,CIN,1.70
Tony Scheffler,TE,DET,CHI,1.60
Ed Dickson,TE,BAL,HOU,1.50
Jordan Cameron,TE,CLE,IND,1.40
Jeff Cumberland,TE,NYJ,NE,1.40
Kellen Davis,TE,CHI,DET,1.30
James Casey,TE,HOU,BAL,0.60
Greg Scruggs,TE,SEA,SF,0.00
Kyle Rudolph,TE,MIN,ARI,0.00
Daniel Fells,TE,NE,NYJ,0.00
Garrett Celek,TE,SF,SEA,0.00
John Phillips,TE,DAL,CAR,0.00
Zach Potter,TE,JAX,OAK,0.00
Tom Crabtree,TE,GB,LAR,0.00
Mike McNeill,TE,LAR,GB,0.00
Will Heller,TE,DET,CHI,0.00
Weslye Saunders,TE,IND,CLE,0.00
Jeff King,TE,ARI,MIN,0.00
Ben Hartsock,TE,CAR,DAL,0.00
Bear Pascoe,TE,NYG,WAS,0.00
Adrian Peterson,RB,MIN,ARI,26.90
Frank Gore,RB,SF,SEA,26.20
Fred Jackson,RB,BUF,TEN,26.00
Arian Foster,RB,HOU,BAL,23.30
Rashad Jennings,RB,JAX,OAK,23.20
Doug Martin,RB,TB,NO,21.20
Shonn Greene,RB,NYJ,NE,20.80
Alfred Morris,RB,WAS,NYG,17.00
Ahmad Bradshaw,RB,NYG,WAS,16.50
CJ Spiller,RB,BUF,TEN,16.20
Darren Sproles,RB,NO,TB,15.90
Marshawn Lynch,RB,SEA,SF,15.60
Jonathan Dwyer,RB,PIT,CIN,15.20
Mikel Leshoure,RB,DET,CHI,13.30
Matt Forte,RB,CHI,DET,13.00
Jamie Harper,RB,TEN,BUF,12.80
Felix Jones,RB,DAL,CAR,12.40
Darren McFadden,RB,OAK,JAX,12.10
Steven Jackson,RB,LAR,GB,11.70
Vick Ballard,RB,IND,CLE,11.30
Daryl Richardson,RB,LAR,GB,10.90
Andre Brown,RB,NYG,WAS,10.40
Alex Green,RB,GB,LAR,10.40
Ray Rice,RB,BAL,HOU,10.40
Marcel Reece,FB,OAK,JAX,9.80
Chris Rainey,RB,PIT,CIN,9.50
Pierre Thomas,RB,NO,TB,9.20
Danny Woodhead,RB,NE,NYJ,8.60
Jonathan Stewart,RB,CAR,DAL,7.60
Mike Tolbert,FB,CAR,DAL,6.90
BenJarvus Green-Ellis,RB,CIN,PIT,6.90
Shane Vereen,RB,NE,NYJ,6.90
Cedric Peerman,RB,CIN,PIT,6.50
Stevan Ridley,RB,NE,NYJ,6.50
Kendall Hunter,RB,SF,SEA,6.50
Chris Ogbonnaya,RB,CLE,IND,5.30
Joique Bell,RB,DET,CHI,4.90
Phillip Tanner,RB,DAL,CAR,4.80
Ben Tate,RB,HOU,BAL,4.70
Michael Bush,RB,CHI,DET,4.30
Darrel Young,FB,WAS,NYG,4.20
John Kuhn,FB,GB,LAR,4.20
Delone Carter,RB,IND,CLE,4.10
Trent Richardson,RB,CLE,IND,3.90
Darius Reynaud,RB,TEN,BUF,3.40
Justin Forsett,RB,HOU,BAL,3.20
Lex Hilliard,RB,NYJ,NE,3.20
Montario Hardesty,RB,CLE,IND,2.80
Dan Bailey,K,DAL,CAR,0.00
Mason Crosby,K,GB,LAR,0.00
Shayne Graham,K,HOU,BAL,0.00
Justin Tucker,K,BAL,HOU,0.00
Josh Scobee,K,JAX,OAK,0.00
Kai Forbath,K,WAS,NYG,0.00
Rian Lindell,K,BUF,TEN,0.00
Shaun Suisham,K,PIT,CIN,0.00
Lawrence Tynes,K,NYG,WAS,0.00
Stephen Gostkowski,K,NE,NYJ,0.00
Steven Hauschka,K,SEA,SF,0.00
Greg Zuerlein,K,LAR,GB,0.00
David Akers,K,SF,SEA,0.00
Robbie Gould,K,CHI,DET,0.00
Adam Vinatieri,K,IND,CLE,0.00
Rob Bironas,K,TEN,BUF,0.00
Mike Nugent,K,CIN,PIT,0.00
Garrett Hartley,K,NO,TB,0.00
Connor Barth,K,TB,NO,0.00
Blair Walsh,K,MIN,ARI,0.00
Justin Medlock,K,CAR,DAL,0.00
Jay Feely,K,ARI,MIN,0.00
Phil Dawson,K,CLE,IND,0.00
Jason Hanson,K,DET,CHI,0.00
New England Patriots,DST,NE,NYJ,16.00
Chicago Bears,DST,CHI,DET,15.00
San Francisco 49ers,DST,SF,SEA,11.00
New York Giants,DST,NYG,WAS,11.00
Detroit Lions,DST,DET,CHI,11.00
Seattle Seahawks,DST,SEA,SF,8.00
Jacksonville Jaguars,DST,JAX,OAK,8.00
Arizona Cardinals,DST,ARI,MIN,8.00
Cincinnati Bengals,DST,CIN,PIT,7.00
Dallas Cowboys,DST,DAL,CAR,7.00
Green Bay Packers,DST,GB,LAR,6.00
Cleveland Browns,DST,CLE,IND,6.00
Washington Redskins,DST,WAS,NYG,5.00
Oakland Raiders,DST,OAK,JAX,5.00
Buffalo Bills,DST,BUF,TEN,4.00
Indianapolis Colts,DST,IND,CLE,4.00
Tennessee Titans,DST,TEN,BUF,4.00
Pittsburgh Steelers,DST,PIT,CIN,3.00
Carolina Panthers,DST,CAR,DAL,3.00
New York Jets,DST,NYJ,NE,3.00
Los Angeles Rams,DST,LAR,GB,2.00
New Orleans Saints,DST,NO,TB,1.00
Baltimore Ravens,DST,BAL,HOU,-2.00
Tampa Bay Buccaneers,DST,TB,NO,-2.00
