Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Chris Johnson,RB,7,TEN,BUF,18,195,11,2,2,1,3,0,0,0,35.80,2012
2,LaRod Stephens-Howling,RB,7,ARI,MIN,20,104,5,1,5,4,45,0,0,0,27.90,2012
3,Adrian Peterson,RB,7,MIN,ARI,23,153,7,1,4,2,6,0,0,0,26.90,2012
4,Frank Gore,RB,7,SF,SEA,16,131,8,0,6,5,51,0,0,0,26.20,2012
5,Fred Jackson,RB,7,BUF,TEN,9,71,8,0,11,8,49,1,0,0,26.00,2012
6,Arian Foster,RB,7,HOU,BAL,19,98,5,2,5,1,5,0,0,0,23.30,2012
7,Rashad Jennings,RB,7,JAX,OAK,21,44,2,1,9,7,58,0,0,0,23.20,2012
8,Doug Martin,RB,7,TB,NO,16,85,5,1,3,3,37,0,0,0,21.20,2012
9,Shonn Greene,RB,7,NYJ,NE,16,54,3,1,9,6,34,0,1,0,20.80,2012
10,Alfred Morris,RB,7,WAS,NYG,22,120,6,0,2,2,10,0,1,1,17.00,2012
11,Ahmad Bradshaw,RB,7,NYG,WAS,12,43,4,1,5,4,22,0,0,0,16.50,2012
12,CJ Spiller,RB,7,BUF,TEN,12,70,6,0,6,6,32,0,0,0,16.20,2012
13,Darren Sproles,RB,7,NO,TB,5,27,5,0,4,4,32,1,0,0,15.90,2012
14,Marshawn Lynch,RB,7,SEA,SF,19,103,5,0,2,1,13,0,0,0,15.60,2012
15,Jonathan Dwyer,RB,7,PIT,CIN,17,122,7,0,0,0,0,0,0,0,15.20,2012
16,Mikel Leshoure,RB,7,DET,CHI,12,63,5,0,7,6,20,0,1,1,13.30,2012
17,Matt Forte,RB,7,CHI,DET,22,96,4,0,5,3,4,0,0,0,13.00,2012
18,Jamie Harper,RB,7,TEN,BUF,7,8,1,2,0,0,0,0,0,0,12.80,2012
19,Felix Jones,RB,7,DAL,CAR,15,44,3,0,6,5,30,0,0,0,12.40,2012
20,Darren McFadden,RB,7,OAK,JAX,19,53,3,0,7,4,28,0,0,0,12.10,2012
21,Steven Jackson,RB,7,LAR,GB,12,57,5,1,0,0,0,0,0,0,11.70,2012
22,Vick Ballard,RB,7,IND,CLE,20,84,4,0,1,1,19,0,0,0,11.30,2012
23,Daryl Richardson,RB,7,LAR,GB,8,36,5,0,3,3,43,0,0,0,10.90,2012
24,Andre Brown,RB,7,NYG,WAS,5,17,3,1,1,1,17,0,0,0,10.40,2012
25,Alex Green,RB,7,GB,LAR,20,35,2,0,5,4,29,0,0,0,10.40,2012
26,Ray Rice,RB,7,BAL,HOU,9,42,5,0,5,5,12,0,0,0,10.40,2012
27,Marcel Reece,FB,7,OAK,JAX,0,0,0,0,6,4,58,0,0,0,9.80,2012
28,Chris Rainey,RB,7,PIT,CIN,4,17,4,1,1,1,8,0,0,0,9.50,2012
29,Pierre Thomas,RB,7,NO,TB,13,32,3,1,1,0,0,0,0,0,9.20,2012
30,Danny Woodhead,RB,7,NE,NYJ,6,17,3,0,4,4,29,0,0,0,8.60,2012
31,Jonathan Stewart,RB,7,CAR,DAL,10,35,4,0,4,3,11,0,0,0,7.60,2012
32,Mike Tolbert,FB,7,CAR,DAL,3,9,3,1,1,0,0,0,0,0,6.90,2012
33,BenJarvus Green-Ellis,RB,7,CIN,PIT,18,69,4,0,1,0,0,0,0,0,6.90,2012
34,Shane Vereen,RB,7,NE,NYJ,8,49,6,0,1,1,10,0,0,0,6.90,2012
35,Stevan Ridley,RB,7,NE,NYJ,17,65,4,0,0,0,0,0,0,0,6.50,2012
36,Cedric Peerman,RB,7,CIN,PIT,1,5,5,1,0,0,0,0,0,0,6.50,2012
37,Kendall Hunter,RB,7,SF,SEA,9,31,3,0,2,2,14,0,0,0,6.50,2012
38,Chris Ogbonnaya,RB,7,CLE,IND,1,6,6,0,4,3,17,0,0,0,5.30,2012
39,Joique Bell,RB,7,DET,CHI,3,13,4,0,4,3,16,0,1,1,4.90,2012
40,Phillip Tanner,RB,7,DAL,CAR,13,30,2,0,1,1,8,0,0,0,4.80,2012
41,Ben Tate,RB,7,HOU,BAL,10,47,5,0,0,0,0,0,0,0,4.70,2012
42,Michael Bush,RB,7,CHI,DET,6,36,6,0,1,1,-3,0,0,0,4.30,2012
43,Darrel Young,FB,7,WAS,NYG,5,26,5,0,1,1,6,0,0,0,4.20,2012
44,John Kuhn,FB,7,GB,LAR,3,16,5,0,1,1,16,0,0,0,4.20,2012
45,Delone Carter,RB,7,IND,CLE,11,41,4,0,1,0,0,0,0,0,4.10,2012
46,Trent Richardson,RB,7,CLE,IND,8,8,1,0,2,2,11,0,0,0,3.90,2012
47,Darius Reynaud,RB,7,TEN,BUF,1,-4,-4,0,2,2,18,0,0,0,3.40,2012
48,Justin Forsett,RB,7,HOU,BAL,6,32,5,0,0,0,0,0,0,0,3.20,2012
49,Lex Hilliard,RB,7,NYJ,NE,3,14,5,0,1,1,8,0,0,0,3.20,2012
50,Montario Hardesty,RB,7,CLE,IND,7,28,4,0,0,0,0,0,0,0,2.80,2012
