,Player,Position,Team,Opponent,Points,PlayerID
0,Drew Brees,QB,NO,DET,28.68,00-0020531
1,Christian Ponder,QB,MIN,DEN,28.44,00-0027950
2,Eli Manning,QB,NYG,GB,26.88,00-0022803
3,Dan Orlovsky,QB,IND,NE,24.02,00-0023578
4,Philip Rivers,QB,LAC,JAX,23.76,00-0022942
5,Matthew Stafford,QB,DET,NO,22.32,00-0026498
6,Tom Brady,QB,NE,IND,20.26,00-0019596
7,Alex Smith,QB,SF,LAR,19.96,00-0023436
8,Matt Moore,QB,MIA,OAK,18.68,00-0025708
9,Tim Tebow,QB,DEN,MIN,18.38,00-0027876
10,Carson Palmer,QB,OAK,MIA,18.12,00-0021429
11,Blaine Gabbert,QB,JAX,LAC,16.7,00-0027948
12,Josh Johnson,QB,TB,CAR,16.66,
13,Tony Romo,QB,DAL,ARI,16.06,00-0021678
14,Kevin Kolb,QB,ARI,DAL,15.88,00-0025423
15,Ben Roethlisberger,QB,PIT,CIN,15.04,00-0022924
16,Ryan Fitzpatrick,QB,BUF,TEN,13.92,00-0023682
17,Matt Ryan,QB,ATL,HOU,13.68,00-0026143
18,Tarvaris Jackson,QB,SEA,PHI,12.0,00-0024279
19,Colt McCoy,QB,CLE,BAL,11.88,00-0027688
20,TJ Yates,QB,HOU,ATL,11.52,
21,Vince Young,QB,PHI,SEA,11.52,00-0024218
22,Mark Sanchez,QB,NYJ,WAS,10.7,00-0026898
23,Tyler Palko,QB,KC,CHI,10.38,00-0024812
24,Andy Dalton,QB,CIN,PIT,10.0,00-0027973
25,Rex Grossman,QB,WAS,NYJ,6.84,00-0022121
26,Matt Hasselbeck,QB,TEN,BUF,5.5,00-0007091
27,Joe Flacco,QB,BAL,CLE,5.22,00-0026158
28,AJ Feeley,QB,LA,SF,4.24,
29,Caleb Hanie,QB,CHI,KC,2.62,00-0025970
30,Joe Webb,QB,MIN,DEN,0.72,00-0027796
31,Tyrod Taylor,QB,BAL,CLE,0.2,00-0028118
32,Seneca Wallace,QB,CLE,BAL,0.16,00-0022055
33,Brian Hoyer,QB,NE,IND,0.0,00-0026625
34,Kyle Orton,QB,KC,CHI,0.0,00-0023541
35,Chase Daniel,QB,NO,DET,0.0,00-0026544
36,Rudy Carpenter,QB,TB,CAR,0.0,00-0026775
37,Mark Brunell,QB,NYJ,WAS,0.0,00-0002110
38,Colin Kaepernick,QB,SF,LAR,0.0,00-0027974
39,Charlie Batch,QB,PIT,CIN,-0.2,00-0000865
40,Bruce Gradkowski,QB,CIN,PIT,-0.22,00-0024408
41,Billy Volek,QB,LAC,JAX,-0.3,00-0019041
42,Demaryius Thomas,WR,DEN,MIN,33.4,00-0027874
43,Hakeem Nicks,WR,NYG,GB,27.8,00-0027005
44,Wes Welker,WR,NE,IND,25.0,00-0022427
45,Robert Meachem,WR,NO,DET,24.7,00-0025414
46,Malcom Floyd,WR,LAC,JAX,23.8,00-0022414
47,Dez Bryant,WR,DAL,ARI,22.6,00-0027902
48,Greg Jennings,WR,GB,NYG,22.4,00-0024267
49,AJ Green,WR,CIN,PIT,22.2,00-0027942
50,Victor Cruz,WR,NYG,GB,21.9,00-0027265
51,Andre Roberts,WR,ARI,DAL,20.1,00-0027691
52,Michael Crabtree,WR,SF,LAR,19.6,00-0026986
53,Donald Driver,WR,GB,NYG,19.4,00-0004541
54,Mike Wallace,WR,PIT,CIN,18.5,00-0026901
55,Vincent Jackson,WR,LAC,JAX,17.2,00-0023496
56,Kyle Williams,WR,SF,LAR,17.1,
57,Steve Johnson,WR,BUF,TEN,16.2,00-0026364
58,Santonio Holmes,WR,NYJ,WAS,15.8,00-0024240
59,Antonio Brown,WR,PIT,CIN,15.6,00-0027793
60,Golden Tate,WR,SEA,PHI,15.5,00-0027891
61,Roddy White,WR,ATL,HOU,15.1,00-0023462
62,Devin Aromashodu,WR,MIN,DEN,15.0,00-0024447
63,Chaz Schilens,WR,OAK,MIA,14.9,00-0026366
64,Riley Cooper,WR,PHI,SEA,14.4,00-0027758
65,Nate Burleson,WR,DET,NO,14.3,00-0021999
66,Mike Williams,WR,TB,CAR,14.3,00-0033536
67,Brad Smith,WR,BUF,TEN,14.2,00-0024318
68,Austin Collie,WR,IND,NE,14.0,00-0027092
69,Andre Johnson,WR,HOU,ATL,13.7,00-0022044
70,Jordy Nelson,WR,GB,NYG,13.4,00-0026176
71,Calvin Johnson,WR,DET,NO,12.9,00-0025389
72,Legedu Naanee,WR,CAR,TB,12.88,00-0025559
73,Davone Bess,WR,MIA,OAK,12.7,00-0026000
74,Marques Colston,WR,NO,DET,11.4,00-0024466
75,Darrius Heyward-Bey,WR,OAK,MIA,11.3,00-0026983
76,Ted Ginn,WR,SF,LAR,11.2,00-0025396
77,Laurent Robinson,WR,DAL,ARI,11.2,00-0025462
78,TJ Houshmandzadeh,WR,OAK,MIA,11.0,
79,Julio Jones,WR,ATL,HOU,10.8,00-0027944
80,Reggie Wayne,WR,IND,NE,10.5,00-0020498
81,Lance Moore,WR,NO,DET,10.3,00-0023310
82,Johnny Knox,WR,CHI,KC,10.3,00-0026913
83,Damian Williams,WR,TEN,BUF,10.2,00-0027893
84,Brandon Marshall,WR,MIA,OAK,10.0,00-0024334
85,Larry Fitzgerald,WR,ARI,DAL,9.5,00-0022921
86,Brandon LaFell,WR,CAR,TB,9.4,00-0027681
87,Dezmon Briscoe,WR,TB,CAR,9.3,00-0027789
88,Vincent Brown,WR,LAC,JAX,9.2,00-0028020
89,Santana Moss,WR,WAS,NYJ,9.2,00-0020494
90,Tony Gonzalez,TE,ATL,HOU,20.0,00-0006101
91,Jimmy Graham,TE,NO,DET,16.9,00-0027696
92,Fred Davis,TE,WAS,NYJ,15.9,00-0026188
93,Travis Beckum,TE,NYG,GB,13.7,00-0027070
94,Antonio Gates,TE,LAC,JAX,13.0,00-0021547
