Player,Position,Team,Opponent,Points
Drew Brees,QB,NO,DET,28.68
Christian Ponder,QB,MIN,DEN,28.44
Eli Manning,QB,NYG,GB,26.88
Dan Orlovsky,QB,IND,NE,24.02
Philip Rivers,QB,LAC,JAX,23.76
Matthew Stafford,QB,DET,NO,22.32
Tom Brady,QB,NE,IND,20.26
Alex Smith,QB,SF,LAR,19.96
Matt Moore,QB,MIA,OAK,18.68
Tim Tebow,QB,DEN,MIN,18.38
Carson Palmer,QB,OAK,MIA,18.12
Blaine Gabbert,QB,JAX,LAC,16.70
Josh Johnson,QB,TB,CAR,16.66
Tony Romo,QB,DAL,ARI,16.06
Kevin Kolb,QB,ARI,DAL,15.88
Ben Roethlisberger,QB,PIT,CIN,15.04
Ryan Fitzpatrick,QB,BUF,TEN,13.92
Matt Ryan,QB,ATL,HOU,13.68
Tarvaris Jackson,QB,SEA,PHI,12.00
Colt McCoy,QB,CLE,BAL,11.88
TJ Yates,QB,HOU,ATL,11.52
Vince Young,QB,PHI,SEA,11.52
Mark Sanchez,QB,NYJ,WAS,10.70
Tyler Palko,QB,KC,CHI,10.38
Andy Dalton,QB,CIN,PIT,10.00
Rex Grossman,QB,WAS,NYJ,6.84
Matt Hasselbeck,QB,TEN,BUF,5.50
Joe Flacco,QB,BAL,CLE,5.22
AJ Feeley,QB,LAR,SF,4.24
Caleb Hanie,QB,CHI,KC,2.62
Joe Webb,QB,MIN,DEN,0.72
Tyrod Taylor,QB,BAL,CLE,0.20
Seneca Wallace,QB,CLE,BAL,0.16
Brian Hoyer,QB,NE,IND,0.00
Kyle Orton,QB,KC,CHI,0.00
Chase Daniel,QB,NO,DET,0.00
Rudy Carpenter,QB,TB,CAR,0.00
Mark Brunell,QB,NYJ,WAS,0.00
Colin Kaepernick,QB,SF,LAR,0.00
Charlie Batch,QB,PIT,CIN,-0.20
Bruce Gradkowski,QB,CIN,PIT,-0.22
Billy Volek,QB,LAC,JAX,-0.30
Demaryius Thomas,WR,DEN,MIN,33.40
Hakeem Nicks,WR,NYG,GB,27.80
Wes Welker,WR,NE,IND,25.00
Robert Meachem,WR,NO,DET,24.70
Malcom Floyd,WR,LAC,JAX,23.80
Dez Bryant,WR,DAL,ARI,22.60
Greg Jennings,WR,GB,NYG,22.40
AJ Green,WR,CIN,PIT,22.20
Victor Cruz,WR,NYG,GB,21.90
Andre Roberts,WR,ARI,DAL,20.10
Michael Crabtree,WR,SF,LAR,19.60
Donald Driver,WR,GB,NYG,19.40
Mike Wallace,WR,PIT,CIN,18.50
Vincent Jackson,WR,LAC,JAX,17.20
Kyle Williams,WR,SF,LAR,17.10
Steve Johnson,WR,BUF,TEN,16.20
Santonio Holmes,WR,NYJ,WAS,15.80
Antonio Brown,WR,PIT,CIN,15.60
Golden Tate,WR,SEA,PHI,15.50
Roddy White,WR,ATL,HOU,15.10
Devin Aromashodu,WR,MIN,DEN,15.00
Chaz Schilens,WR,OAK,MIA,14.90
Riley Cooper,WR,PHI,SEA,14.40
Nate Burleson,WR,DET,NO,14.30
Mike Williams,WR,TB,CAR,14.30
Brad Smith,WR,BUF,TEN,14.20
Austin Collie,WR,IND,NE,14.00
Andre Johnson,WR,HOU,ATL,13.70
Jordy Nelson,WR,GB,NYG,13.40
Calvin Johnson,WR,DET,NO,12.90
Legedu Naanee,WR,CAR,TB,12.88
Davone Bess,WR,MIA,OAK,12.70
Marques Colston,WR,NO,DET,11.40
Darrius Heyward-Bey,WR,OAK,MIA,11.30
Ted Ginn,WR,SF,LAR,11.20
Laurent Robinson,WR,DAL,ARI,11.20
TJ Houshmandzadeh,WR,OAK,MIA,11.00
Julio Jones,WR,ATL,HOU,10.80
Reggie Wayne,WR,IND,NE,10.50
Lance Moore,WR,NO,DET,10.30
Johnny Knox,WR,CHI,KC,10.30
