Player,Position,Team,Opponent,Points
Drew Brees,QB,NO,DET,24.98
Aaron Rodgers,QB,GB,CAR,24.30
Andrew Luck,QB,IND,CIN,24.26
Ryan Tannehill,QB,MIA,CHI,23.88
Eli Manning,QB,NYG,DAL,23.02
Tony Romo,QB,DAL,NYG,22.66
Tom Brady,QB,NE,NYJ,22.44
Ryan Fitzpatrick,QB,HOU,PIT,19.08
Matthew Stafford,QB,DET,NO,18.06
Ben Roethlisberger,QB,PIT,HOU,17.90
Kyle Orton,QB,BUF,MIN,17.22
Carson Palmer,QB,ARI,OAK,17.12
Geno Smith,QB,NYJ,NE,16.74
Joe Flacco,QB,BAL,ATL,16.72
Alex Smith,QB,KC,LAC,15.74
Colin Kaepernick,QB,SF,DEN,15.32
Cam Newton,QB,CAR,GB,15.30
Philip Rivers,QB,LAC,KC,15.20
Charlie Whitehurst,QB,TEN,WAS,14.40
Austin Davis,QB,LAR,SEA,14.00
Matt Ryan,QB,ATL,BAL,12.82
Blake Bortles,QB,JAX,CLE,11.06
Jay Cutler,QB,CHI,MIA,9.90
Colt McCoy,QB,WAS,TEN,9.42
Teddy Bridgewater,QB,MIN,BUF,8.98
Derek Carr,QB,OAK,ARI,7.12
Brian Hoyer,QB,CLE,JAX,6.50
Blaine Gabbert,QB,SF,DEN,6.02
Derek Anderson,QB,CAR,GB,5.72
Andy Dalton,QB,CIN,IND,5.04
Kirk Cousins,QB,WAS,TEN,3.56
Michael Vick,QB,NYJ,NE,0.60
Brock Osweiler,QB,DEN,SF,0.00
Luke McCown,QB,NO,DET,0.00
Matt Schaub,QB,OAK,ARI,0.00
Brandon Weeden,QB,DAL,NYG,0.00
Matt Flynn,QB,GB,CAR,-0.30
Golden Tate,WR,DET,NO,34.40
Doug Baldwin,WR,SEA,LAR,28.30
Roddy White,WR,ATL,BAL,28.00
Randall Cobb,WR,GB,CAR,27.30
Dez Bryant,WR,DAL,NYG,27.10
Kenny Stills,WR,NO,DET,24.30
Antonio Brown,WR,PIT,HOU,22.12
Odell Beckham Jr,WR,NYG,DAL,20.70
TY Hilton,WR,IND,CIN,20.70
Marques Colston,WR,NO,DET,20.10
Andrew Hawkins,WR,CLE,JAX,20.00
Pierre Garcon,WR,WAS,TEN,19.70
Steve Johnson,WR,SF,DEN,18.90
Kendall Wright,WR,TEN,WAS,18.80
DeAndre Hopkins,WR,HOU,PIT,18.80
Jordy Nelson,WR,GB,CAR,18.00
Torrey Smith,WR,BAL,ATL,17.10
Allen Robinson,WR,JAX,CLE,16.00
Mike Wallace,WR,MIA,CHI,16.00
Kelvin Benjamin,WR,CAR,GB,15.10
Wes Welker,WR,DEN,SF,14.00
Michael Floyd,WR,ARI,OAK,13.70
Greg Jennings,WR,MIN,BUF,13.70
