Player,Position,Team,Opponent,Points
Carson Palmer,QB,ARI,CLE,33.56
Tom Brady,QB,NE,MIA,33.34
Derek Carr,QB,OAK,NYJ,32.12
Alex Smith,QB,KC,DET,27.60
Philip Rivers,QB,LAC,BAL,27.04
Joe Flacco,QB,BAL,LAC,25.96
Matt Ryan,QB,ATL,TB,25.08
Geno Smith,QB,NYJ,OAK,21.00
Josh McCown,QB,CLE,ARI,20.24
Cam Newton,QB,CAR,IND,20.02
Jay Cutler,QB,CHI,MIN,19.54
Jameis Winston,QB,TB,ATL,19.48
Andrew Luck,QB,IND,CAR,17.74
Brian Hoyer,QB,HOU,TEN,17.30
Peyton Manning,QB,DEN,GB,15.60
Russell Wilson,QB,SEA,DAL,14.60
Nick Foles,QB,LAR,SF,13.34
Ryan Tannehill,QB,MIA,NE,12.90
Teddy Bridgewater,QB,MIN,CHI,12.58
Andy Dalton,QB,CIN,PIT,11.64
Ben Roethlisberger,QB,PIT,CIN,11.48
Matthew Stafford,QB,DET,KC,11.18
Colin Kaepernick,QB,SF,LAR,9.28
Matt Cassel,QB,DAL,SEA,8.18
Aaron Rodgers,QB,GB,DEN,6.18
Zach Mettenberger,QB,TEN,HOU,4.84
Ryan Fitzpatrick,QB,NYJ,OAK,3.04
Johnny Manziel,QB,CLE,ARI,0.58
Dan Orlovsky,QB,DET,KC,0.40
Chase Daniel,QB,KC,DET,0.16
Scott Tolzien,QB,GB,DEN,0.00
Charlie Whitehurst,QB,TEN,HOU,0.00
Joe Webb,QB,CAR,IND,0.00
Luke McCown,QB,NO,NYG,0.00
Jimmy Garoppolo,QB,NE,MIA,0.00
AJ Green,WR,CIN,PIT,31.80
Alshon Jeffery,WR,CHI,MIN,30.60
Marques Colston,WR,NO,NYG,28.40
Demaryius Thomas,WR,DEN,GB,27.80
Julian Edelman,WR,NE,MIA,27.10
Tavon Austin,WR,LAR,SF,26.90
Brandin Cooks,WR,NO,NYG,26.50
Michael Crabtree,WR,OAK,NYJ,26.20
Malcom Floyd,WR,LAC,BAL,25.20
Willie Snead,WR,NO,NYG,25.00
Michael Floyd,WR,ARI,CLE,23.60
DeAndre Hopkins,WR,HOU,TEN,23.40
Brandon Marshall,WR,NYJ,OAK,22.80
Larry Fitzgerald,WR,ARI,CLE,22.40
Stefon Diggs,WR,MIN,CHI,21.50
Andre Holmes,WR,OAK,NYJ,19.40
Brian Hartline,WR,CLE,ARI,19.20
Dwayne Harris,WR,NYG,NO,18.70
Andre Johnson,WR,IND,CAR,18.10
Eric Decker,WR,NYJ,OAK,18.00
Nate Washington,WR,HOU,TEN,17.40
Antonio Brown,WR,PIT,CIN,16.70
Corey Brown,WR,CAR,IND,14.60
Keenan Allen,WR,LAC,BAL,14.50
Calvin Johnson,WR,DET,KC,13.50
Steve Smith,WR,BAL,LAC,13.20
Rishard Matthews,WR,MIA,NE,13.20
Jarvis Landry,WR,MIA,NE,13.10
Jeremy Maclin,WR,KC,DET,12.50
De'Anthony Thomas,WR,KC,DET,12.20
Kamar Aiken,WR,BAL,LAC,12.20
Lance Moore,WR,DET,KC,11.90
Golden Tate,WR,DET,KC,11.90
Rueben Randle,WR,NYG,NO,10.50
Jeremy Kerley,WR,NYJ,OAK,10.30
Kenbrell Thompkins,WR,NYJ,OAK,10.10
JJ Nelson,WR,ARI,CLE,10.00
Griff Whalen,WR,IND,CAR,9.80
Amari Cooper,WR,OAK,NYJ,9.80
Randall Cobb,WR,GB,DEN,9.70
Martavis Bryant,WR,PIT,CIN,8.90
Kenny Stills,WR,MIA,NE,8.80
Chris Givens,WR,BAL,LAC,8.70
Brandon LaFell,WR,NE,MIA,8.70
Ted Ginn,WR,CAR,IND,8.00
Mike Evans,WR,TB,ATL,7.80
Taylor Gabriel,WR,CLE,ARI,7.20
Kendall Wright,WR,TEN,HOU,6.80
Rob Gronkowski,TE,NE,MIA,26.30
Heath Miller,TE,PIT,CIN,23.50
Greg Olsen,TE,CAR,IND,19.90
Gary Barnidge,TE,CLE,ARI,18.30
Coby Fleener,TE,IND,CAR,17.30
Travis Kelce,TE,KC,DET,16.90
Troy Niklas,TE,ARI,CLE,15.20
Jimmy Graham,TE,SEA,DAL,14.50
Cameron Brate,TE,TB,ATL,12.80
Delanie Walker,TE,TEN,HOU,12.20
Luke Willson,TE,SEA,DAL,12.10
Jared Cook,TE,LAR,SF,9.70
Antonio Gates,TE,LAC,BAL,9.60
Virgil Green,TE,DEN,GB,9.10
Crockett Gillmore,TE,BAL,LAC,8.80
Vernon Davis,TE,SF,LAR,8.40
Tyler Eifert,TE,CIN,PIT,7.90
Owen Daniels,TE,DEN,GB,7.40
Kellen Davis,TE,NYJ,OAK,7.10
Martellus Bennett,TE,CHI,MIN,6.20
Brandon Myers,TE,TB,ATL,6.20
Jordan Cameron,TE,MIA,NE,5.40
Eric Ebron,TE,DET,KC,5.40
Kyle Rudolph,TE,MIN,CHI,4.20
Jermaine Gresham,TE,ARI,CLE,3.90
Richard Rodgers,TE,GB,DEN,3.60
Jason Witten,TE,DAL,SEA,3.60
CJ Fiedorowicz,TE,HOU,TEN,3.50
MyCole Pruitt,TE,MIN,CHI,3.50
Clive Walford,TE,OAK,NYJ,3.30
Ryan Hewitt,TE,CIN,PIT,3.20
Larry Donnell,TE,NYG,NO,3.20
John Phillips,TE,LAC,BAL,3.10
Lance Kendricks,TE,LAR,SF,2.70
Nick Boyle,TE,BAL,LAC,2.50
Vance McDonald,TE,SF,LAR,2.30
Ladarius Green,TE,LAC,BAL,2.00
Anthony Fasano,TE,TEN,HOU,1.90
Craig Stevens,TE,TEN,HOU,1.90
Scott Chandler,TE,NE,MIA,1.90
Levine Toilolo,TE,ATL,TB,1.70
Jeff Cumberland,TE,NYJ,OAK,1.70
Will Tye,TE,NYG,NO,1.70
Justin Perillo,TE,GB,DEN,1.60
Lee Smith,TE,OAK,NYJ,1.60
Dion Sims,TE,MIA,NE,1.60
Josh Hill,TE,NO,NYG,1.50
Matt Spaeth,TE,PIT,CIN,1.40
Charcandrick West,RB,KC,DET,22.20
CJ Anderson,RB,DEN,GB,20.60
Shane Vereen,RB,NYG,NO,20.30
Devonta Freeman,RB,ATL,TB,19.10
Ronnie Hillman,RB,DEN,GB,18.50
Darren McFadden,RB,DAL,SEA,17.30
Mark Ingram,RB,NO,NYG,15.90
Latavius Murray,RB,OAK,NYJ,15.90
Adrian Peterson,RB,MIN,CHI,15.90
DeAngelo Williams,RB,PIT,CIN,15.00
Lamar Miller,RB,MIA,NE,14.40
Jonathan Stewart,RB,CAR,IND,14.30
Taiwan Jones,RB,OAK,NYJ,13.40
Frank Gore,RB,IND,CAR,12.20
Alfred Blue,RB,HOU,TEN,12.20
Chris Johnson,RB,ARI,CLE,11.90
Eddie Lacy,RB,GB,DEN,11.70
CJ Spiller,RB,NO,NYG,11.60
Antonio Andrews,RB,TEN,HOU,11.20
Melvin Gordon,RB,LAC,BAL,11.10
Matt Forte,RB,CHI,MIN,10.90
Theo Riddick,RB,DET,KC,10.70
Rashad Jennings,RB,NYG,NO,10.50
Marshawn Lynch,RB,SEA,DAL,10.20
Duke Johnson,RB,CLE,ARI,9.10
Jonas Gray,RB,MIA,NE,9.10
Doug Martin,RB,TB,ATL,8.80
Justin Forsett,RB,BAL,LAC,8.40
LeGarrette Blount,RB,NE,MIA,8.40
Jeremy Hill,RB,CIN,PIT,7.80
Le'Veon Bell,RB,PIT,CIN,7.80
Dexter McCluster,RB,TEN,HOU,7.80
Charles Sims,RB,TB,ATL,7.60
Spencer Ware,RB,KC,DET,7.20
Chris Ivory,RB,NYJ,OAK,7.10
David Johnson,RB,ARI,CLE,6.80
Danny Woodhead,RB,LAC,BAL,6.50
Tre Mason,RB,LAR,SF,6.20
Javorius Allen,RB,BAL,LAC,6.10
Joique Bell,RB,DET,KC,5.60
Marcel Reece,FB,OAK,NYJ,5.60
Giovani Bernard,RB,CIN,PIT,5.40
Branden Oliver,RB,LAC,BAL,5.40
Mike Tolbert,FB,CAR,IND,5.00
Kyle Juszczyk,FB,BAL,LAC,4.90
Jeremy Langford,RB,CHI,MIN,4.60
Kendall Gaskins,FB,SF,LAR,4.30
Matt Asiata,RB,MIN,CHI,4.10
Dan Bailey,K,DAL,SEA,0.00
Graham Gano,K,CAR,IND,0.00
Stephen Gostkowski,K,NE,MIA,0.00
Kai Forbath,K,NO,NYG,0.00
Sebastian Janikowski,K,OAK,NYJ,0.00
Connor Barth,K,TB,ATL,0.00
Blair Walsh,K,MIN,CHI,0.00
Brandon McManus,K,DEN,GB,0.00
Chandler Catanzaro,K,ARI,CLE,0.00
Robbie Gould,K,CHI,MIN,0.00
Mike Nugent,K,CIN,PIT,0.00
Cairo Santos,K,KC,DET,0.00
Phil Dawson,K,SF,LAR,0.00
Nick Novak,K,HOU,TEN,0.00
Matt Bryant,K,ATL,TB,0.00
Nick Folk,K,NYJ,OAK,0.00
Josh Lambo,K,LAC,BAL,0.00
Josh Brown,K,NYG,NO,0.00
Steven Hauschka,K,SEA,DAL,0.00
Ryan Succop,K,TEN,HOU,0.00
Mason Crosby,K,GB,DEN,0.00
Greg Zuerlein,K,LAR,SF,0.00
Chris Boswell,K,PIT,CIN,0.00
Matt Prater,K,DET,KC,0.00
Travis Coons,K,CLE,ARI,0.00
Andrew Franks,K,MIA,NE,0.00
Kansas City Chiefs,DST,KC,DET,14.00
Cincinnati Bengals,DST,CIN,PIT,13.00
Los Angeles Rams,DST,LAR,SF,12.00
Carolina Panthers,DST,CAR,IND,10.00
Tampa Bay Buccaneers,DST,TB,ATL,10.00
Cleveland Browns,DST,CLE,ARI,10.00
Pittsburgh Steelers,DST,PIT,CIN,10.00
Denver Broncos,DST,DEN,GB,9.00
Seattle Seahawks,DST,SEA,DAL,9.00
Arizona Cardinals,DST,ARI,CLE,8.00
Minnesota Vikings,DST,MIN,CHI,8.00
Dallas Cowboys,DST,DAL,SEA,8.00
Indianapolis Colts,DST,IND,CAR,7.00
New York Giants,DST,NYG,NO,6.00
Oakland Raiders,DST,OAK,NYJ,6.00
Tennessee Titans,DST,TEN,HOU,4.00
San Francisco 49ers,DST,SF,LAR,4.00
Chicago Bears,DST,CHI,MIN,3.00
Atlanta Falcons,DST,ATL,TB,2.00
Los Angeles Chargers,DST,LAC,BAL,2.00
Green Bay Packers,DST,GB,DEN,2.00
Miami Dolphins,DST,MIA,NE,1.00
Baltimore Ravens,DST,BAL,LAC,1.00
New Orleans Saints,DST,NO,NYG,1.00
New York Jets,DST,NYJ,OAK,-1.00
Detroit Lions,DST,DET,KC,-1.00
