Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Drew Brees,QB,8,NO,NYG,39,50,78,505,10,7,2,132,1,1,1,0,49.30,2015
2,Eli Manning,QB,8,NYG,NO,30,41,73,350,9,6,0,138,0,0,0,0,41.00,2015
3,Carson Palmer,QB,8,ARI,CLE,23,38,61,374,10,4,1,118,3,6,2,0,33.56,2015
4,Tom Brady,QB,8,NE,MIA,26,38,68,356,9,4,0,133,1,1,1,0,33.34,2015
5,Derek Carr,QB,8,OAK,NYJ,23,36,64,333,9,4,0,131,2,-2,-1,0,32.12,2015
6,Alex Smith,QB,8,KC,DET,18,26,69,145,6,2,0,109,5,78,16,1,27.60,2015
7,Philip Rivers,QB,8,LAC,BAL,28,37,76,301,8,3,0,126,1,0,0,0,27.04,2015
8,Joe Flacco,QB,8,BAL,LAC,25,37,68,319,9,1,0,103,4,2,1,1,25.96,2015
9,Matt Ryan,QB,8,ATL,TB,37,45,82,397,9,2,1,109,3,2,1,0,25.08,2015
10,Geno Smith,QB,8,NYJ,OAK,27,42,64,265,6,2,1,88,2,34,17,0,21.00,2015
11,Josh McCown,QB,8,CLE,ARI,18,34,53,211,6,3,1,89,5,18,4,0,20.24,2015
12,Cam Newton,QB,8,CAR,IND,16,35,46,248,7,2,1,77,10,41,4,0,20.02,2015
13,Jay Cutler,QB,8,CHI,MIN,22,33,67,211,6,1,0,94,2,11,6,1,19.54,2015
14,Jameis Winston,QB,8,TB,ATL,16,29,55,177,6,1,0,85,3,24,8,1,19.48,2015
15,Andrew Luck,QB,8,IND,CAR,23,47,49,231,5,2,3,51,6,35,6,0,17.74,2015
16,Brian Hoyer,QB,8,HOU,TEN,23,35,66,235,7,2,0,104,1,-1,-1,0,17.30,2015
17,Peyton Manning,QB,8,DEN,GB,21,29,72,340,12,0,1,97,0,0,0,0,15.60,2015
18,Russell Wilson,QB,8,SEA,DAL,19,30,63,210,7,1,1,81,6,32,5,0,14.60,2015
19,Nick Foles,QB,8,LAR,SF,14,23,61,191,8,1,0,102,3,-3,-1,0,13.34,2015
20,Ryan Tannehill,QB,8,MIA,NE,28,44,64,300,7,0,2,65,2,-1,-1,0,12.90,2015
21,Teddy Bridgewater,QB,8,MIN,CHI,17,30,57,187,6,1,1,73,2,21,11,0,12.58,2015
22,Andy Dalton,QB,8,CIN,PIT,23,38,61,231,6,1,2,65,6,4,1,0,11.64,2015
23,Ben Roethlisberger,QB,8,PIT,CIN,28,45,62,262,6,1,3,58,0,0,0,0,11.48,2015
24,Matthew Stafford,QB,8,DET,KC,22,36,61,217,6,1,2,64,1,5,5,0,11.18,2015
25,Colin Kaepernick,QB,8,SF,LAR,20,41,49,162,4,0,0,59,6,28,5,0,9.28,2015
26,Matt Cassel,QB,8,DAL,SEA,13,25,52,97,4,0,0,62,4,43,11,0,8.18,2015
27,Aaron Rodgers,QB,8,GB,DEN,14,22,64,77,4,0,0,70,2,31,16,0,6.18,2015
28,Zach Mettenberger,QB,8,TEN,HOU,22,31,71,171,6,0,1,71,0,0,0,0,4.84,2015
29,Ryan Fitzpatrick,QB,8,NYJ,OAK,4,5,80,46,9,0,0,105,1,12,12,0,3.04,2015
30,Johnny Manziel,QB,8,CLE,ARI,3,6,50,12,2,0,0,56,1,1,1,0,0.58,2015
31,Dan Orlovsky,QB,8,DET,KC,1,2,50,10,5,0,0,65,0,0,0,0,0.40,2015
32,Chase Daniel,QB,8,KC,DET,2,2,100,4,2,0,0,79,0,0,0,0,0.16,2015
33,Jimmy Garoppolo,QB,8,NE,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015
34,Charlie Whitehurst,QB,8,TEN,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015
35,Luke McCown,QB,8,NO,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015
36,Scott Tolzien,QB,8,GB,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015
37,Joe Webb,QB,8,CAR,IND,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015
