Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Odell Beckham Jr,WR,8,NYG,NO,9,8,89,130,3,50,14,16,0,0,0,0,0,42.00,2015
2,Julio Jones,WR,8,ATL,TB,13,12,92,162,1,35,13,14,0,0,0,1,1,36.20,2015
3,AJ Green,WR,8,CIN,PIT,17,11,65,118,1,38,7,11,0,0,0,0,0,31.80,2015
4,Alshon Jeffery,WR,8,CHI,MIN,15,10,67,116,1,28,8,12,0,0,0,0,0,30.60,2015
5,Marques Colston,WR,8,NO,NYG,9,8,89,114,1,53,13,14,0,0,0,0,0,28.40,2015
6,Demaryius Thomas,WR,8,DEN,GB,11,8,73,168,0,47,15,21,0,0,0,0,0,27.80,2015
7,Julian Edelman,WR,8,NE,MIA,9,7,78,81,2,20,9,12,0,0,0,0,0,27.10,2015
8,Tavon Austin,WR,8,LAR,SF,7,4,57,98,1,66,14,25,3,21,1,1,1,26.90,2015
9,Brandin Cooks,WR,8,NO,NYG,8,6,75,88,2,26,11,15,1,-3,0,0,0,26.50,2015
10,Michael Crabtree,WR,8,OAK,NYJ,12,7,58,102,1,36,9,15,0,0,0,0,0,26.20,2015
11,Malcom Floyd,WR,8,LAC,BAL,6,4,67,92,2,70,15,23,0,0,0,0,0,25.20,2015
12,Willie Snead,WR,8,NO,NYG,8,6,75,70,2,34,9,12,0,0,0,0,0,25.00,2015
13,Michael Floyd,WR,8,ARI,CLE,8,4,50,106,1,60,13,27,0,0,0,0,0,23.60,2015
14,DeAndre Hopkins,WR,8,HOU,TEN,11,8,73,94,1,21,9,12,0,0,0,0,0,23.40,2015
15,Brandon Marshall,WR,8,NYJ,OAK,18,9,50,108,0,28,6,12,0,0,0,0,0,22.80,2015
16,Larry Fitzgerald,WR,8,ARI,CLE,11,9,82,84,1,16,8,9,0,0,0,1,1,22.40,2015
17,Stefon Diggs,WR,8,MIN,CHI,12,6,50,95,1,40,8,16,0,0,0,0,0,21.50,2015
18,Andre Holmes,WR,8,OAK,NYJ,3,2,67,54,2,49,18,27,0,0,0,0,0,19.40,2015
19,Brian Hartline,WR,8,CLE,ARI,10,4,40,32,2,14,3,8,0,0,0,0,0,19.20,2015
20,Dwayne Harris,WR,8,NYG,NO,7,3,43,37,2,20,5,12,0,0,0,0,0,18.70,2015
21,Andre Johnson,WR,8,IND,CAR,8,4,50,81,1,30,10,20,0,0,0,0,0,18.10,2015
22,Eric Decker,WR,8,NYJ,OAK,7,6,86,60,1,21,9,10,0,0,0,0,0,18.00,2015
23,Nate Washington,WR,8,HOU,TEN,6,4,67,74,1,42,12,19,0,0,0,0,0,17.40,2015
24,Antonio Brown,WR,8,PIT,CIN,11,6,55,47,1,17,4,8,0,0,0,0,0,16.70,2015
25,Corey Brown,WR,8,CAR,IND,5,3,60,42,1,23,8,14,1,14,0,0,0,14.60,2015
26,Keenan Allen,WR,8,LAC,BAL,5,5,100,35,1,13,7,7,0,0,0,0,0,14.50,2015
27,Calvin Johnson,WR,8,DET,KC,10,5,50,85,0,30,9,17,0,0,0,0,0,13.50,2015
28,Steve Smith,WR,8,BAL,LAC,7,5,71,82,0,46,12,16,0,0,0,0,0,13.20,2015
29,Rishard Matthews,WR,8,MIA,NE,12,7,58,62,0,17,5,9,0,0,0,0,0,13.20,2015
30,Jarvis Landry,WR,8,MIA,NE,8,6,75,71,0,18,9,12,0,0,0,1,0,13.10,2015
31,Jeremy Maclin,WR,8,KC,DET,5,3,60,35,1,17,7,12,0,0,0,0,0,12.50,2015
32,De'Anthony Thomas,WR,8,KC,DET,3,3,100,22,0,23,7,7,1,10,1,0,0,12.20,2015
33,Kamar Aiken,WR,8,BAL,LAC,6,6,100,62,0,18,10,10,0,0,0,0,0,12.20,2015
34,Lance Moore,WR,8,DET,KC,3,3,100,29,1,21,10,10,0,0,0,0,0,11.90,2015
35,Golden Tate,WR,8,DET,KC,7,6,86,59,0,16,8,10,0,0,0,0,0,11.90,2015
36,Rueben Randle,WR,8,NYG,NO,9,5,56,55,0,19,6,11,0,0,0,0,0,10.50,2015
37,Jeremy Kerley,WR,8,NYJ,OAK,5,4,80,63,0,25,13,16,0,0,0,0,0,10.30,2015
38,Kenbrell Thompkins,WR,8,NYJ,OAK,7,6,86,41,0,12,6,7,0,0,0,0,0,10.10,2015
39,JJ Nelson,WR,8,ARI,CLE,4,3,75,70,0,38,18,23,1,0,0,0,0,10.00,2015
40,Amari Cooper,WR,8,OAK,NYJ,9,5,56,46,0,13,5,9,1,2,0,0,0,9.80,2015
41,Griff Whalen,WR,8,IND,CAR,5,5,100,48,0,12,10,10,0,0,0,0,0,9.80,2015
42,Randall Cobb,WR,8,GB,DEN,9,6,67,27,0,17,3,5,1,10,0,0,0,9.70,2015
43,Martavis Bryant,WR,8,PIT,CIN,9,4,44,49,0,21,5,12,0,0,0,0,0,8.90,2015
44,Kenny Stills,WR,8,MIA,NE,7,3,43,58,0,25,8,19,0,0,0,0,0,8.80,2015
45,Chris Givens,WR,8,BAL,LAC,4,3,75,57,0,39,14,19,0,0,0,0,0,8.70,2015
46,Brandon LaFell,WR,8,NE,MIA,7,4,57,47,0,25,7,12,0,0,0,0,0,8.70,2015
47,Ted Ginn,WR,8,CAR,IND,10,2,20,60,0,48,6,30,0,0,0,0,0,8.00,2015
48,Mike Evans,WR,8,TB,ATL,9,3,33,48,0,21,5,16,0,0,0,0,0,7.80,2015
49,Taylor Gabriel,WR,8,CLE,ARI,7,4,57,32,0,9,5,8,0,0,0,0,0,7.20,2015
50,Kendall Wright,WR,8,TEN,HOU,7,4,57,21,0,18,3,5,1,7,0,0,0,6.80,2015
