Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Justin Tucker,K,8,BAL,LAC,5,5,100,48,2,2,0.00,2015
2,Adam Vinatieri,K,8,IND,CAR,4,4,100,50,2,2,0.00,2015
3,Dan Bailey,K,8,DAL,SEA,4,4,100,52,0,0,0.00,2015
4,Graham Gano,K,8,CAR,IND,3,3,100,52,2,3,0.00,2015
5,Stephen Gostkowski,K,8,NE,MIA,2,2,100,52,4,4,0.00,2015
6,Kai Forbath,K,8,NO,NYG,1,1,100,50,7,7,0.00,2015
7,Sebastian Janikowski,K,8,OAK,NYJ,2,3,67,52,4,4,0.00,2015
8,Blair Walsh,K,8,MIN,CHI,3,3,100,48,2,2,0.00,2015
9,Connor Barth,K,8,TB,ATL,3,3,100,38,2,2,0.00,2015
10,Brandon McManus,K,8,DEN,GB,2,2,100,50,3,3,0.00,2015
11,Robbie Gould,K,8,CHI,MIN,2,3,67,55,2,2,0.00,2015
12,Chandler Catanzaro,K,8,ARI,CLE,2,2,100,37,4,4,0.00,2015
13,Mike Nugent,K,8,CIN,PIT,3,4,75,45,1,1,0.00,2015
14,Cairo Santos,K,8,KC,DET,1,1,100,33,6,6,0.00,2015
15,Phil Dawson,K,8,SF,LAR,2,2,100,54,0,0,0.00,2015
16,Matt Bryant,K,8,ATL,TB,2,2,100,24,2,2,0.00,2015
17,Josh Lambo,K,8,LAC,BAL,2,2,100,49,2,3,0.00,2015
18,Nick Novak,K,8,HOU,TEN,2,2,100,38,2,2,0.00,2015
19,Nick Folk,K,8,NYJ,OAK,2,2,100,40,2,2,0.00,2015
20,Josh Brown,K,8,NYG,NO,0,0,0,0,7,7,0.00,2015
21,Steven Hauschka,K,8,SEA,DAL,2,3,67,26,1,1,0.00,2015
22,Ryan Succop,K,8,TEN,HOU,2,2,100,44,0,0,0.00,2015
23,Mason Crosby,K,8,GB,DEN,1,1,100,56,1,1,0.00,2015
24,Greg Zuerlein,K,8,LAR,SF,1,2,50,38,2,2,0.00,2015
25,Matt Prater,K,8,DET,KC,1,1,100,35,1,1,0.00,2015
26,Chris Boswell,K,8,PIT,CIN,1,1,100,32,1,1,0.00,2015
27,Travis Coons,K,8,CLE,ARI,0,0,0,0,2,3,0.00,2015
28,Andrew Franks,K,8,MIA,NE,0,1,0,0,1,1,0.00,2015
