Player,Position,Team,Opponent,Points
Peyton Manning,QB,DEN,IND,29.34
Matthew Stafford,QB,DET,CIN,29.28
Robert Griffin III,QB,WAS,CHI,27.32
Jake Locker,QB,TEN,SF,25.94
Aaron Rodgers,QB,GB,CLE,23.60
Russell Wilson,QB,SEA,ARI,22.30
Matt Ryan,QB,ATL,TB,21.72
Geno Smith,QB,NYJ,NE,21.52
Colin Kaepernick,QB,SF,TEN,20.76
Mike Glennon,QB,TB,ATL,18.54
Alex Smith,QB,KC,HOU,18.00
Tony Romo,QB,DAL,PHI,17.88
Ryan Tannehill,QB,MIA,BUF,17.26
Philip Rivers,QB,LAC,JAX,15.80
Josh McCown,QB,CHI,WAS,15.46
Chad Henne,QB,JAX,LAC,15.22
Case Keenum,QB,HOU,KC,14.84
Cam Newton,QB,CAR,LAR,14.76
Joe Flacco,QB,BAL,PIT,14.00
Sam Bradford,QB,LAR,CAR,13.30
Ben Roethlisberger,QB,PIT,BAL,12.90
Carson Palmer,QB,ARI,SEA,12.82
Eli Manning,QB,NYG,MIN,12.50
Brandon Weeden,QB,CLE,GB,10.96
Thaddeus Lewis,QB,BUF,MIA,8.38
Tom Brady,QB,NE,NYJ,8.12
Josh Freeman,QB,MIN,NYG,6.60
Nick Foles,QB,PHI,DAL,5.70
Matt Barkley,QB,PHI,DAL,2.16
Jay Cutler,QB,CHI,WAS,0.12
Derek Anderson,QB,CAR,LAR,0.00
Joe Webb,QB,MIN,NYG,0.00
Kellen Clemens,QB,LAR,CAR,-0.24
Charlie Whitehurst,QB,LAC,JAX,-0.30
Eric Decker,WR,DEN,IND,32.00
Harry Douglas,WR,ATL,TB,30.90
AJ Green,WR,CIN,DET,30.50
Jarrett Boykin,WR,GB,CLE,27.30
Jeremy Kerley,WR,NYJ,NE,23.70
Dez Bryant,WR,DAL,PHI,22.00
Brandon Gibson,WR,MIA,BUF,21.00
Mike Brown,WR,JAX,LAC,20.00
Terrance Williams,WR,DAL,PHI,19.10
Alshon Jeffery,WR,CHI,WAS,19.10
Kendall Wright,WR,TEN,SF,18.80
Demaryius Thomas,WR,DEN,IND,18.20
Steve Smith,WR,CAR,LAR,17.90
Darrius Heyward-Bey,WR,IND,DEN,17.40
Eddie Royal,WR,LAC,JAX,16.90
DeAndre Hopkins,WR,HOU,KC,16.60
Wes Welker,WR,DEN,IND,16.60
Cecil Shorts,WR,JAX,LAC,16.00
Marvin Jones,WR,CIN,DET,15.70
Jordy Nelson,WR,GB,CLE,15.20
Riley Cooper,WR,PHI,DAL,14.80
Aldrick Robinson,WR,WAS,CHI,14.40
