Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jordan Reed,TE,7,WAS,CHI,9,9,100,134,1,38,15,15,0,0,0,0,0,31.40,2013
2,Rob Gronkowski,TE,7,NE,NYJ,17,8,47,114,0,30,7,14,0,0,0,0,0,22.40,2013
3,Jordan Cameron,TE,7,CLE,GB,9,7,78,55,1,15,6,8,0,0,0,0,0,18.50,2013
4,Jermichael Finley,TE,7,GB,CLE,5,5,100,72,1,26,14,14,0,0,0,0,0,18.20,2013
5,Julius Thomas,TE,7,DEN,IND,6,5,83,41,1,13,7,8,0,0,0,0,0,15.10,2013
6,Zach Miller,TE,7,SEA,ARI,7,5,71,40,1,15,6,8,0,0,0,0,0,15.00,2013
7,Coby Fleener,TE,7,IND,DEN,5,5,100,38,1,21,8,8,0,0,0,0,0,14.80,2013
8,Delanie Walker,TE,7,TEN,SF,5,3,60,52,1,26,10,17,0,0,0,0,0,14.20,2013
9,Tyler Eifert,TE,7,CIN,DET,4,3,75,45,1,32,11,15,0,0,0,0,0,13.50,2013
10,Rob Housler,TE,7,ARI,SEA,7,7,100,53,0,18,8,8,0,0,0,1,0,12.30,2013
11,Jermaine Gresham,TE,7,CIN,DET,5,4,80,64,0,30,13,16,0,0,0,0,0,10.40,2013
12,Vernon Davis,TE,7,SF,TEN,8,4,50,62,0,24,8,16,0,0,0,0,0,10.20,2013
13,Dallas Clark,TE,7,BAL,PIT,4,3,75,9,1,6,2,3,0,0,0,0,0,9.90,2013
14,Brandon Pettigrew,TE,7,DET,CIN,7,3,43,7,1,6,1,2,0,0,0,0,0,9.70,2013
15,Antonio Gates,TE,7,LAC,JAX,6,6,100,31,0,7,5,5,0,0,0,0,0,9.10,2013
16,Jason Witten,TE,7,DAL,PHI,6,4,67,48,0,26,8,12,0,0,0,0,0,8.80,2013
17,Heath Miller,TE,7,PIT,BAL,4,2,50,17,1,14,4,9,0,0,0,1,1,8.70,2013
18,Greg Olsen,TE,7,CAR,LAR,4,4,100,47,0,25,12,12,0,0,0,0,0,8.70,2013
19,Charles Clay,TE,7,MIA,BUF,3,1,33,7,1,7,2,7,0,0,0,0,0,7.70,2013
20,Martellus Bennett,TE,7,CHI,WAS,3,1,33,7,1,7,2,7,0,0,0,0,0,7.70,2013
21,Jared Cook,TE,7,LAR,CAR,7,4,57,33,0,13,5,8,0,0,0,0,0,7.30,2013
22,Kellen Davis,TE,7,SEA,ARI,1,1,100,1,1,1,1,1,0,0,0,0,0,7.10,2013
23,Jeff Cumberland,TE,7,NYJ,NE,7,3,43,41,0,25,6,14,0,0,0,0,0,7.10,2013
24,Garrett Graham,TE,7,HOU,KC,8,3,38,38,0,27,5,13,0,0,0,0,0,6.80,2013
25,Anthony Fasano,TE,7,KC,HOU,5,4,80,27,0,11,5,7,0,0,0,0,0,6.70,2013
26,Zach Ertz,TE,7,PHI,DAL,5,3,60,33,0,21,7,11,0,0,0,0,0,6.30,2013
27,Ladarius Green,TE,7,LAC,JAX,3,2,67,40,0,27,13,20,0,0,0,0,0,6.00,2013
28,Kyle Rudolph,TE,7,MIN,NYG,9,3,33,27,0,21,3,9,0,0,0,0,0,5.70,2013
29,Tony Gonzalez,TE,7,ATL,TB,4,2,50,30,0,20,8,15,0,0,0,0,0,5.00,2013
30,Marcedes Lewis,TE,7,JAX,LAC,3,1,33,31,0,31,10,31,0,0,0,0,0,4.10,2013
31,Scott Chandler,TE,7,BUF,MIA,3,2,67,18,0,12,6,9,0,0,0,0,0,3.80,2013
