Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Andy Dalton,QB,7,CIN,DET,24,34,71,372,11,3,0,136,1,6,6,0,30.48,2013
2,Andrew Luck,QB,7,IND,DEN,21,38,55,228,6,3,0,99,4,29,7,1,30.02,2013
3,Peyton Manning,QB,7,DEN,IND,29,49,59,386,8,3,1,96,1,-1,-1,0,29.34,2013
4,Matthew Stafford,QB,7,DET,CIN,28,51,55,357,7,3,0,97,0,0,0,0,29.28,2013
5,Robert Griffin III,QB,7,WAS,CHI,18,29,62,298,10,2,1,105,11,84,8,0,27.32,2013
6,Jake Locker,QB,7,TEN,SF,25,41,61,326,8,2,1,92,3,29,10,0,25.94,2013
7,Aaron Rodgers,QB,7,GB,CLE,25,36,69,260,7,3,0,118,4,12,3,0,23.60,2013
8,Russell Wilson,QB,7,SEA,ARI,18,29,62,235,8,3,0,122,8,29,4,0,22.30,2013
9,Matt Ryan,QB,7,ATL,TB,20,26,77,273,11,3,0,148,3,-12,-4,0,21.72,2013
10,Geno Smith,QB,7,NYJ,NE,17,33,52,233,7,1,1,72,6,32,5,1,21.52,2013
11,Colin Kaepernick,QB,7,SF,TEN,13,21,62,199,10,0,0,93,11,68,6,1,20.76,2013
12,Mike Glennon,QB,7,TB,ATL,26,44,59,256,6,2,0,91,1,13,13,0,18.54,2013
13,Alex Smith,QB,7,KC,HOU,23,34,68,240,7,0,1,76,6,28,5,1,18.00,2013
14,Tony Romo,QB,7,DAL,PHI,28,47,60,317,7,1,2,69,4,2,1,0,17.88,2013
15,Ryan Tannehill,QB,7,MIA,BUF,19,37,51,194,5,3,2,71,3,5,2,0,17.26,2013
16,Philip Rivers,QB,7,LAC,JAX,22,26,85,285,11,1,0,125,2,4,2,0,15.80,2013
17,Josh McCown,QB,7,CHI,WAS,14,20,70,204,10,1,0,120,4,33,8,0,15.46,2013
18,Chad Henne,QB,7,JAX,LAC,23,36,64,318,9,0,1,81,4,5,1,0,15.22,2013
19,Case Keenum,QB,7,HOU,KC,15,25,60,271,11,1,0,111,3,10,3,0,14.84,2013
20,Cam Newton,QB,7,CAR,LAR,15,17,88,204,12,1,0,136,10,26,3,0,14.76,2013
21,Joe Flacco,QB,7,BAL,PIT,24,34,71,215,6,1,0,97,2,14,7,0,14.00,2013
22,Sam Bradford,QB,7,LAR,CAR,21,30,70,255,9,1,1,93,1,1,1,0,13.30,2013
23,Ben Roethlisberger,QB,7,PIT,BAL,17,23,74,160,7,1,0,107,3,25,8,0,12.90,2013
24,Carson Palmer,QB,7,ARI,SEA,30,45,67,258,6,1,2,70,2,5,3,0,12.82,2013
25,Eli Manning,QB,7,NYG,MIN,23,39,59,200,5,1,0,81,3,5,2,0,12.50,2013
26,Brandon Weeden,QB,7,CLE,GB,17,42,41,149,4,1,1,49,2,20,10,0,10.96,2013
27,Thaddeus Lewis,QB,7,BUF,MIA,21,32,66,202,6,0,1,70,5,13,3,0,8.38,2013
28,Tom Brady,QB,7,NE,NYJ,22,46,48,228,5,0,1,54,0,0,0,0,8.12,2013
29,Josh Freeman,QB,7,MIN,NYG,20,53,38,190,4,0,1,41,0,0,0,0,6.60,2013
30,Nick Foles,QB,7,PHI,DAL,11,29,38,80,3,0,0,46,3,25,8,0,5.70,2013
31,Matt Barkley,QB,7,PHI,DAL,11,20,55,129,6,0,3,35,0,0,0,0,2.16,2013
32,Jay Cutler,QB,7,CHI,WAS,3,8,38,28,4,0,1,8,0,0,0,0,0.12,2013
33,Derek Anderson,QB,7,CAR,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
34,Joe Webb,QB,7,MIN,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
35,Kellen Clemens,QB,7,LAR,CAR,2,4,50,19,5,0,0,64,0,0,0,0,-0.24,2013
36,Charlie Whitehurst,QB,7,LAC,JAX,0,0,0,0,0,0,0,0,3,-3,-1,0,-0.30,2013
