Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Adam Vinatieri,K,7,IND,DEN,3,3,100,52,4,4,0.00,2013
2,Shaun Suisham,K,7,PIT,BAL,4,4,100,42,1,1,0.00,2013
3,Steven Hauschka,K,7,SEA,ARI,2,2,100,51,4,4,0.00,2013
4,Jay Feely,K,7,ARI,SEA,3,3,100,52,1,1,0.00,2013
5,Graham Gano,K,7,CAR,LAR,3,3,100,50,3,3,0.00,2013
6,Nick Folk,K,7,NYJ,NE,3,3,100,42,3,3,0.00,2013
7,Dan Carpenter,K,7,BUF,MIA,3,3,100,39,2,2,0.00,2013
8,Mike Nugent,K,7,CIN,DET,2,3,67,54,3,3,0.00,2013
9,Robbie Gould,K,7,CHI,WAS,2,3,67,49,5,5,0.00,2013
10,Rian Lindell,K,7,TB,ATL,3,3,100,41,2,2,0.00,2013
11,Josh Brown,K,7,NYG,MIN,3,3,100,36,2,2,0.00,2013
12,Randy Bullock,K,7,HOU,KC,3,3,100,48,1,1,0.00,2013
13,Justin Tucker,K,7,BAL,PIT,3,3,100,46,1,1,0.00,2013
14,Kai Forbath,K,7,WAS,CHI,1,1,100,38,6,6,0.00,2013
15,Stephen Gostkowski,K,7,NE,NYJ,2,2,100,44,3,3,0.00,2013
16,Matt Prater,K,7,DEN,IND,2,2,100,47,3,3,0.00,2013
17,Matt Bryant,K,7,ATL,TB,1,1,100,23,4,4,0.00,2013
18,Greg Zuerlein,K,7,LAR,CAR,2,2,100,42,1,1,0.00,2013
19,Phil Dawson,K,7,SF,TEN,1,1,100,44,4,4,0.00,2013
20,Mason Crosby,K,7,GB,CLE,1,2,50,26,4,4,0.00,2013
21,Billy Cundiff,K,7,CLE,GB,2,2,100,46,1,1,0.00,2013
22,Nick Novak,K,7,LAC,JAX,1,1,100,20,3,3,0.00,2013
23,David Akers,K,7,DET,CIN,1,2,50,36,3,3,0.00,2013
24,Josh Scobee,K,7,JAX,LAC,2,2,100,30,0,0,0.00,2013
25,Dan Bailey,K,7,DAL,PHI,1,1,100,38,2,2,0.00,2013
26,Ryan Succop,K,7,KC,HOU,1,1,100,22,2,2,0.00,2013
27,Rob Bironas,K,7,TEN,SF,1,1,100,31,2,2,0.00,2013
28,Caleb Sturgis,K,7,MIA,BUF,0,1,0,0,3,3,0.00,2013
29,Alex Henery,K,7,PHI,DAL,1,2,50,31,0,0,0.00,2013
30,Blair Walsh,K,7,MIN,NYG,0,1,0,0,1,1,0.00,2013
