Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Shonn Greene,RB,7,NYJ,OAK,19,144,8,2,1,0,0,0,0,0,29.40,2009
2,Ricky Williams,RB,7,MIA,NO,9,80,9,3,4,2,12,0,0,0,29.20,2009
3,Cedric Benson,RB,7,CIN,CHI,37,189,5,1,0,0,0,0,0,0,27.90,2009
4,Ryan Grant,RB,7,GB,CLE,27,148,6,1,1,1,3,0,0,0,25.10,2009
5,DeAngelo Williams,RB,7,CAR,BUF,16,89,6,1,6,5,50,0,0,0,24.90,2009
6,Steve Slaton,RB,7,HOU,SF,18,67,4,1,6,4,22,1,1,1,23.90,2009
7,Adrian Peterson,RB,7,MIN,PIT,18,69,4,1,4,4,60,0,0,0,22.90,2009
8,Thomas Jones,RB,7,NYJ,OAK,26,121,5,1,2,1,3,0,1,0,22.40,2009
9,Darren Sproles,RB,7,LAC,KC,5,41,8,0,3,3,58,1,0,0,18.90,2009
10,Steven Jackson,RB,7,LAR,IND,23,134,6,0,2,1,-1,0,0,0,17.30,2009
11,Brandon Jacobs,RB,7,NYG,ARI,13,76,6,1,4,2,11,0,0,0,16.70,2009
12,Chris Wells,RB,7,ARI,NYG,14,67,5,1,3,3,10,0,1,0,16.70,2009
13,Joseph Addai,RB,7,IND,LAR,20,64,3,1,1,1,3,0,0,0,13.70,2009
14,Justin Fargas,RB,7,OAK,NYJ,8,67,8,0,3,3,23,0,0,0,12.00,2009
15,Marshawn Lynch,RB,7,BUF,CAR,17,40,2,1,1,1,7,0,0,0,11.70,2009
16,LeSean McCoy,RB,7,PHI,WAS,14,37,3,0,6,5,30,0,0,0,11.70,2009
17,Reggie Bush,RB,7,NO,MIA,3,10,3,1,6,3,16,0,0,0,11.60,2009
18,Michael Turner,RB,7,ATL,DAL,18,50,3,1,0,0,0,0,0,0,11.00,2009
19,Ronnie Brown,RB,7,MIA,NO,16,48,3,1,0,0,0,0,0,0,10.80,2009
20,Chad Simpson,RB,7,IND,LAR,3,35,12,1,1,1,2,0,0,0,10.70,2009
21,Laurence Maroney,RB,7,NE,TB,13,43,3,1,1,0,0,0,0,0,10.30,2009
22,LaDainian Tomlinson,RB,7,LAC,KC,23,71,3,0,3,2,2,0,0,0,9.30,2009
23,Tim Hightower,RB,7,ARI,NYG,4,9,2,1,5,2,11,0,1,1,9.00,2009
24,Matt Forte,RB,7,CHI,CIN,6,24,4,0,6,4,25,0,0,0,8.90,2009
25,Jason Snelling,RB,7,ATL,DAL,7,68,10,0,1,1,10,0,0,0,8.80,2009
26,Jonathan Stewart,RB,7,CAR,BUF,7,25,4,0,5,4,20,0,0,0,8.50,2009
27,Cadillac Williams,RB,7,TB,NE,12,34,3,0,2,2,28,0,0,0,8.20,2009
28,Mike Bell,RB,7,NO,MIA,12,80,7,0,0,0,0,0,0,0,8.00,2009
29,Jason Wright,RB,7,ARI,NYG,0,0,0,0,1,1,6,1,0,0,7.60,2009
30,Jerome Harrison,RB,7,CLE,GB,3,7,2,0,4,4,23,0,0,0,7.00,2009
31,Rashard Mendenhall,RB,7,PIT,MIN,10,69,7,0,2,1,-1,0,1,1,6.80,2009
32,Frank Gore,RB,7,SF,HOU,13,32,3,0,3,2,15,0,0,0,6.70,2009
33,Larry Johnson,RB,7,KC,LAC,16,49,3,0,1,1,7,0,0,0,6.60,2009
34,Derrick Ward,RB,7,TB,NE,12,43,4,0,1,1,8,0,0,0,6.10,2009
35,Donald Brown,RB,7,IND,LAR,2,58,29,0,0,0,0,0,0,0,5.80,2009
36,Marion Barber,RB,7,DAL,ATL,14,47,3,0,1,1,1,0,0,0,5.80,2009
37,Pierre Thomas,RB,7,NO,MIA,8,30,4,0,1,1,14,0,0,0,5.40,2009
38,Felix Jones,RB,7,DAL,ATL,8,37,5,0,2,2,6,0,1,1,5.30,2009
39,Ladell Betts,RB,7,WAS,PHI,0,0,0,0,3,3,21,0,0,0,5.10,2009
40,Jamal Lewis,RB,7,CLE,GB,15,47,3,0,0,0,0,0,0,0,4.70,2009
41,Jamaal Charles,RB,7,KC,LAC,4,33,8,0,3,1,1,0,0,0,4.40,2009
42,Kevin Faulk,RB,7,NE,TB,2,19,10,0,3,2,5,0,0,0,4.40,2009
43,Clinton Portis,RB,7,WAS,PHI,14,43,3,0,0,0,0,0,0,0,4.30,2009
44,Naufahu Tahi,RB,7,MIN,PIT,0,0,0,0,4,3,13,0,0,0,4.30,2009
45,Bernard Scott,RB,7,CIN,CHI,6,17,3,0,1,1,14,0,0,0,4.10,2009
46,Michael Bush,RB,7,OAK,NYJ,8,25,3,0,1,1,6,0,0,0,4.10,2009
47,Jeremi Johnson,FB,7,CIN,CHI,0,0,0,0,2,2,16,0,0,0,3.60,2009
48,Tashard Choice,RB,7,DAL,ATL,0,0,0,0,1,1,23,0,0,0,3.30,2009
49,Brandon Jackson,RB,7,GB,CLE,9,31,3,0,0,0,0,0,0,0,3.10,2009
50,Chester Taylor,RB,7,MIN,PIT,3,14,5,0,3,1,7,0,0,0,3.10,2009
