Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Miles Austin,WR,7,DAL,ATL,8,6,75,171,2,59,21,29,0,0,0,1,0,38.10,2009
2,Chad Johnson,WR,7,CIN,CHI,11,10,91,118,2,19,11,12,0,0,0,0,0,36.80,2009
3,Wes Welker,WR,7,NE,TB,10,10,100,107,1,16,11,11,1,6,0,0,0,30.30,2009
4,Vincent Jackson,WR,7,LAC,KC,9,5,56,142,1,51,16,28,0,0,0,0,0,28.20,2009
5,DeSean Jackson,WR,7,PHI,WAS,4,2,50,69,1,57,17,35,1,67,1,1,0,27.60,2009
6,Sidney Rice,WR,7,MIN,PIT,13,10,77,136,0,34,11,14,0,0,0,0,0,26.60,2009
7,Devin Hester,WR,7,CHI,CIN,9,8,89,101,1,18,11,13,0,0,0,1,1,26.10,2009
8,Reggie Wayne,WR,7,IND,LAR,9,7,78,83,1,25,9,12,0,0,0,0,0,21.30,2009
9,Lee Evans,WR,7,BUF,CAR,9,5,56,75,1,50,8,15,0,0,0,0,0,18.50,2009
10,Marques Colston,WR,7,NO,MIA,12,5,42,72,1,25,6,14,0,0,0,0,0,18.20,2009
11,Mike Wallace,WR,7,PIT,MIN,4,3,75,72,1,40,18,24,2,19,0,0,0,18.10,2009
12,David Clowney,WR,7,NYJ,OAK,5,4,80,79,1,35,16,20,1,2,0,1,0,18.10,2009
13,Hakeem Nicks,WR,7,NYG,ARI,7,4,57,80,1,62,11,20,0,0,0,0,0,18.00,2009
14,Roddy White,WR,7,ATL,DAL,11,6,55,50,1,12,5,8,0,0,0,1,0,17.00,2009
15,Donald Driver,WR,7,GB,CLE,3,2,67,84,1,71,28,42,0,0,0,0,0,16.40,2009
16,Steve Smith,WR,7,CAR,BUF,11,6,55,99,0,48,9,17,0,0,0,0,0,15.90,2009
17,Patrick Crayton,WR,7,DAL,ATL,2,2,100,9,1,5,5,5,0,0,0,0,0,14.90,2009
18,Sam Aiken,WR,7,NE,TB,3,2,67,66,1,54,22,33,0,0,0,0,0,14.60,2009
19,Larry Fitzgerald,WR,7,ARI,NYG,13,6,46,83,0,27,6,14,0,0,0,0,0,14.30,2009
20,Percy Harvin,WR,7,MIN,PIT,10,3,30,42,0,28,4,14,1,7,0,0,0,13.90,2009
21,Austin Collie,WR,7,IND,LAR,6,4,67,36,1,17,6,9,0,0,0,0,0,13.60,2009
22,Devin Thomas,WR,7,WAS,PHI,4,3,75,45,1,22,11,15,0,0,0,0,0,13.50,2009
23,Santana Moss,WR,7,WAS,PHI,9,6,67,74,0,24,8,12,0,0,0,0,0,13.40,2009
24,Antonio Bryant,WR,7,TB,NE,10,2,20,51,1,33,5,26,0,0,0,0,0,13.10,2009
25,Brian Hartline,WR,7,MIA,NO,5,3,60,94,0,67,19,31,0,0,0,0,0,12.40,2009
26,Devery Henderson,WR,7,NO,MIA,6,4,67,71,0,37,12,18,1,13,0,0,0,12.40,2009
27,Randy Moss,WR,7,NE,TB,8,5,63,69,0,37,9,14,0,0,0,0,0,11.90,2009
28,Laveranues Coles,WR,7,CIN,CHI,4,2,50,37,1,29,9,19,0,0,0,0,0,11.70,2009
29,Eric Weems,WR,7,ATL,DAL,2,2,100,33,1,30,17,17,0,0,0,0,0,11.30,2009
30,Steve Smith,WR,7,NYG,ARI,10,4,40,69,0,34,7,17,0,0,0,0,0,10.90,2009
31,Josh Morgan,WR,7,SF,HOU,4,4,100,62,0,23,16,16,1,6,0,0,0,10.80,2009
32,Chris Henry,WR,7,CIN,CHI,3,2,67,26,1,17,9,13,0,0,0,0,0,10.60,2009
33,Bobby Wade,WR,7,KC,LAC,8,4,50,66,0,24,8,17,0,0,0,0,0,10.60,2009
34,Michael Crabtree,WR,7,SF,HOU,6,5,83,56,0,18,9,11,0,0,0,0,0,10.60,2009
35,Anquan Boldin,WR,7,ARI,NYG,7,3,43,75,0,44,11,25,0,0,0,0,0,10.50,2009
36,Greg Camarillo,WR,7,MIA,NO,6,5,83,55,0,24,9,11,0,0,0,0,0,10.50,2009
37,Jeremy Maclin,WR,7,PHI,WAS,8,5,63,53,0,20,7,11,0,0,0,0,0,10.30,2009
38,Greg Jennings,WR,7,GB,CLE,8,5,63,52,0,18,7,10,0,0,0,0,0,10.20,2009
39,Louis Murphy,WR,7,OAK,NYJ,10,4,40,58,0,28,6,15,0,0,0,0,0,9.80,2009
40,Sammie Stroughter,WR,7,TB,NE,8,3,38,63,0,35,8,21,0,0,0,0,0,9.30,2009
41,Dwayne Bowe,WR,7,KC,LAC,5,2,40,11,1,7,2,6,0,0,0,0,0,9.10,2009
42,Malcom Floyd,WR,7,LAC,KC,3,2,67,9,1,6,3,5,0,0,0,0,0,8.90,2009
43,Danny Amendola,WR,7,LAR,IND,5,5,100,39,0,14,8,8,0,0,0,0,0,8.90,2009
44,Earl Bennett,WR,7,CHI,CIN,6,4,67,48,0,26,8,12,0,0,0,0,0,8.80,2009
45,Mario Manningham,WR,7,NYG,ARI,8,4,50,47,0,20,6,12,0,0,0,0,0,8.70,2009
46,Andre Johnson,WR,7,HOU,SF,4,2,50,62,0,44,16,31,0,0,0,0,0,8.20,2009
47,Johnny Knox,WR,7,CHI,CIN,6,4,67,42,0,16,7,11,0,0,0,0,0,8.20,2009
48,Santonio Holmes,WR,7,PIT,MIN,7,2,29,59,0,45,8,30,1,1,0,0,0,8.00,2009
49,Antwaan Randle El,WR,7,WAS,PHI,8,5,63,39,0,17,5,8,0,0,0,1,1,7.90,2009
50,Donnie Avery,WR,7,LAR,IND,4,2,50,58,0,50,15,29,0,0,0,0,0,7.80,2009
