Player,Position,Team,Opponent,Points
Tom Brady,QB,NE,TB,25.82
Philip Rivers,QB,LAC,KC,24.52
Drew Brees,QB,NO,MIA,24.22
Aaron Rodgers,QB,GB,CLE,24.14
Peyton Manning,QB,IND,LAR,21.30
Alex Smith,QB,SF,HOU,20.84
Matt Schaub,QB,HOU,SF,19.46
Jason Campbell,QB,WAS,PHI,18.16
Mark Sanchez,QB,NYJ,OAK,16.12
Brett Favre,QB,MIN,PIT,14.26
Matt Ryan,QB,ATL,DAL,13.52
Jake Delhomme,QB,CAR,BUF,13.00
Kurt Warner,QB,ARI,NYG,11.94
Jay Cutler,QB,CHI,CIN,11.44
Ben Roethlisberger,QB,PIT,MIN,11.20
Eli Manning,QB,NYG,ARI,10.62
Ryan Fitzpatrick,QB,BUF,CAR,9.92
Donovan McNabb,QB,PHI,WAS,9.74
Josh Johnson,QB,TB,NE,7.94
Matt Cassel,QB,KC,LAC,7.28
Chad Henne,QB,MIA,NO,6.44
Bruce Gradkowski,QB,OAK,NYJ,5.38
Marc Bulger,QB,LAR,IND,3.60
Derek Anderson,QB,CLE,GB,3.26
Shaun Hill,QB,SF,HOU,2.00
Brian Hoyer,QB,NE,TB,1.70
Josh Freeman,QB,TB,NE,1.14
Michael Vick,QB,PHI,WAS,1.10
JT OSullivan,QB,CIN,CHI,0.90
Matt Flynn,QB,GB,CLE,0.48
Caleb Hanie,QB,CHI,CIN,0.12
Matt Gutierrez,QB,KC,LAC,0.12
Mark Brunell,QB,NO,MIA,0.00
Jim Sorgi,QB,IND,LAR,0.00
Kellen Clemens,QB,NYJ,OAK,-0.10
Billy Volek,QB,LAC,KC,-0.30
Pat White,QB,MIA,NO,-0.30
JaMarcus Russell,QB,OAK,NYJ,-0.56
Wes Welker,WR,NE,TB,30.30
Vincent Jackson,WR,LAC,KC,28.20
DeSean Jackson,WR,PHI,WAS,27.60
Sidney Rice,WR,MIN,PIT,26.60
Devin Hester,WR,CHI,CIN,26.10
Reggie Wayne,WR,IND,LAR,21.30
Lee Evans,WR,BUF,CAR,18.50
Marques Colston,WR,NO,MIA,18.20
Mike Wallace,WR,PIT,MIN,18.10
David Clowney,WR,NYJ,OAK,18.10
Hakeem Nicks,WR,NYG,ARI,18.00
Roddy White,WR,ATL,DAL,17.00
Donald Driver,WR,GB,CLE,16.40
Steve Smith,WR,CAR,BUF,15.90
Patrick Crayton,WR,DAL,ATL,14.90
Sam Aiken,WR,NE,TB,14.60
Larry Fitzgerald,WR,ARI,NYG,14.30
Percy Harvin,WR,MIN,PIT,13.90
Austin Collie,WR,IND,LAR,13.60
Devin Thomas,WR,WAS,PHI,13.50
Santana Moss,WR,WAS,PHI,13.40
Antonio Bryant,WR,TB,NE,13.10
Brian Hartline,WR,MIA,NO,12.40
Devery Henderson,WR,NO,MIA,12.40
Randy Moss,WR,NE,TB,11.90
Laveranues Coles,WR,CIN,CHI,11.70
Eric Weems,WR,ATL,DAL,11.30
Steve Smith,WR,NYG,ARI,10.90
Josh Morgan,WR,SF,HOU,10.80
Chris Henry,WR,CIN,CHI,10.60
Bobby Wade,WR,KC,LAC,10.60
Michael Crabtree,WR,SF,HOU,10.60
Anquan Boldin,WR,ARI,NYG,10.50
Greg Camarillo,WR,MIA,NO,10.50
Jeremy Maclin,WR,PHI,WAS,10.30
Greg Jennings,WR,GB,CLE,10.20
Louis Murphy,WR,OAK,NYJ,9.80
Sammie Stroughter,WR,TB,NE,9.30
Dwayne Bowe,WR,KC,LAC,9.10
Malcom Floyd,WR,LAC,KC,8.90
Danny Amendola,WR,LAR,IND,8.90
Earl Bennett,WR,CHI,CIN,8.80
Mario Manningham,WR,NYG,ARI,8.70
Andre Johnson,WR,HOU,SF,8.20
Johnny Knox,WR,CHI,CIN,8.20
Santonio Holmes,WR,PIT,MIN,8.00
Antwaan Randle El,WR,WAS,PHI,7.90
Donnie Avery,WR,LAR,IND,7.80
Fred Davis,TE,WAS,PHI,21.80
Jeremy Shockey,TE,NO,MIA,17.50
Spencer Havner,TE,GB,CLE,13.90
Dallas Clark,TE,IND,LAR,13.40
Gary Barnidge,TE,CAR,BUF,10.70
Benjamin Watson,TE,NE,TB,10.50
Antonio Gates,TE,LAC,KC,10.50
Jason Witten,TE,DAL,ATL,10.30
Heath Miller,TE,PIT,MIN,9.80
Tony Gonzalez,TE,ATL,DAL,7.70
JP Foschi,TE,CIN,CHI,7.30
Donald Lee,TE,GB,CLE,6.90
Gijon Robinson,TE,IND,LAR,6.80
Visanthe Shiancoe,TE,MIN,PIT,6.70
Kevin Boss,TE,NYG,ARI,6.50
Dante Rosario,TE,CAR,BUF,6.50
Greg Olsen,TE,CHI,CIN,6.40
Martellus Bennett,TE,DAL,ATL,6.20
Chris Baker,TE,NE,TB,5.60
Jeff King,TE,CAR,BUF,5.30
Anthony Fasano,TE,MIA,NO,5.10
Michael Gaines,TE,CLE,GB,5.00
Desmond Clark,TE,CHI,CIN,4.40
Chris Cooley,TE,WAS,PHI,4.10
Brent Celek,TE,PHI,WAS,3.80
Dustin Keller,TE,NYJ,OAK,3.60
Zach Miller,TE,OAK,NYJ,3.50
Ben Patrick,TE,ARI,NYG,3.40
Greg Estandia,TE,CLE,GB,3.00
Tony Stewart,TE,OAK,NYJ,2.90
Kellen Winslow,TE,TB,NE,2.90
Randy McMichael,TE,LAR,IND,2.90
Jermichael Finley,TE,GB,CLE,2.60
Mike Sellers,TE,WAS,PHI,2.60
Anthony Becht,TE,ARI,NYG,1.80
Daniel Fells,TE,LAR,IND,1.70
David Johnson,TE,PIT,MIN,1.40
Jimmy Kleinsasser,TE,MIN,PIT,1.40
Delanie Walker,TE,SF,HOU,1.20
David Thomas,TE,NO,MIA,0.90
Billy Bajema,TE,LAR,IND,0.00
John Gilmore,TE,TB,NE,0.00
Daniel Coats,TE,CIN,CHI,0.00
Keith Zinger,TE,ATL,DAL,0.00
James Casey,TE,HOU,SF,0.00
Sean Ryan,TE,KC,LAC,0.00
Darnell Dinkins,TE,NO,MIA,0.00
Darcy Johnson,TE,NYG,ARI,0.00
Cedric Benson,RB,CIN,CHI,27.90
Ryan Grant,RB,GB,CLE,25.10
DeAngelo Williams,RB,CAR,BUF,24.90
Steve Slaton,RB,HOU,SF,23.90
Adrian Peterson,RB,MIN,PIT,22.90
Thomas Jones,RB,NYJ,OAK,22.40
Darren Sproles,RB,LAC,KC,18.90
Steven Jackson,RB,LAR,IND,17.30
Brandon Jacobs,RB,NYG,ARI,16.70
Chris Wells,RB,ARI,NYG,16.70
Joseph Addai,RB,IND,LAR,13.70
Justin Fargas,RB,OAK,NYJ,12.00
Marshawn Lynch,RB,BUF,CAR,11.70
LeSean McCoy,RB,PHI,WAS,11.70
Reggie Bush,RB,NO,MIA,11.60
Michael Turner,RB,ATL,DAL,11.00
Ronnie Brown,RB,MIA,NO,10.80
Chad Simpson,RB,IND,LAR,10.70
Laurence Maroney,RB,NE,TB,10.30
LaDainian Tomlinson,RB,LAC,KC,9.30
Tim Hightower,RB,ARI,NYG,9.00
Matt Forte,RB,CHI,CIN,8.90
Jason Snelling,RB,ATL,DAL,8.80
Jonathan Stewart,RB,CAR,BUF,8.50
Cadillac Williams,RB,TB,NE,8.20
Mike Bell,RB,NO,MIA,8.00
Jason Wright,RB,ARI,NYG,7.60
Jerome Harrison,RB,CLE,GB,7.00
Rashard Mendenhall,RB,PIT,MIN,6.80
Frank Gore,RB,SF,HOU,6.70
Larry Johnson,RB,KC,LAC,6.60
Derrick Ward,RB,TB,NE,6.10
Donald Brown,RB,IND,LAR,5.80
Marion Barber,RB,DAL,ATL,5.80
Pierre Thomas,RB,NO,MIA,5.40
Felix Jones,RB,DAL,ATL,5.30
Ladell Betts,RB,WAS,PHI,5.10
Jamal Lewis,RB,CLE,GB,4.70
Jamaal Charles,RB,KC,LAC,4.40
Kevin Faulk,RB,NE,TB,4.40
Clinton Portis,RB,WAS,PHI,4.30
Naufahu Tahi,RB,MIN,PIT,4.30
Bernard Scott,RB,CIN,CHI,4.10
Michael Bush,RB,OAK,NYJ,4.10
Jeremi Johnson,FB,CIN,CHI,3.60
Tashard Choice,RB,DAL,ATL,3.30
Brandon Jackson,RB,GB,CLE,3.10
Chester Taylor,RB,MIN,PIT,3.10
John Carney,K,NO,MIA,0.00
Dan Carpenter,K,MIA,NO,0.00
