Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Nate Kaeding,K,7,LAC,KC,3,4,75,39,4,4,0.00,2009
2,Nick Folk,K,7,DAL,ATL,3,3,100,46,4,4,0.00,2009
3,Dan Carpenter,K,7,MIA,NO,2,2,100,33,4,4,0.00,2009
4,John Carney,K,7,NO,MIA,2,3,67,46,4,4,0.00,2009
5,Shayne Graham,K,7,CIN,CHI,1,1,100,29,6,6,0.00,2009
6,Jeff Reed,K,7,PIT,MIN,2,2,100,39,3,3,0.00,2009
7,David Akers,K,7,PHI,WAS,2,2,100,47,3,3,0.00,2009
8,Rian Lindell,K,7,BUF,CAR,2,2,100,29,2,2,0.00,2009
9,Jay Feely,K,7,NYJ,OAK,1,2,50,39,5,5,0.00,2009
10,Mason Crosby,K,7,GB,CLE,1,2,50,18,4,4,0.00,2009
11,Thomas Howard,K,7,OAK,NYJ,0,0,0,0,0,0,0.00,2009
12,Kris Brown,K,7,HOU,SF,1,1,100,50,3,3,0.00,2009
13,Josh Brown,K,7,LAR,IND,2,2,100,45,0,0,0.00,2009
14,Matt Stover,K,7,IND,LAR,0,0,0,0,6,6,0.00,2009
15,Neil Rackers,K,7,ARI,NYG,1,1,100,30,3,3,0.00,2009
16,Ryan Longwell,K,7,MIN,PIT,1,1,100,18,2,2,0.00,2009
17,Stephen Gostkowski,K,7,NE,TB,0,0,0,0,5,5,0.00,2009
18,Lawrence Tynes,K,7,NYG,ARI,1,1,100,20,2,2,0.00,2009
19,Shaun Suisham,K,7,WAS,PHI,1,1,100,47,2,2,0.00,2009
20,Robbie Gould,K,7,CHI,CIN,1,1,100,22,1,1,0.00,2009
21,Billy Cundiff,K,7,CLE,GB,1,1,100,22,0,0,0.00,2009
22,Joe Nedney,K,7,SF,HOU,0,0,0,0,3,3,0.00,2009
23,Jason Elam,K,7,ATL,DAL,0,0,0,0,3,3,0.00,2009
24,Ryan Succop,K,7,KC,LAC,0,1,0,0,1,1,0.00,2009
25,Shane Andrus,K,7,TB,NE,0,0,0,0,1,1,0.00,2009
26,John Kasay,K,7,CAR,BUF,0,2,0,0,1,1,0.00,2009
27,Rhys Lloyd,K,7,CAR,BUF,0,0,0,0,0,0,0.00,2009
28,Sebastian Janikowski,K,7,OAK,NYJ,0,0,0,0,0,0,0.00,2009
29,David Buehler,K,7,DAL,ATL,0,0,0,0,0,0,0.00,2009
