,Player,Position,Team,Opponent,Points,PlayerID
0,Tom Brady,QB,NE,TB,25.82,00-0019596
1,Philip Rivers,QB,LAC,KC,24.52,00-0022942
2,Drew Brees,QB,NO,MIA,24.22,00-0020531
3,Aaron Rodgers,QB,GB,CLE,24.14,00-0023459
4,Peyton Manning,QB,IND,LAR,21.3,00-0010346
5,Alex Smith,QB,SF,HOU,20.84,00-0023436
6,Matt Schaub,QB,HOU,SF,19.46,00-0022787
7,Jason Campbell,QB,WAS,PHI,18.16,00-0023460
8,Mark Sanchez,QB,NYJ,OAK,16.12,00-0026898
9,Brett Favre,QB,MIN,PIT,14.26,00-0005106
10,Matt Ryan,QB,ATL,DAL,13.52,00-0026143
11,Jake Delhomme,QB,CAR,BUF,13.0,00-0004161
12,Kurt Warner,QB,ARI,NYG,11.94,00-0017200
13,Jay Cutler,QB,CHI,CIN,11.44,00-0024226
14,Ben Roethlisberger,QB,PIT,MIN,11.2,00-0022924
15,Eli Manning,QB,NYG,ARI,10.62,00-0022803
16,Ryan Fitzpatrick,QB,BUF,CAR,9.92,00-0023682
17,Donovan McNabb,QB,PHI,WAS,9.74,00-0011022
18,Josh Johnson,QB,TB,NE,7.94,
19,Matt Cassel,QB,KC,LAC,7.28,00-0023662
20,Chad Henne,QB,MIA,NO,6.44,00-0026197
21,Bruce Gradkowski,QB,OAK,NYJ,5.38,00-0024408
22,Marc Bulger,QB,LA,IND,3.6,00-0019599
23,Derek Anderson,QB,CLE,GB,3.26,00-0023645
24,Shaun Hill,QB,SF,HOU,2.0,00-0020679
25,Brian Hoyer,QB,NE,TB,1.7,00-0026625
26,Josh Freeman,QB,TB,NE,1.14,00-0026993
27,Michael Vick,QB,PHI,WAS,1.1,
28,JT OSullivan,QB,CIN,CHI,0.9,
29,Matt Flynn,QB,GB,CLE,0.48,00-0026349
30,Caleb Hanie,QB,CHI,CIN,0.12,00-0025970
31,Matt Gutierrez,QB,KC,LAC,0.12,00-0024824
32,Mark Brunell,QB,NO,MIA,0.0,00-0002110
33,Jim Sorgi,QB,IND,LAR,0.0,00-0022744
34,Kellen Clemens,QB,NYJ,OAK,-0.1,00-0024264
35,Billy Volek,QB,LAC,KC,-0.3,00-0019041
36,Pat White,QB,MIA,NO,-0.3,00-0027020
37,JaMarcus Russell,QB,OAK,NYJ,-0.56,00-0025388
38,Wes Welker,WR,NE,TB,30.3,00-0022427
39,Vincent Jackson,WR,LAC,KC,28.2,00-0023496
40,DeSean Jackson,WR,PHI,WAS,27.6,00-0026189
41,Sidney Rice,WR,MIN,PIT,26.6,00-0025431
42,Devin Hester,WR,CHI,CIN,26.1,00-0024272
43,Reggie Wayne,WR,IND,LAR,21.3,00-0020498
44,Lee Evans,WR,BUF,CAR,18.5,00-0022910
45,Marques Colston,WR,NO,MIA,18.2,00-0024466
46,Mike Wallace,WR,PIT,MIN,18.1,00-0026901
47,David Clowney,WR,NYJ,OAK,18.1,00-0025544
48,Hakeem Nicks,WR,NYG,ARI,18.0,00-0027005
49,Roddy White,WR,ATL,DAL,17.0,00-0023462
50,Donald Driver,WR,GB,CLE,16.4,00-0004541
51,Steve Smith,WR,CAR,BUF,15.9,
52,Patrick Crayton,WR,DAL,ATL,14.9,00-0022766
53,Sam Aiken,WR,NE,TB,14.6,00-0021915
54,Larry Fitzgerald,WR,ARI,NYG,14.3,00-0022921
55,Percy Harvin,WR,MIN,PIT,13.9,00-0026998
56,Austin Collie,WR,IND,LAR,13.6,00-0027092
57,Devin Thomas,WR,WAS,PHI,13.5,00-0026174
58,Santana Moss,WR,WAS,PHI,13.4,00-0020494
59,Antonio Bryant,WR,TB,NE,13.1,00-0021191
60,Brian Hartline,WR,MIA,NO,12.4,00-0027077
61,Devery Henderson,WR,NO,MIA,12.4,00-0022929
62,Randy Moss,WR,NE,TB,11.9,00-0011754
63,Laveranues Coles,WR,CIN,CHI,11.7,00-0018958
64,Eric Weems,WR,ATL,DAL,11.3,00-0024535
65,Steve Smith,WR,NYG,ARI,10.9,
66,Josh Morgan,WR,SF,HOU,10.8,00-0026314
67,Chris Henry,WR,CIN,CHI,10.6,
68,Bobby Wade,WR,KC,LAC,10.6,00-0022144
69,Michael Crabtree,WR,SF,HOU,10.6,00-0026986
70,Anquan Boldin,WR,ARI,NYG,10.5,00-0022084
71,Greg Camarillo,WR,MIA,NO,10.5,00-0023408
72,Jeremy Maclin,WR,PHI,WAS,10.3,00-0026995
73,Greg Jennings,WR,GB,CLE,10.2,00-0024267
74,Louis Murphy,WR,OAK,NYJ,9.8,00-0027089
