Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Josh McCown,QB,14,CHI,DAL,27,36,75,348,10,4,0,142,3,16,5,1,42.52,2013
2,Andrew Luck,QB,14,IND,CIN,29,46,63,326,7,4,0,113,2,32,16,0,35.24,2013
3,Peyton Manning,QB,14,DEN,TEN,39,59,66,397,7,4,0,108,3,-1,0,0,34.78,2013
4,Jason Campbell,QB,14,CLE,NE,29,44,66,391,9,3,0,117,2,27,14,0,33.34,2013
5,Drew Brees,QB,14,NO,CAR,30,42,71,313,8,4,0,124,3,3,1,0,31.82,2013
6,Andy Dalton,QB,14,CIN,IND,24,35,69,275,8,3,0,121,5,11,2,1,30.10,2013
7,Ben Roethlisberger,QB,14,PIT,MIA,23,39,59,349,9,3,0,114,1,8,8,0,29.26,2013
8,Tom Brady,QB,14,NE,CLE,32,52,62,418,8,2,1,92,2,1,1,0,27.82,2013
9,Ryan Tannehill,QB,14,MIA,PIT,20,33,61,200,6,3,1,96,3,56,19,0,24.60,2013
10,Joe Flacco,QB,14,BAL,MIN,28,50,56,245,5,3,3,64,1,22,22,0,23.00,2013
11,Geno Smith,QB,14,NYJ,OAK,16,25,64,219,9,1,1,89,5,50,10,1,22.76,2013
12,Philip Rivers,QB,14,LAC,NYG,21,28,75,249,9,3,0,137,0,0,0,0,20.96,2013
13,Nick Foles,QB,14,PHI,DET,11,22,50,179,8,1,1,74,6,23,4,1,20.46,2013
14,Matt Cassel,QB,14,MIN,BAL,17,38,45,265,7,2,0,86,2,6,3,0,19.20,2013
15,Matt McGloin,QB,14,OAK,NYJ,18,31,58,245,8,2,1,91,2,20,10,0,18.80,2013
16,Tony Romo,QB,14,DAL,CHI,11,20,55,104,5,3,0,109,1,-1,-1,0,16.06,2013
17,Chad Henne,QB,14,JAX,HOU,12,27,44,117,4,2,0,82,4,33,8,0,15.98,2013
18,Cam Newton,QB,14,CAR,NO,22,34,65,160,5,1,0,85,6,48,8,0,15.20,2013
19,Matt Flynn,QB,14,GB,ATL,24,32,75,258,8,1,1,96,6,28,5,0,15.12,2013
20,Carson Palmer,QB,14,ARI,LAR,27,32,84,269,8,1,0,112,1,-1,-1,0,14.66,2013
21,Matt Ryan,QB,14,ATL,GB,20,35,57,206,6,2,1,81,0,0,0,0,14.24,2013
22,Alex Smith,QB,14,KC,WAS,14,20,70,137,7,2,0,122,2,7,4,0,14.18,2013
23,Colin Kaepernick,QB,14,SF,SEA,15,29,52,175,6,1,1,67,9,31,3,0,13.10,2013
24,Robert Griffin III,QB,14,WAS,KC,12,26,46,164,6,1,1,64,4,29,7,0,12.46,2013
25,Eli Manning,QB,14,NYG,LAC,20,32,63,259,8,1,2,72,0,0,0,0,12.36,2013
26,Matt Schaub,QB,14,HOU,JAX,17,29,59,198,7,1,1,77,1,7,7,0,11.62,2013
27,Russell Wilson,QB,14,SEA,SF,15,25,60,199,8,1,1,82,1,2,2,0,11.16,2013
28,Case Keenum,QB,14,HOU,JAX,16,29,55,159,6,1,1,68,1,13,13,0,10.66,2013
29,Ryan Fitzpatrick,QB,14,TEN,DEN,13,24,54,172,7,1,1,74,1,4,4,0,10.28,2013
30,Mike Glennon,QB,14,TB,BUF,9,25,36,90,4,2,2,40,1,0,0,0,9.60,2013
31,Matthew Stafford,QB,14,DET,PHI,10,25,40,151,6,0,0,61,6,-1,0,0,6.94,2013
32,EJ Manuel,QB,14,BUF,TB,18,33,55,184,6,0,4,31,5,29,6,0,6.26,2013
33,Kellen Clemens,QB,14,LAR,ARI,16,27,59,181,7,0,2,49,2,10,5,0,6.24,2013
34,Kirk Cousins,QB,14,WAS,KC,7,16,44,59,4,0,0,54,0,0,0,0,2.36,2013
35,Kyle Orton,QB,14,DAL,CHI,3,5,60,40,8,0,0,85,0,0,0,0,1.60,2013
36,Joe Webb,QB,14,MIN,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
37,Luke McCown,QB,14,NO,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
38,Charlie Whitehurst,QB,14,LAC,NYG,0,0,0,0,0,0,0,0,3,-2,-1,0,-0.20,2013
39,Chase Daniel,QB,14,KC,WAS,1,3,33,17,6,0,1,14,3,-3,-1,0,-0.62,2013
