Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Matt Prater,K,14,DEN,TEN,3,3,100,64,6,6,0.00,2013
2,Nick Folk,K,14,NYJ,OAK,3,3,100,51,4,4,0.00,2013
3,Phil Dawson,K,14,SF,SEA,4,4,100,52,1,1,0.00,2013
4,Nick Novak,K,14,LAC,NYG,3,3,100,43,4,4,0.00,2013
5,Robbie Gould,K,14,CHI,DAL,3,3,100,34,4,4,0.00,2013
6,Rian Lindell,K,14,TB,BUF,2,2,100,53,3,3,0.00,2013
7,Mason Crosby,K,14,GB,ATL,3,3,100,40,1,1,0.00,2013
8,Caleb Sturgis,K,14,MIA,PIT,2,3,67,30,4,4,0.00,2013
9,Josh Scobee,K,14,JAX,HOU,2,2,100,40,3,3,0.00,2013
10,Ryan Succop,K,14,KC,WAS,1,2,50,33,6,6,0.00,2013
11,Sebastian Janikowski,K,14,OAK,NYJ,2,3,67,41,3,3,0.00,2013
12,Randy Bullock,K,14,HOU,JAX,2,2,100,34,2,2,0.00,2013
13,Billy Cundiff,K,14,CLE,NE,2,3,67,43,2,2,0.00,2013
14,Blair Walsh,K,14,MIN,BAL,2,2,100,40,2,2,0.00,2013
15,Stephen Gostkowski,K,14,NE,CLE,2,2,100,50,1,1,0.00,2013
16,Graham Gano,K,14,CAR,NO,2,3,67,45,1,1,0.00,2013
17,Garrett Hartley,K,14,NO,CAR,1,1,100,19,4,4,0.00,2013
18,Mike Nugent,K,14,CIN,IND,0,0,0,0,6,6,0.00,2013
19,Dan Carpenter,K,14,BUF,TB,2,2,100,46,0,0,0.00,2013
20,Steven Hauschka,K,14,SEA,SF,1,1,100,31,2,2,0.00,2013
21,Shaun Suisham,K,14,PIT,MIA,0,0,0,0,4,4,0.00,2013
22,Adam Vinatieri,K,14,IND,CIN,0,1,0,0,4,4,0.00,2013
23,Kai Forbath,K,14,WAS,KC,1,1,100,50,1,1,0.00,2013
24,Rob Bironas,K,14,TEN,DEN,0,0,0,0,4,4,0.00,2013
25,Jay Feely,K,14,ARI,LAR,0,2,0,0,4,4,0.00,2013
26,Greg Zuerlein,K,14,LAR,ARI,1,1,100,44,1,1,0.00,2013
27,Dan Bailey,K,14,DAL,CHI,0,0,0,0,4,4,0.00,2013
28,Justin Tucker,K,14,BAL,MIN,0,0,0,0,3,3,0.00,2013
29,Matt Bryant,K,14,ATL,GB,0,1,0,0,3,3,0.00,2013
30,Josh Brown,K,14,NYG,LAC,0,0,0,0,2,2,0.00,2013
31,David Akers,K,14,DET,PHI,0,0,0,0,0,0,0.00,2013
32,Alex Henery,K,14,PHI,DET,0,0,0,0,0,0,0.00,2013
