,Player,Position,Team,Opponent,Points,PlayerID
0,Peyton Manning,QB,DEN,TEN,34.78,00-0010346
1,Jason Campbell,QB,CLE,NE,33.34,00-0023460
2,Drew Brees,QB,NO,CAR,31.82,00-0020531
3,Andy Dalton,QB,CIN,IND,30.1,00-0027973
4,Ben Roethlisberger,QB,PIT,MIA,29.26,00-0022924
5,Tom Brady,QB,NE,CLE,27.82,00-0019596
6,Ryan Tannehill,QB,MIA,PIT,24.6,00-0029701
7,Joe Flacco,QB,BAL,MIN,23.0,00-0026158
8,Geno Smith,QB,NYJ,OAK,22.76,00-0030565
9,Philip Rivers,QB,LAC,NYG,20.96,00-0022942
10,Nick Foles,QB,PHI,DET,20.46,00-0029567
11,Matt Cassel,QB,MIN,BAL,19.2,00-0023662
12,Matt McGloin,QB,OAK,NYJ,18.8,00-0030419
13,Tony Romo,QB,DAL,CHI,16.06,00-0021678
14,Chad Henne,QB,JAX,HOU,15.98,00-0026197
15,Cam Newton,QB,CAR,NO,15.2,00-0027939
16,Matt Flynn,QB,GB,ATL,15.12,00-0026349
17,Carson Palmer,QB,ARI,LAR,14.66,00-0021429
18,Matt Ryan,QB,ATL,GB,14.24,00-0026143
19,Alex Smith,QB,KC,WAS,14.18,00-0023436
20,Colin Kaepernick,QB,SF,SEA,13.1,00-0027974
21,Robert Griffin III,QB,WAS,KC,12.46,00-0029532
22,Eli Manning,QB,NYG,LAC,12.36,00-0022803
23,Matt Schaub,QB,HOU,JAX,11.62,00-0022787
24,Russell Wilson,QB,SEA,SF,11.16,00-0029263
25,Case Keenum,QB,HOU,JAX,10.66,00-0028986
26,Ryan Fitzpatrick,QB,TEN,DEN,10.28,00-0023682
27,Mike Glennon,QB,TB,BUF,9.6,00-0030520
28,Matthew Stafford,QB,DET,PHI,6.94,00-0026498
29,EJ Manuel,QB,BUF,TB,6.26,00-0030526
30,Kellen Clemens,QB,LA,ARI,6.24,00-0024264
31,Kirk Cousins,QB,WAS,KC,2.36,00-0029604
32,Kyle Orton,QB,DAL,CHI,1.6,00-0023541
33,Joe Webb,QB,MIN,BAL,0.0,00-0027796
34,Luke McCown,QB,NO,CAR,0.0,00-0022864
35,Charlie Whitehurst,QB,LAC,NYG,-0.2,00-0024296
36,Chase Daniel,QB,KC,WAS,-0.62,00-0026544
37,Da'Rick Rogers,WR,IND,CIN,31.7,00-0030043
38,Andre Johnson,WR,HOU,JAX,31.4,00-0022044
39,Rod Streater,WR,OAK,NYJ,29.0,00-0029129
40,Cordarrelle Patterson,WR,MIN,BAL,28.7,00-0030578
41,Eric Decker,WR,DEN,TEN,28.7,00-0027690
42,Antonio Brown,WR,PIT,MIA,27.8,00-0027793
43,Larry Fitzgerald,WR,ARI,LAR,27.6,00-0022921
44,Justin Hunter,WR,TEN,DEN,24.4,00-0030521
45,Marlon Brown,WR,BAL,MIN,22.2,00-0030400
46,Demaryius Thomas,WR,DEN,TEN,21.8,00-0027874
47,Hakeem Nicks,WR,NYG,LAC,21.5,00-0027005
48,Brandon Marshall,WR,CHI,DAL,21.0,00-0024334
49,Keenan Allen,WR,LAC,NYG,20.9,00-0030279
50,Julian Edelman,WR,NE,CLE,20.4,00-0027150
51,LaVon Brazill,WR,IND,CIN,20.3,00-0029548
52,AJ Green,WR,CIN,IND,19.2,00-0027942
53,Alshon Jeffery,WR,CHI,DAL,18.7,00-0029137
54,Wes Welker,WR,DEN,TEN,17.1,00-0022427
55,Dwayne Bowe,WR,KC,WAS,17.0,00-0025410
56,Steve Smith,WR,CAR,NO,16.9,
57,Jerricho Cotchery,WR,PIT,MIA,16.7,00-0022811
58,Emmanuel Sanders,WR,PIT,MIA,16.5,00-0027685
59,Brian Hartline,WR,MIA,PIT,16.1,00-0027077
60,Vincent Jackson,WR,TB,BUF,16.0,00-0023496
61,Roddy White,WR,ATL,GB,15.4,00-0023462
62,Anquan Boldin,WR,SF,SEA,15.3,00-0022084
63,DeSean Jackson,WR,PHI,DET,14.9,00-0026189
64,Jerome Simpson,WR,MIN,BAL,14.8,00-0026186
65,Marvin Jones,WR,CIN,IND,14.7,00-0029293
66,Jeremy Kerley,WR,NYJ,OAK,14.4,00-0028091
67,Danny Amendola,WR,NE,CLE,13.6,00-0026035
68,Jacoby Jones,WR,BAL,MIN,13.3,00-0025460
69,Keshawn Martin,WR,HOU,JAX,12.8,00-0029415
70,Jordy Nelson,WR,GB,ATL,12.5,00-0026176
71,Golden Tate,WR,SEA,SF,12.5,00-0027891
72,Riley Cooper,WR,PHI,DET,12.4,00-0027758
73,Jeremy Ross,WR,DET,PHI,12.0,00-0028249
74,Steve Johnson,WR,BUF,TB,11.7,00-0026364
75,Aldrick Robinson,WR,WAS,KC,10.7,00-0028116
76,Drew Davis,WR,ATL,GB,10.6,00-0028307
77,DeAndre Hopkins,WR,HOU,JAX,10.6,00-0030564
78,Ace Sanders,WR,JAX,HOU,10.44,00-0030550
79,Greg Jennings,WR,MIN,BAL,10.3,00-0024267
80,Cole Beasley,WR,DAL,CHI,10.0,00-0029000
81,Earl Bennett,WR,CHI,DAL,9.8,00-0026210
82,Cecil Shorts,WR,JAX,HOU,9.3,00-0028052
83,Andre Holmes,WR,OAK,NYJ,9.3,00-0028263
84,Dez Bryant,WR,DAL,CHI,9.2,00-0027902
85,Jimmy Graham,TE,NO,CAR,23.8,00-0027696
86,Garrett Graham,TE,HOU,JAX,21.3,00-0027718
87,Andrew Quarless,TE,GB,ATL,18.6,00-0027753
88,Dennis Pitta,TE,BAL,MIN,16.8,00-0027714
89,Luke Willson,TE,SEA,SF,16.0,00-0030089
90,Jermaine Gresham,TE,CIN,IND,15.1,00-0027873
91,Julius Thomas,TE,DEN,TEN,14.5,00-0028067
92,Mychal Rivera,TE,OAK,NYJ,13.1,00-0030514
93,Gary Barnidge,TE,CLE,NE,12.9,00-0026281
94,Brandon Myers,TE,NYG,LAC,12.6,00-0027135
95,Logan Paulsen,TE,WAS,KC,12.4,00-0027215
96,Marcedes Lewis,TE,JAX,HOU,12.2,00-0024243
97,Greg Olsen,TE,CAR,NO,12.0,00-0025418
98,Tony Gonzalez,TE,ATL,GB,11.5,00-0006101
99,Tim Wright,TE,TB,BUF,10.1,
100,Vernon Davis,TE,SF,SEA,10.1,00-0024221
101,Martellus Bennett,TE,CHI,DAL,9.3,00-0026201
102,Kellen Winslow,TE,NYJ,OAK,9.1,00-0022922
103,Antonio Gates,TE,LAC,NYG,9.0,00-0021547
104,Ed Dickson,TE,BAL,MIN,8.8,00-0027675
105,Jacob Tamme,TE,DEN,TEN,8.7,00-0026267
106,Heath Miller,TE,PIT,MIA,8.6,00-0023465
107,Coby Fleener,TE,IND,CIN,8.1,00-0029697
108,Jason Witten,TE,DAL,CHI,8.0,00-0022127
109,Jared Cook,TE,LA,ARI,7.9,00-0027061
110,Rob Housler,TE,ARI,LAR,7.2,00-0028007
111,Rob Gronkowski,TE,NE,CLE,5.2,00-0027656
112,Gavin Escobar,TE,DAL,CHI,5.2,00-0030544
113,Jim Dray,TE,ARI,LAR,5.2,00-0027825
114,Tyler Eifert,TE,CIN,IND,5.0,00-0030549
115,Brent Celek,TE,PHI,DET,4.9,00-0025549
116,Brandon Bostick,TE,GB,ATL,4.8,00-0029601
117,Scott Chandler,TE,BUF,TB,4.4,00-0025516
118,Sean McGrath,TE,KC,WAS,4.0,00-0029391
119,John Carlson,TE,MIN,BAL,3.9,00-0026178
120,Niles Paul,TE,WAS,KC,3.5,00-0028093
121,Brandon Pettigrew,TE,DET,PHI,3.3,00-0026996
122,Benjamin Watson,TE,NO,CAR,3.0,00-0022943
123,Ryan Taylor,TE,GB,ATL,2.7,
