Player,Position,Team,Opponent,Points
Peyton Manning,QB,DEN,TEN,34.78
Jason Campbell,QB,CLE,NE,33.34
Drew Brees,QB,NO,CAR,31.82
Andy Dalton,QB,CIN,IND,30.10
Ben Roethlisberger,QB,PIT,MIA,29.26
Tom Brady,QB,NE,CLE,27.82
Ryan Tannehill,QB,MIA,PIT,24.60
Joe Flacco,QB,BAL,MIN,23.00
Geno Smith,QB,NYJ,OAK,22.76
Philip Rivers,QB,LAC,NYG,20.96
Nick Foles,QB,PHI,DET,20.46
Matt Cassel,QB,MIN,BAL,19.20
Matt McGloin,QB,OAK,NYJ,18.80
Tony Romo,QB,DAL,CHI,16.06
Chad Henne,QB,JAX,HOU,15.98
Cam Newton,QB,CAR,NO,15.20
Matt Flynn,QB,GB,ATL,15.12
Carson Palmer,QB,ARI,LAR,14.66
Matt Ryan,QB,ATL,GB,14.24
Alex Smith,QB,KC,WAS,14.18
Colin Kaepernick,QB,SF,SEA,13.10
Robert Griffin III,QB,WAS,KC,12.46
Eli Manning,QB,NYG,LAC,12.36
Matt Schaub,QB,HOU,JAX,11.62
Russell Wilson,QB,SEA,SF,11.16
Case Keenum,QB,HOU,JAX,10.66
Ryan Fitzpatrick,QB,TEN,DEN,10.28
Mike Glennon,QB,TB,BUF,9.60
Matthew Stafford,QB,DET,PHI,6.94
EJ Manuel,QB,BUF,TB,6.26
Kellen Clemens,QB,LAR,ARI,6.24
Kirk Cousins,QB,WAS,KC,2.36
Kyle Orton,QB,DAL,CHI,1.60
Joe Webb,QB,MIN,BAL,0.00
Luke McCown,QB,NO,CAR,0.00
Charlie Whitehurst,QB,LAC,NYG,-0.20
Chase Daniel,QB,KC,WAS,-0.62
Da'Rick Rogers,WR,IND,CIN,31.70
Andre Johnson,WR,HOU,JAX,31.40
Rod Streater,WR,OAK,NYJ,29.00
Cordarrelle Patterson,WR,MIN,BAL,28.70
Eric Decker,WR,DEN,TEN,28.70
Antonio Brown,WR,PIT,MIA,27.80
Larry Fitzgerald,WR,ARI,LAR,27.60
Justin Hunter,WR,TEN,DEN,24.40
Marlon Brown,WR,BAL,MIN,22.20
Demaryius Thomas,WR,DEN,TEN,21.80
Hakeem Nicks,WR,NYG,LAC,21.50
Brandon Marshall,WR,CHI,DAL,21.00
Keenan Allen,WR,LAC,NYG,20.90
Julian Edelman,WR,NE,CLE,20.40
LaVon Brazill,WR,IND,CIN,20.30
AJ Green,WR,CIN,IND,19.20
Alshon Jeffery,WR,CHI,DAL,18.70
Wes Welker,WR,DEN,TEN,17.10
Dwayne Bowe,WR,KC,WAS,17.00
Steve Smith,WR,CAR,NO,16.90
Jerricho Cotchery,WR,PIT,MIA,16.70
Emmanuel Sanders,WR,PIT,MIA,16.50
Brian Hartline,WR,MIA,PIT,16.10
Vincent Jackson,WR,TB,BUF,16.00
Roddy White,WR,ATL,GB,15.40
Anquan Boldin,WR,SF,SEA,15.30
DeSean Jackson,WR,PHI,DET,14.90
Jerome Simpson,WR,MIN,BAL,14.80
Marvin Jones,WR,CIN,IND,14.70
Jeremy Kerley,WR,NYJ,OAK,14.40
Danny Amendola,WR,NE,CLE,13.60
Jacoby Jones,WR,BAL,MIN,13.30
Keshawn Martin,WR,HOU,JAX,12.80
Jordy Nelson,WR,GB,ATL,12.50
Golden Tate,WR,SEA,SF,12.50
Riley Cooper,WR,PHI,DET,12.40
Jeremy Ross,WR,DET,PHI,12.00
Steve Johnson,WR,BUF,TB,11.70
Aldrick Robinson,WR,WAS,KC,10.70
Drew Davis,WR,ATL,GB,10.60
DeAndre Hopkins,WR,HOU,JAX,10.60
Ace Sanders,WR,JAX,HOU,10.44
Greg Jennings,WR,MIN,BAL,10.30
Cole Beasley,WR,DAL,CHI,10.00
Earl Bennett,WR,CHI,DAL,9.80
Cecil Shorts,WR,JAX,HOU,9.30
Andre Holmes,WR,OAK,NYJ,9.30
Dez Bryant,WR,DAL,CHI,9.20
Jimmy Graham,TE,NO,CAR,23.80
Garrett Graham,TE,HOU,JAX,21.30
Andrew Quarless,TE,GB,ATL,18.60
Dennis Pitta,TE,BAL,MIN,16.80
Luke Willson,TE,SEA,SF,16.00
Jermaine Gresham,TE,CIN,IND,15.10
Julius Thomas,TE,DEN,TEN,14.50
Mychal Rivera,TE,OAK,NYJ,13.10
Gary Barnidge,TE,CLE,NE,12.90
Brandon Myers,TE,NYG,LAC,12.60
Logan Paulsen,TE,WAS,KC,12.40
Marcedes Lewis,TE,JAX,HOU,12.20
Greg Olsen,TE,CAR,NO,12.00
Tony Gonzalez,TE,ATL,GB,11.50
Tim Wright,TE,TB,BUF,10.10
Vernon Davis,TE,SF,SEA,10.10
Martellus Bennett,TE,CHI,DAL,9.30
Kellen Winslow,TE,NYJ,OAK,9.10
Antonio Gates,TE,LAC,NYG,9.00
Ed Dickson,TE,BAL,MIN,8.80
Jacob Tamme,TE,DEN,TEN,8.70
Heath Miller,TE,PIT,MIA,8.60
Coby Fleener,TE,IND,CIN,8.10
Jason Witten,TE,DAL,CHI,8.00
Jared Cook,TE,LAR,ARI,7.90
Rob Housler,TE,ARI,LAR,7.20
Rob Gronkowski,TE,NE,CLE,5.20
Gavin Escobar,TE,DAL,CHI,5.20
Jim Dray,TE,ARI,LAR,5.20
Tyler Eifert,TE,CIN,IND,5.00
Brent Celek,TE,PHI,DET,4.90
Brandon Bostick,TE,GB,ATL,4.80
Scott Chandler,TE,BUF,TB,4.40
Sean McGrath,TE,KC,WAS,4.00
John Carlson,TE,MIN,BAL,3.90
Niles Paul,TE,WAS,KC,3.50
Brandon Pettigrew,TE,DET,PHI,3.30
Benjamin Watson,TE,NO,CAR,3.00
Ryan Taylor,TE,GB,ATL,2.70
Lance Kendricks,TE,LAR,ARI,2.50
Matthew Mulligan,TE,NE,CLE,2.50
Bear Pascoe,TE,NYG,LAC,2.40
Dante Rosario,TE,CHI,DAL,2.30
Zach Miller,TE,SEA,SF,2.30
Visanthe Shiancoe,TE,TEN,DEN,2.20
Weslye Saunders,TE,IND,CIN,2.10
Ryan Griffin,TE,HOU,JAX,2.00
Cory Harkey,TE,LAR,ARI,1.90
Matt Forte,RB,CHI,DAL,33.50
Jamaal Charles,RB,KC,WAS,32.80
Marcel Reece,FB,OAK,NYJ,27.10
Ryan Mathews,RB,LAC,NYG,25.50
Bobby Rainey,RB,TB,BUF,24.30
Knowshon Moreno,RB,DEN,TEN,22.90
Joique Bell,RB,DET,PHI,22.70
Daniel Thomas,RB,MIA,PIT,20.90
DeMarco Murray,RB,DAL,CHI,20.50
Danny Woodhead,RB,LAC,NYG,19.40
Giovani Bernard,RB,CIN,IND,18.80
Eddie Lacy,RB,GB,ATL,18.00
Montee Ball,RB,DEN,TEN,17.70
Maurice Jones-Drew,RB,JAX,HOU,17.30
BenJarvus Green-Ellis,RB,CIN,IND,16.80
Shonn Greene,RB,TEN,DEN,16.60
Ray Rice,RB,BAL,MIN,15.90
Andre Ellington,RB,ARI,LAR,14.30
Frank Gore,RB,SF,SEA,14.00
Toby Gerhart,RB,MIN,BAL,13.90
Trent Richardson,RB,IND,CIN,13.80
Chris Ivory,RB,NYJ,OAK,13.60
Marshawn Lynch,RB,SEA,SF,13.20
Le'Veon Bell,RB,PIT,MIA,13.00
Michael Bush,RB,CHI,DAL,12.50
Chris Johnson,RB,TEN,DEN,12.50
Dexter McCluster,RB,KC,WAS,12.10
Knile Davis,RB,KC,WAS,11.70
Andre Brown,RB,NYG,LAC,11.60
Joseph Randle,RB,DAL,CHI,11.30
Zac Stacy,RB,LAR,ARI,11.20
Chris Polk,RB,PHI,DET,11.00
Jordan Todman,RB,JAX,HOU,10.50
Rashard Mendenhall,RB,ARI,LAR,10.10
Darren Sproles,RB,NO,CAR,9.10
Steven Jackson,RB,ATL,GB,9.00
LeGarrette Blount,RB,NE,CLE,8.40
Fred Jackson,RB,BUF,TB,7.80
Jacquizz Rodgers,RB,ATL,GB,7.70
Ben Tate,RB,HOU,JAX,7.60
DeAngelo Williams,RB,CAR,NO,7.30
Peyton Hillis,RB,NYG,LAC,7.10
Donald Brown,RB,IND,CIN,6.90
Pierre Thomas,RB,NO,CAR,6.80
Chris Ogbonnaya,RB,CLE,NE,6.30
CJ Spiller,RB,BUF,TB,5.80
Bruce Miller,FB,SF,SEA,5.70
Stepfan Taylor,RB,ARI,LAR,5.50
Phil Dawson,K,SF,SEA,0.00
Nick Novak,K,LAC,NYG,0.00
Robbie Gould,K,CHI,DAL,0.00
Rian Lindell,K,TB,BUF,0.00
Mason Crosby,K,GB,ATL,0.00
Caleb Sturgis,K,MIA,PIT,0.00
Sebastian Janikowski,K,OAK,NYJ,0.00
Josh Scobee,K,JAX,HOU,0.00
