Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,LeSean McCoy,RB,14,PHI,DET,29,217,8,2,1,1,4,0,0,0,38.10,2013
2,Shane Vereen,RB,14,NE,CLE,3,9,3,1,17,12,153,0,0,0,37.20,2013
3,Matt Forte,RB,14,CHI,DAL,20,102,5,0,9,7,73,1,0,0,33.50,2013
4,Jamaal Charles,RB,14,KC,WAS,19,150,8,1,3,2,8,1,0,0,32.80,2013
5,Marcel Reece,FB,14,OAK,NYJ,19,123,7,1,5,2,38,0,0,0,27.10,2013
6,Ryan Mathews,RB,14,LAC,NYG,29,103,4,1,4,3,32,0,0,0,25.50,2013
7,Bobby Rainey,RB,14,TB,BUF,22,127,6,1,4,3,-4,0,0,0,24.30,2013
8,Knowshon Moreno,RB,14,DEN,TEN,14,78,6,1,7,6,31,0,0,0,22.90,2013
9,Joique Bell,RB,14,DET,PHI,23,69,3,1,7,4,58,0,2,2,22.70,2013
10,Daniel Thomas,RB,14,MIA,PIT,16,105,7,1,1,1,4,0,0,0,20.90,2013
11,DeMarco Murray,RB,14,DAL,CHI,18,146,8,0,5,2,9,0,0,0,20.50,2013
12,Danny Woodhead,RB,14,LAC,NYG,7,42,6,0,5,4,52,1,0,0,19.40,2013
13,Giovani Bernard,RB,14,CIN,IND,12,99,8,0,4,4,49,0,0,0,18.80,2013
14,Eddie Lacy,RB,14,GB,ATL,20,65,3,1,5,3,25,0,0,0,18.00,2013
15,Montee Ball,RB,14,DEN,TEN,15,77,5,1,4,3,10,0,0,0,17.70,2013
16,Maurice Jones-Drew,RB,14,JAX,HOU,14,103,7,0,3,2,20,0,0,0,17.30,2013
17,BenJarvus Green-Ellis,RB,14,CIN,IND,17,48,3,2,1,0,0,0,0,0,16.80,2013
18,Shonn Greene,RB,14,TEN,DEN,9,46,5,2,0,0,0,0,0,0,16.60,2013
19,Ray Rice,RB,14,BAL,MIN,17,67,4,0,5,5,42,0,0,0,15.90,2013
20,Andre Ellington,RB,14,ARI,LAR,11,46,4,1,2,2,17,0,0,0,14.30,2013
21,Frank Gore,RB,14,SF,SEA,17,110,7,0,1,0,0,0,0,0,14.00,2013
22,Toby Gerhart,RB,14,MIN,BAL,15,89,6,1,1,0,0,0,1,1,13.90,2013
23,Trent Richardson,RB,14,IND,CIN,6,20,3,0,6,5,68,0,0,0,13.80,2013
24,Chris Ivory,RB,14,NYJ,OAK,18,76,4,1,0,0,0,0,1,0,13.60,2013
25,Marshawn Lynch,RB,14,SEA,SF,20,72,4,1,0,0,0,0,0,0,13.20,2013
26,Le'Veon Bell,RB,14,PIT,MIA,15,61,4,0,9,5,19,0,0,0,13.00,2013
27,Michael Bush,RB,14,CHI,DAL,8,38,5,0,1,1,17,1,0,0,12.50,2013
28,Chris Johnson,RB,14,TEN,DEN,12,46,4,1,3,2,9,0,1,1,12.50,2013
29,Dexter McCluster,RB,14,KC,WAS,0,0,0,0,5,4,21,0,0,0,12.10,2013
30,Knile Davis,RB,14,KC,WAS,11,30,3,1,2,1,17,0,0,0,11.70,2013
31,Andre Brown,RB,14,NYG,LAC,16,81,5,0,4,3,15,0,1,1,11.60,2013
32,Joseph Randle,RB,14,DAL,CHI,9,53,6,1,0,0,0,0,0,0,11.30,2013
33,Zac Stacy,RB,14,LAR,ARI,14,25,2,1,4,3,-3,0,0,0,11.20,2013
34,Chris Polk,RB,14,PHI,DET,4,50,13,1,0,0,0,0,0,0,11.00,2013
35,Jordan Todman,RB,14,JAX,HOU,7,14,2,0,2,1,21,1,0,0,10.50,2013
36,Rashard Mendenhall,RB,14,ARI,LAR,17,41,2,1,0,0,0,0,0,0,10.10,2013
37,Darren Sproles,RB,14,NO,CAR,1,38,38,0,3,3,23,0,0,0,9.10,2013
38,Steven Jackson,RB,14,ATL,GB,15,71,5,0,3,1,9,0,0,0,9.00,2013
39,LeGarrette Blount,RB,14,NE,CLE,8,42,5,0,2,1,32,0,0,0,8.40,2013
40,Fred Jackson,RB,14,BUF,TB,5,12,2,0,7,4,26,0,0,0,7.80,2013
41,Jacquizz Rodgers,RB,14,ATL,GB,7,14,2,0,4,3,33,0,0,0,7.70,2013
42,Ben Tate,RB,14,HOU,JAX,14,53,4,0,4,2,3,0,0,0,7.60,2013
43,DeAngelo Williams,RB,14,CAR,NO,13,52,4,0,2,1,11,0,0,0,7.30,2013
44,Peyton Hillis,RB,14,NYG,LAC,4,11,3,1,0,0,0,0,0,0,7.10,2013
45,Donald Brown,RB,14,IND,CIN,4,11,3,0,6,4,18,0,0,0,6.90,2013
46,Pierre Thomas,RB,14,NO,CAR,7,14,2,0,4,4,14,0,0,0,6.80,2013
47,Chris Ogbonnaya,RB,14,CLE,NE,4,8,2,0,3,3,25,0,0,0,6.30,2013
48,CJ Spiller,RB,14,BUF,TB,11,22,2,0,1,1,26,0,0,0,5.80,2013
49,Bruce Miller,FB,14,SF,SEA,3,6,2,0,5,3,21,0,0,0,5.70,2013
50,Stepfan Taylor,RB,14,ARI,LAR,2,9,5,0,3,3,16,0,0,0,5.50,2013
