Player,Position,Team,Opponent,Points
Michael Jenkins,WR,ATL,PHI,14.90
Davone Bess,WR,MIA,GB,14.70
Braylon Edwards,WR,NYJ,DEN,14.60
Roddy White,WR,ATL,PHI,14.30
Jabar Gaffney,WR,DEN,NYJ,14.10
Lance Moore,WR,NO,TB,13.70
Reggie Wayne,WR,IND,WAS,13.10
Steve Smith,WR,NYG,DET,13.00
Craig Davis,WR,LAC,LAR,12.90
Percy Harvin,WR,MIN,DAL,12.90
Wes Welker,WR,NE,BAL,12.30
Brandon Lloyd,WR,DEN,NYJ,11.40
Kenny Britt,WR,TEN,JAX,11.30
Jason Avant,WR,PHI,ATL,11.20
Devin Hester,WR,CHI,SEA,10.60
Randy Moss,WR,MIN,DAL,10.50
Jordy Nelson,WR,GB,MIA,10.40
Marques Colston,WR,NO,TB,10.30
Dez Bryant,WR,DAL,MIN,10.10
Anthony Armstrong,WR,WAS,IND,9.60
Greg Camarillo,WR,MIN,DAL,9.50
Santonio Holmes,WR,NYJ,DEN,9.10
Damian Williams,WR,TEN,JAX,8.80
Demaryius Thomas,WR,DEN,NYJ,8.70
Earl Bennett,WR,CHI,SEA,8.50
Bo Scaife,TE,TEN,JAX,15.30
Deon Butler,TE,SEA,CHI,14.70
Todd Heap,TE,BAL,NE,13.90
Vernon Davis,TE,SF,OAK,13.50
Brandon Pettigrew,TE,DET,NYG,13.10
Heath Miller,TE,PIT,CLE,13.00
Owen Daniels,TE,HOU,KC,12.90
Evan Moore,TE,CLE,PIT,12.40
Aaron Hernandez,TE,NE,BAL,11.90
Kellen Winslow,TE,TB,NO,11.30
Dallas Clark,TE,IND,WAS,11.20
Dustin Keller,TE,NYJ,DEN,10.50
Anthony Fasano,TE,MIA,GB,9.20
Chris Cooley,TE,WAS,IND,8.70
Brent Celek,TE,PHI,ATL,8.60
Jason Witten,TE,DAL,MIN,8.20
Joel Dreessen,TE,HOU,KC,7.50
Travis Beckum,TE,NYG,DET,7.10
Marcedes Lewis,TE,JAX,TEN,6.90
Zach Miller,TE,OAK,SF,6.80
Billy Bajema,TE,LAR,LAC,6.40
Fred Davis,TE,WAS,IND,5.30
Kevin Boss,TE,NYG,DET,4.70
David Thomas,TE,NO,TB,4.70
Jimmy Kleinsasser,TE,MIN,DAL,4.50
Tom Crabtree,TE,GB,MIA,4.30
John Carlson,TE,SEA,CHI,4.10
Tony Moeaki,TE,KC,HOU,4.10
Jeremy Shockey,TE,NO,TB,4.10
Zach Miller,TE,JAX,TEN,3.80
Mike Sellers,TE,WAS,IND,3.70
Rob Gronkowski,TE,NE,BAL,3.40
Andrew Quarless,TE,GB,MIA,3.30
Antonio Gates,TE,LAC,LAR,3.20
Bear Pascoe,TE,NYG,DET,3.00
Chris Baker,TE,SEA,CHI,2.60
Tony Scheffler,TE,DET,NYG,2.50
Jerramy Stevens,TE,TB,NO,2.30
Leonard Pope,TE,KC,HOU,2.20
Jimmy Graham,TE,NO,TB,2.10
Daniel Fells,TE,LAR,LAC,1.80
Ed Dickson,TE,BAL,NE,1.70
Jake O'Connell,TE,KC,HOU,1.70
Nate Byham,TE,SF,OAK,1.70
John Gilmore,TE,TB,NO,1.50
Michael Hoomanawanui,TE,LAR,LAC,1.50
Brody Eldridge,TE,IND,WAS,1.50
Brandon Manumaleuna,TE,CHI,SEA,1.50
Chris Johnson,RB,TEN,JAX,24.10
Chris Ivory,RB,NO,TB,21.50
Steven Jackson,RB,LAR,LAC,21.10
Thomas Jones,RB,KC,HOU,21.00
Joseph Addai,RB,IND,WAS,20.80
LaDainian Tomlinson,RB,NYJ,DEN,20.70
Ray Rice,RB,BAL,NE,20.60
Ahmad Bradshaw,RB,NYG,DET,19.30
Felix Jones,RB,DAL,MIN,19.30
Rashard Mendenhall,RB,PIT,CLE,18.90
Frank Gore,RB,SF,OAK,17.90
Danny Woodhead,RB,NE,BAL,16.50
Jamaal Charles,RB,KC,HOU,15.70
Brandon Jacobs,RB,NYG,DET,15.50
Peyton Hillis,RB,CLE,PIT,15.00
Justin Forsett,RB,SEA,CHI,14.60
Marshawn Lynch,RB,SEA,CHI,14.30
Adrian Peterson,RB,MIN,DAL,14.10
Matt Forte,RB,CHI,SEA,14.10
Cadillac Williams,RB,TB,NO,14.10
Derrick Ward,RB,HOU,KC,14.00
Keiland Williams,RB,WAS,IND,13.10
LeSean McCoy,RB,PHI,ATL,12.50
Brandon Jackson,RB,GB,MIA,11.20
Darren Sproles,RB,LAC,LAR,10.70
Jahvid Best,RB,DET,NYG,10.70
Ryan Mathews,RB,LAC,LAR,10.60
Ladell Betts,RB,NO,TB,9.60
Ronnie Brown,RB,MIA,GB,8.50
Maurice Jones-Drew,RB,JAX,TEN,8.50
BenJarvus Green-Ellis,RB,NE,BAL,8.00
Michael Bush,RB,OAK,SF,7.90
Marion Barber,RB,DAL,MIN,7.60
Heath Evans,FB,NO,TB,7.40
Ricky Williams,RB,MIA,GB,7.30
Dexter McCluster,RB,KC,HOU,7.00
Mike Tolbert,FB,LAC,LAR,6.30
Javon Ringer,RB,TEN,JAX,6.00
Michael Turner,RB,ATL,PHI,5.90
Julius Jones,RB,NO,TB,4.80
Jason Snelling,RB,ATL,PHI,4.70
Chester Taylor,RB,CHI,SEA,4.50
Shonn Greene,RB,NYJ,DEN,4.30
Mike Hart,RB,IND,WAS,4.30
Eldra Buckley,RB,PHI,ATL,4.00
Knowshon Moreno,RB,DEN,NYJ,3.80
Deji Karim,RB,JAX,TEN,3.20
Isaac Redman,RB,PIT,CLE,3.10
Stephen Gostkowski,K,NE,BAL,0.00
Matt Prater,K,DEN,NYJ,0.00
Sebastian Janikowski,K,OAK,SF,0.00
Adam Vinatieri,K,IND,WAS,0.00
Billy Cundiff,K,BAL,NE,0.00
Jason Hanson,K,DET,NYG,0.00
Nick Folk,K,NYJ,DEN,0.00
Robbie Gould,K,CHI,SEA,0.00
Mason Crosby,K,GB,MIA,0.00
Josh Brown,K,LAR,LAC,0.00
David Akers,K,PHI,ATL,0.00
Garrett Hartley,K,NO,TB,0.00
Ryan Succop,K,KC,HOU,0.00
Ryan Longwell,K,MIN,DAL,0.00
Graham Gano,K,WAS,IND,0.00
Joe Nedney,K,SF,OAK,0.00
Matt Bryant,K,ATL,PHI,0.00
Neil Rackers,K,HOU,KC,0.00
Nate Kaeding,K,LAC,LAR,0.00
S Graham,K,NYG,DET,0.00
Phil Dawson,K,CLE,PIT,0.00
Jeff Reed,K,PIT,CLE,0.00
Olindo Mare,K,SEA,CHI,0.00
Josh Scobee,K,JAX,TEN,0.00
David Buehler,K,DAL,MIN,0.00
Connor Barth,K,TB,NO,0.00
Los Angeles Rams,DST,LAR,LAC,12.00
Seattle Seahawks,DST,SEA,CHI,11.00
New Orleans Saints,DST,NO,TB,10.00
Minnesota Vikings,DST,MIN,DAL,10.00
San Francisco 49ers,DST,SF,OAK,10.00
New York Giants,DST,NYG,DET,9.00
Washington Redskins,DST,WAS,IND,9.00
Miami Dolphins,DST,MIA,GB,8.00
Denver Broncos,DST,DEN,NYJ,8.00
Philadelphia Eagles,DST,PHI,ATL,8.00
Baltimore Ravens,DST,BAL,NE,7.00
Indianapolis Colts,DST,IND,WAS,7.00
Chicago Bears,DST,CHI,SEA,6.00
New York Jets,DST,NYJ,DEN,6.00
Dallas Cowboys,DST,DAL,MIN,5.00
New England Patriots,DST,NE,BAL,4.00
Los Angeles Chargers,DST,LAC,LAR,4.00
Detroit Lions,DST,DET,NYG,3.00
Oakland Raiders,DST,OAK,SF,3.00
Atlanta Falcons,DST,ATL,PHI,2.00
Green Bay Packers,DST,GB,MIA,2.00
Tampa Bay Buccaneers,DST,TB,NO,1.00
Cleveland Browns,DST,CLE,PIT,1.00
Houston Texans,DST,HOU,KC,0.00
Jacksonville Jaguars,DST,JAX,TEN,-1.00
Kansas City Chiefs,DST,KC,HOU,-2.00
