Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Tennessee Titans,DST,6,TEN,JAX,3,2,8,3,1,0,0,0,3,17.00,2010
2,Pittsburgh Steelers,DST,6,PIT,CLE,3,6,9,2,1,0,0,0,10,16.00,2010
3,Los Angeles Rams,DST,6,LAR,LAC,9,7,10,1,0,0,0,0,17,12.00,2010
4,Seattle Seahawks,DST,6,SEA,CHI,7,6,10,0,0,1,0,0,20,11.00,2010
5,Minnesota Vikings,DST,6,MIN,DAL,2,0,6,2,0,0,0,1,21,10.00,2010
6,New Orleans Saints,DST,6,NO,TB,4,1,4,0,1,0,0,0,6,10.00,2010
7,San Francisco 49ers,DST,6,SF,OAK,2,2,3,2,0,0,0,0,9,10.00,2010
8,New York Giants,DST,6,NYG,DET,5,2,5,1,2,0,0,0,20,9.00,2010
9,Washington Redskins,DST,6,WAS,IND,1,1,1,0,3,0,0,0,27,9.00,2010
10,Denver Broncos,DST,6,DEN,NYJ,5,2,2,2,1,0,0,0,24,8.00,2010
11,Miami Dolphins,DST,6,MIA,GB,6,5,10,1,0,0,0,0,20,8.00,2010
12,Philadelphia Eagles,DST,6,PHI,ATL,4,3,4,1,1,0,0,0,17,8.00,2010
13,Baltimore Ravens,DST,6,BAL,NE,4,3,5,2,0,0,0,0,23,7.00,2010
14,Indianapolis Colts,DST,6,IND,WAS,5,3,7,2,0,0,0,0,24,7.00,2010
15,Chicago Bears,DST,6,CHI,SEA,4,0,1,0,0,0,0,1,23,6.00,2010
16,New York Jets,DST,6,NYJ,DEN,6,1,2,0,2,0,0,0,20,6.00,2010
17,Dallas Cowboys,DST,6,DAL,MIN,6,3,6,0,1,0,0,0,24,5.00,2010
18,New England Patriots,DST,6,NE,BAL,4,3,3,0,0,0,0,0,20,4.00,2010
19,Los Angeles Chargers,DST,6,LAC,LAR,5,3,4,0,0,0,0,0,20,4.00,2010
20,Detroit Lions,DST,6,DET,NYG,6,2,5,0,1,0,0,0,28,3.00,2010
21,Oakland Raiders,DST,6,OAK,SF,3,2,7,0,0,0,0,0,17,3.00,2010
22,Atlanta Falcons,DST,6,ATL,PHI,8,1,1,1,0,0,0,0,31,2.00,2010
23,Green Bay Packers,DST,6,GB,MIA,3,0,4,1,0,0,0,0,23,2.00,2010
24,Cleveland Browns,DST,6,CLE,PIT,4,0,5,1,0,0,0,0,28,1.00,2010
25,Tampa Bay Buccaneers,DST,6,TB,NO,2,0,0,1,0,0,0,0,31,1.00,2010
26,Houston Texans,DST,6,HOU,KC,5,1,3,0,0,0,0,0,31,0.00,2010
27,Jacksonville Jaguars,DST,6,JAX,TEN,4,0,2,0,0,0,0,0,30,-1.00,2010
28,Kansas City Chiefs,DST,6,KC,HOU,3,2,6,0,0,0,0,0,35,-2.00,2010
