,Player,Position,Team,Opponent,Points,PlayerID
0,Matt Schaub,QB,HOU,KC,23.5,00-0022787
1,Tony Romo,QB,DAL,MIN,23.0,00-0021678
2,Peyton Manning,QB,IND,WAS,22.18,00-0010346
3,Ben Roethlisberger,QB,PIT,CLE,21.78,00-0022924
4,Drew Brees,QB,NO,TB,21.72,00-0020531
5,Matt Cassel,QB,KC,HOU,20.84,00-0023662
6,Joe Flacco,QB,BAL,NE,19.9,00-0026158
7,Chad Henne,QB,MIA,GB,17.14,00-0026197
8,Matt Ryan,QB,ATL,PHI,16.3,00-0026143
9,Alex Smith,QB,SF,OAK,15.64,00-0023436
10,Colt McCoy,QB,CLE,PIT,15.44,00-0027688
11,Eli Manning,QB,NYG,DET,14.98,00-0022803
12,Kyle Orton,QB,DEN,NYJ,14.56,00-0023541
13,Drew Stanton,QB,DET,NYG,13.88,00-0025430
14,Tom Brady,QB,NE,BAL,13.78,00-0019596
15,Jay Cutler,QB,CHI,SEA,13.5,00-0024226
16,Matt Hasselbeck,QB,SEA,CHI,13.38,00-0007091
17,Josh Freeman,QB,TB,NO,12.96,00-0026993
18,Philip Rivers,QB,LAC,LAR,12.96,00-0022942
19,Sam Bradford,QB,LA,LAC,12.72,00-0027854
20,Donovan McNabb,QB,WAS,IND,11.94,00-0011022
21,Mark Sanchez,QB,NYJ,DEN,9.82,00-0026898
22,Tim Tebow,QB,DEN,NYJ,8.3,00-0027876
23,Kerry Collins,QB,TEN,JAX,8.3,00-0003292
24,Brett Favre,QB,MIN,DAL,7.72,00-0005106
25,Shaun Hill,QB,DET,NYG,7.64,00-0020679
26,Vince Young,QB,TEN,JAX,6.44,00-0024218
27,Trent Edwards,QB,JAX,TEN,5.2,00-0025479
28,Jason Campbell,QB,OAK,SF,3.42,00-0023460
29,Josh Johnson,QB,TB,NO,1.78,
30,David Garrard,QB,JAX,TEN,0.96,00-0021231
31,Sage Rosenfels,QB,NYG,DET,0.0,00-0020480
32,Chase Daniel,QB,NO,TB,0.0,00-0026544
33,Andre Johnson,WR,HOU,KC,30.8,00-0022044
34,Calvin Johnson,WR,DET,NYG,28.6,00-0025389
35,Greg Jennings,WR,GB,MIA,28.3,00-0024267
36,Brandon Marshall,WR,MIA,GB,25.7,00-0024334
37,Mike Williams,WR,SEA,CHI,25.3,00-0033536
38,Deion Branch,WR,NE,BAL,24.8,00-0021192
39,Pierre Garcon,WR,IND,WAS,23.3,00-0026345
40,Derrick Mason,WR,BAL,NE,21.0,00-0010500
41,DeSean Jackson,WR,PHI,ATL,20.8,00-0026189
42,Patrick Crayton,WR,LAC,LAR,20.7,00-0022766
43,Johnny Knox,WR,CHI,SEA,20.0,00-0026913
44,Austin Collie,WR,IND,WAS,18.7,00-0027092
45,Mike Wallace,WR,PIT,CLE,18.0,00-0026901
46,Roy Williams,WR,DAL,MIN,17.8,
47,Danario Alexander,WR,LA,LAC,17.2,00-0027912
48,Robert Meachem,WR,NO,TB,17.1,00-0025414
49,Mike Thomas,WR,JAX,TEN,16.8,00-0033114
50,Hines Ward,WR,PIT,CLE,16.4,00-0017162
51,Anquan Boldin,WR,BAL,NE,16.2,00-0022084
52,Michael Crabtree,WR,SF,OAK,15.7,00-0026986
53,Santana Moss,WR,WAS,IND,15.7,00-0020494
54,Nate Burleson,WR,DET,NYG,15.3,00-0021999
55,Mario Manningham,WR,NYG,DET,15.1,00-0026235
56,Michael Jenkins,WR,ATL,PHI,14.9,00-0022781
57,Davone Bess,WR,MIA,GB,14.7,00-0026000
58,Braylon Edwards,WR,NYJ,DEN,14.6,00-0023438
59,Roddy White,WR,ATL,PHI,14.3,00-0023462
60,Jabar Gaffney,WR,DEN,NYJ,14.1,00-0021163
61,Lance Moore,WR,NO,TB,13.7,00-0023310
62,Reggie Wayne,WR,IND,WAS,13.1,00-0020498
63,Steve Smith,WR,NYG,DET,13.0,
64,Craig Davis,WR,LAC,LAR,12.9,00-0025417
65,Percy Harvin,WR,MIN,DAL,12.9,00-0026998
66,Wes Welker,WR,NE,BAL,12.3,00-0022427
67,Brandon Lloyd,WR,DEN,NYJ,11.4,00-0022097
68,Kenny Britt,WR,TEN,JAX,11.3,00-0027006
69,Jason Avant,WR,PHI,ATL,11.2,00-0024324
70,Devin Hester,WR,CHI,SEA,10.6,00-0024272
71,Randy Moss,WR,MIN,DAL,10.5,00-0011754
72,Jordy Nelson,WR,GB,MIA,10.4,00-0026176
73,Marques Colston,WR,NO,TB,10.3,00-0024466
74,Dez Bryant,WR,DAL,MIN,10.1,00-0027902
75,Anthony Armstrong,WR,WAS,IND,9.6,00-0026465
76,Greg Camarillo,WR,MIN,DAL,9.5,00-0023408
77,Santonio Holmes,WR,NYJ,DEN,9.1,00-0024240
78,Damian Williams,WR,TEN,JAX,8.8,00-0027893
79,Demaryius Thomas,WR,DEN,NYJ,8.7,00-0027874
80,Earl Bennett,WR,CHI,SEA,8.5,00-0026210
81,Bo Scaife,TE,TEN,JAX,15.3,00-0023612
