Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Benjamin Watson,TE,6,CLE,PIT,9,6,67,88,1,23,10,15,0,0,0,0,0,20.80,2010
2,Tony Gonzalez,TE,6,ATL,PHI,7,3,43,19,2,13,3,6,0,0,0,0,0,16.90,2010
3,Bo Scaife,TE,6,TEN,JAX,5,4,80,53,1,28,11,13,0,0,0,0,0,15.30,2010
4,Deon Butler,TE,6,SEA,CHI,4,4,100,47,1,22,12,12,0,0,0,0,0,14.70,2010
5,Todd Heap,TE,6,BAL,NE,4,3,75,49,1,17,12,16,0,0,0,0,0,13.90,2010
6,Vernon Davis,TE,6,SF,OAK,7,4,57,35,1,17,5,9,0,0,0,0,0,13.50,2010
7,Brandon Pettigrew,TE,6,DET,NYG,12,7,58,61,0,18,5,9,0,0,0,0,0,13.10,2010
8,Heath Miller,TE,6,PIT,CLE,4,2,50,50,1,36,13,25,0,0,0,0,0,13.00,2010
9,Owen Daniels,TE,6,HOU,KC,7,5,71,79,0,27,11,16,0,0,0,0,0,12.90,2010
10,Evan Moore,TE,6,CLE,PIT,5,4,80,84,0,34,17,21,0,0,0,0,0,12.40,2010
11,Aaron Hernandez,TE,6,NE,BAL,6,4,67,61,0,30,10,15,1,18,0,0,0,11.90,2010
12,Kellen Winslow,TE,6,TB,NO,10,7,70,43,0,13,4,6,0,0,0,1,0,11.30,2010
13,Dallas Clark,TE,6,IND,WAS,9,6,67,52,0,24,6,9,0,0,0,0,0,11.20,2010
14,Dustin Keller,TE,6,NYJ,DEN,6,3,50,75,0,41,13,25,0,0,0,0,0,10.50,2010
15,Anthony Fasano,TE,6,MIA,GB,2,1,50,22,1,22,11,22,0,0,0,0,0,9.20,2010
16,Chris Cooley,TE,6,WAS,IND,8,5,63,37,0,11,5,7,0,0,0,0,0,8.70,2010
17,Brent Celek,TE,6,PHI,ATL,7,4,57,46,0,24,7,12,0,0,0,0,0,8.60,2010
18,Jason Witten,TE,6,DAL,MIN,5,3,60,52,0,30,10,17,0,0,0,0,0,8.20,2010
