Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Kevin Kolb,QB,6,PHI,ATL,23,29,79,326,11,3,1,134,2,1,1,0,27.14,2010
2,Aaron Rodgers,QB,6,GB,MIA,18,33,55,313,10,1,1,85,4,14,4,1,25.92,2010
3,Matt Schaub,QB,6,HOU,KC,25,33,76,305,9,2,0,124,1,3,3,0,23.50,2010
4,Tony Romo,QB,6,DAL,MIN,24,32,75,220,7,3,2,98,3,31,10,0,23.00,2010
5,Peyton Manning,QB,6,IND,WAS,25,38,66,307,8,2,0,108,1,-1,-1,0,22.18,2010
6,Ben Roethlisberger,QB,6,PIT,CLE,16,27,59,257,10,3,1,113,1,5,5,0,21.78,2010
7,Drew Brees,QB,6,NO,TB,21,32,66,263,8,3,1,109,2,2,1,0,21.72,2010
8,Matt Cassel,QB,6,KC,HOU,20,29,69,201,7,3,0,123,1,8,8,0,20.84,2010
9,Joe Flacco,QB,6,BAL,NE,27,35,77,285,8,2,0,119,2,5,3,0,19.90,2010
10,Chad Henne,QB,6,MIA,GB,23,39,59,231,6,2,1,82,2,9,5,0,17.14,2010
11,Matt Ryan,QB,6,ATL,PHI,23,42,55,250,6,2,1,78,1,3,3,0,16.30,2010
12,Alex Smith,QB,6,SF,OAK,16,33,49,196,6,2,0,87,4,-2,-1,0,15.64,2010
13,Colt McCoy,QB,6,CLE,PIT,23,33,70,281,9,1,2,80,4,22,6,0,15.44,2010
14,Eli Manning,QB,6,NYG,DET,20,30,67,177,6,2,0,104,1,-1,-1,0,14.98,2010
15,Kyle Orton,QB,6,DEN,NYJ,14,34,41,209,6,1,0,72,3,22,7,0,14.56,2010
16,Drew Stanton,QB,6,DET,NYG,19,34,56,222,7,1,1,73,3,30,10,0,13.88,2010
17,Tom Brady,QB,6,NE,BAL,27,44,61,292,7,1,2,70,2,1,1,0,13.78,2010
18,Jay Cutler,QB,6,CHI,SEA,17,39,44,290,7,0,0,69,2,19,10,0,13.50,2010
19,Matt Hasselbeck,QB,6,SEA,CHI,25,40,63,242,6,1,0,88,3,-3,-1,0,13.38,2010
20,Josh Freeman,QB,6,TB,NO,25,43,58,219,5,1,0,80,3,2,1,0,12.96,2010
21,Philip Rivers,QB,6,LAC,LAR,22,37,60,249,7,1,1,77,0,0,0,0,12.96,2010
22,Sam Bradford,QB,6,LAR,LAC,18,31,58,198,6,1,0,88,6,8,1,0,12.72,2010
23,Donovan McNabb,QB,6,WAS,IND,29,45,64,246,6,1,2,67,2,1,1,0,11.94,2010
24,Mark Sanchez,QB,6,NYJ,DEN,17,30,57,198,7,1,2,60,1,-1,-1,0,9.82,2010
25,Tim Tebow,QB,6,DEN,NYJ,0,0,0,0,0,0,0,0,6,23,4,1,8.30,2010
26,Kerry Collins,QB,6,TEN,JAX,11,16,69,110,7,1,0,109,1,-1,-1,0,8.30,2010
27,Brett Favre,QB,6,MIN,DAL,14,19,74,118,6,1,0,107,1,0,0,0,7.72,2010
28,Shaun Hill,QB,6,DET,NYG,9,15,60,91,6,1,0,100,0,0,0,0,7.64,2010
29,Vince Young,QB,6,TEN,JAX,3,5,60,61,12,1,0,143,1,0,0,0,6.44,2010
30,Trent Edwards,QB,6,JAX,TEN,14,24,58,140,6,0,2,40,5,16,3,0,5.20,2010
31,Jason Campbell,QB,6,OAK,SF,8,21,38,83,4,0,2,11,7,21,3,0,3.42,2010
32,Josh Johnson,QB,6,TB,NO,2,4,50,17,4,0,0,61,1,11,11,0,1.78,2010
33,David Garrard,QB,6,JAX,TEN,7,12,58,49,4,0,1,33,0,0,0,0,0.96,2010
34,Sage Rosenfels,QB,6,NYG,DET,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
35,Chase Daniel,QB,6,NO,TB,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
