Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Mason Crosby,K,14,GB,OAK,4,4,100,49,4,4,0.00,2011
2,Mike Nugent,K,14,CIN,HOU,4,4,100,49,1,1,0.00,2011
3,David Akers,K,14,SF,ARI,4,5,80,46,1,1,0.00,2011
4,DJ Smith,K,14,GB,OAK,0,0,0,0,0,0,0.00,2011
5,Steven Hauschka,K,14,SEA,LAR,3,4,75,48,3,3,0.00,2011
6,Matt Prater,K,14,DEN,CHI,2,3,67,59,1,1,0.00,2011
7,Thomas Howard,K,14,CIN,HOU,0,0,0,0,0,0,0.00,2011
8,Jason Hanson,K,14,DET,MIN,2,2,100,30,4,4,0.00,2011
9,John Kasay,K,14,NO,TEN,3,3,100,29,1,1,0.00,2011
10,Stephen Gostkowski,K,14,NE,WAS,2,2,100,24,4,4,0.00,2011
11,Dan Bailey,K,14,DAL,NYG,2,3,67,49,4,4,0.00,2011
12,Graham Gano,K,14,WAS,NE,2,2,100,25,3,3,0.00,2011
13,Lawrence Tynes,K,14,NYG,DAL,2,2,100,26,3,3,0.00,2011
14,Neil Rackers,K,14,HOU,CIN,2,3,67,46,2,2,0.00,2011
15,Matt Bryant,K,14,ATL,CAR,1,2,50,30,4,4,0.00,2011
16,Nick Novak,K,14,LAC,BUF,1,1,100,47,4,4,0.00,2011
17,Josh Brown,K,14,LAR,SEA,2,2,100,46,1,1,0.00,2011
18,Billy Cundiff,K,14,BAL,IND,1,1,100,36,3,3,0.00,2011
19,Alex Henery,K,14,PHI,MIA,1,1,100,40,3,3,0.00,2011
20,Ryan Succop,K,14,KC,NYJ,1,1,100,53,1,1,0.00,2011
21,Robbie Gould,K,14,CHI,DEN,1,1,100,57,1,1,0.00,2011
22,Josh Scobee,K,14,JAX,TB,0,0,0,0,5,5,0.00,2011
23,Nick Folk,K,14,NYJ,KC,0,0,0,0,5,5,0.00,2011
24,Rob Bironas,K,14,TEN,NO,1,1,100,43,2,2,0.00,2011
25,Adam Vinatieri,K,14,IND,BAL,1,1,100,22,1,1,0.00,2011
26,Ryan Longwell,K,14,MIN,DET,0,0,0,0,4,4,0.00,2011
27,Dan Carpenter,K,14,MIA,PHI,1,2,50,22,1,1,0.00,2011
28,Dave Rayner,K,14,BUF,LAC,1,2,50,37,1,1,0.00,2011
29,Phil Dawson,K,14,CLE,PIT,1,1,100,20,0,0,0.00,2011
30,Olindo Mare,K,14,CAR,ATL,0,1,0,0,3,3,0.00,2011
31,Jay Feely,K,14,ARI,SF,0,0,0,0,3,3,0.00,2011
32,Shaun Suisham,K,14,PIT,CLE,0,0,0,0,2,2,0.00,2011
33,Sebastian Janikowski,K,14,OAK,GB,0,0,0,0,2,2,0.00,2011
34,Connor Barth,K,14,TB,JAX,0,0,0,0,2,2,0.00,2011
