Player,Position,Team,Opponent,Points
Tom Brady,QB,NE,WAS,29.08
Mark Sanchez,QB,NYJ,KC,26.64
Joe Webb,QB,MIN,DET,26.26
Eli Manning,QB,NYG,DAL,25.80
Drew Brees,QB,NO,TEN,25.08
Jake Locker,QB,TEN,NO,24.88
TJ Yates,QB,HOU,CIN,24.60
John Skelton,QB,ARI,SF,22.78
Cam Newton,QB,CAR,ATL,20.64
Philip Rivers,QB,LAC,BUF,20.60
Aaron Rodgers,QB,GB,OAK,18.24
Ben Roethlisberger,QB,PIT,CLE,18.20
Matthew Stafford,QB,DET,MIN,17.48
Tim Tebow,QB,DEN,CHI,16.34
Joe Flacco,QB,BAL,IND,16.08
Rex Grossman,QB,WAS,NE,16.08
Blaine Gabbert,QB,JAX,TB,14.38
Josh Freeman,QB,TB,JAX,12.84
Tarvaris Jackson,QB,SEA,LAR,12.36
Michael Vick,QB,PHI,MIA,12.22
Tyler Palko,QB,KC,NYJ,12.00
Carson Palmer,QB,OAK,GB,11.00
Andy Dalton,QB,CIN,HOU,10.76
Christian Ponder,QB,MIN,DET,9.90
Dan Orlovsky,QB,IND,BAL,8.44
Colt McCoy,QB,CLE,PIT,7.86
Ryan Fitzpatrick,QB,BUF,LAC,7.64
Alex Smith,QB,SF,ARI,6.70
Sam Bradford,QB,LAR,SEA,6.62
Matt Moore,QB,MIA,PHI,5.90
Caleb Hanie,QB,CHI,DEN,5.70
JP Losman,QB,MIA,PHI,2.50
Matt Hasselbeck,QB,TEN,NO,1.76
Seneca Wallace,QB,CLE,PIT,0.52
Kevin Kolb,QB,ARI,SF,0.08
Mark Brunell,QB,NYJ,KC,0.00
Charlie Batch,QB,PIT,CLE,0.00
Tyrod Taylor,QB,BAL,IND,0.00
Chase Daniel,QB,NO,TEN,0.00
Billy Volek,QB,LAC,BUF,-0.20
Matt Flynn,QB,GB,OAK,-0.20
Josh Johnson,QB,TB,JAX,-0.88
Antonio Brown,WR,PIT,CLE,29.10
Julio Jones,WR,ATL,CAR,28.40
Nate Washington,WR,TEN,NO,28.00
Percy Harvin,WR,MIN,DET,26.90
Laurent Robinson,WR,DAL,NYG,26.70
Hakeem Nicks,WR,NYG,DAL,25.40
Doug Baldwin,WR,SEA,LAR,22.30
Wes Welker,WR,NE,WAS,21.60
Steve Smith,WR,CAR,ATL,21.50
Roddy White,WR,ATL,CAR,21.40
Demaryius Thomas,WR,DEN,CHI,21.30
Jabar Gaffney,WR,WAS,NE,21.20
Kevin Walter,WR,HOU,CIN,19.60
Titus Young,WR,DET,MIN,18.70
Steve Johnson,WR,BUF,LAC,18.60
Torrey Smith,WR,BAL,IND,17.40
Jordy Nelson,WR,GB,OAK,17.10
Santana Moss,WR,WAS,NE,17.10
Miles Austin,WR,DAL,NYG,16.80
Early Doucet,WR,ARI,SF,16.30
DeSean Jackson,WR,PHI,MIA,15.90
Victor Cruz,WR,NYG,DAL,15.30
Mario Manningham,WR,NYG,DAL,14.20
Donte' Stallworth,WR,WAS,NE,13.60
Michael Crabtree,WR,SF,ARI,13.30
Brandon Lloyd,WR,LAR,SEA,13.20
Dwayne Bowe,WR,KC,NYJ,12.90
Darrius Heyward-Bey,WR,OAK,GB,12.80
Patrick Crayton,WR,LAC,BUF,12.70
Brandon Marshall,WR,MIA,PHI,12.70
Dez Bryant,WR,DAL,NYG,12.00
Louis Murphy,WR,OAK,GB,12.00
Jerome Simpson,WR,CIN,HOU,11.80
Mike Wallace,WR,PIT,CLE,11.80
Jerheme Urban,WR,KC,NYJ,11.50
Matt Willis,WR,DEN,CHI,11.50
Donald Driver,WR,GB,OAK,11.50
Jerricho Cotchery,WR,PIT,CLE,11.30
AJ Green,WR,CIN,HOU,10.90
Anquan Boldin,WR,BAL,IND,10.70
Vincent Jackson,WR,LAC,BUF,10.50
Pierre Garcon,WR,IND,BAL,9.60
Jarett Dillard,WR,JAX,TB,9.50
Santonio Holmes,WR,NYJ,KC,9.20
David Anderson,WR,WAS,NE,9.20
Kyle Williams,WR,SF,ARI,8.90
Andre Roberts,WR,ARI,SF,8.80
Devin Aromashodu,WR,MIN,DET,8.70
Owen Daniels,TE,HOU,CIN,20.00
Brandon Pettigrew,TE,DET,MIN,17.70
Kevin Boss,TE,OAK,GB,15.30
Jake Ballard,TE,NYG,DAL,15.20
Tony Gonzalez,TE,ATL,CAR,15.20
Aaron Hernandez,TE,NE,WAS,13.40
Greg Olsen,TE,CAR,ATL,13.30
Visanthe Shiancoe,TE,MIN,DET,12.30
Dennis Pitta,TE,BAL,IND,11.90
Joel Dreessen,TE,HOU,CIN,11.20
Jimmy Graham,TE,NO,TEN,10.50
Marcedes Lewis,TE,JAX,TB,9.70
Evan Moore,TE,CLE,PIT,9.50
Jeremy Shockey,TE,CAR,ATL,9.00
Anthony Fasano,TE,MIA,PHI,8.60
Jacob Tamme,TE,IND,BAL,8.30
John Phillips,TE,DAL,NYG,8.20
Brent Celek,TE,PHI,MIA,7.90
Jermaine Gresham,TE,CIN,HOU,7.50
Ryan Taylor,TE,GB,OAK,7.40
Dustin Keller,TE,NYJ,KC,7.40
Kellen Winslow,TE,TB,JAX,5.80
Jeff King,TE,ARI,SF,4.60
Vernon Davis,TE,SF,ARI,4.20
David Johnson,TE,PIT,CLE,4.20
Jason Witten,TE,DAL,NYG,4.20
Craig Stevens,TE,TEN,NO,4.10
Ed Dickson,TE,BAL,IND,3.90
Mike Caussin,TE,BUF,LAC,3.90
Alex Smith,TE,CLE,PIT,3.90
Lance Kendricks,TE,LAR,SEA,3.60
Anthony McCoy,TE,SEA,LAR,3.30
