Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Calvin Johnson,WR,1,DET,NYG,11,7,64,164,2,67,15,23,0,0,0,0,0,38.40,2014
2,Allen Hurns,WR,1,JAX,PHI,9,4,44,110,2,46,12,28,0,0,0,0,0,30.00,2014
3,AJ Green,WR,1,CIN,BAL,9,6,67,131,1,77,15,22,1,5,0,0,0,28.60,2014
4,Steve Smith,WR,1,BAL,CIN,15,7,47,118,1,80,8,17,0,0,0,0,0,27.80,2014
5,Antonio Brown,WR,1,PIT,CLE,6,5,83,116,1,41,19,23,0,0,0,0,0,25.60,2014
6,Cordarrelle Patterson,WR,1,MIN,LAR,5,3,60,26,0,13,5,9,3,102,1,0,0,24.80,2014
7,Brandin Cooks,WR,1,NO,ATL,8,7,88,77,1,32,10,11,1,18,0,0,0,22.50,2014
8,Kelvin Benjamin,WR,1,CAR,TB,8,6,75,92,1,26,12,15,0,0,0,0,0,21.20,2014
9,Julio Jones,WR,1,ATL,NO,9,7,78,116,0,27,13,17,0,0,0,1,1,20.60,2014
10,Mike Wallace,WR,1,MIA,NE,11,7,64,81,1,22,7,12,0,0,0,1,1,20.10,2014
11,Michael Floyd,WR,1,ARI,LAC,7,5,71,119,0,63,17,24,1,2,0,0,0,20.10,2014
12,Brandon Marshall,WR,1,CHI,BUF,12,8,67,71,1,15,6,9,0,0,0,1,1,20.10,2014
13,Jeremy Maclin,WR,1,PHI,JAX,10,4,40,97,1,68,10,24,0,0,0,0,0,19.70,2014
14,DeAndre Hopkins,WR,1,HOU,WAS,5,4,80,89,1,76,18,22,0,0,0,0,0,18.90,2014
15,Reggie Wayne,WR,1,IND,DEN,13,9,69,98,0,22,8,11,0,0,0,0,0,18.80,2014
16,Roddy White,WR,1,ATL,NO,7,5,71,72,1,39,10,14,0,0,0,0,0,18.20,2014
17,Marques Colston,WR,1,NO,ATL,8,5,63,110,0,57,14,22,0,0,0,1,1,18.00,2014
18,Anquan Boldin,WR,1,SF,DAL,9,8,89,99,0,37,11,12,0,0,0,0,0,17.90,2014
19,Randall Cobb,WR,1,GB,SEA,9,6,67,58,1,23,6,10,0,0,0,0,0,17.80,2014
20,Greg Jennings,WR,1,MIN,LAR,7,6,86,58,1,18,8,10,0,0,0,0,0,17.80,2014
21,Pierre Garcon,WR,1,WAS,HOU,12,10,83,77,0,15,6,8,0,0,0,0,0,17.70,2014
22,Julian Edelman,WR,1,NE,MIA,8,6,75,95,0,44,12,16,2,21,0,1,0,17.60,2014
23,Jordy Nelson,WR,1,GB,SEA,14,9,64,83,0,16,6,9,0,0,0,0,0,17.30,2014
24,Percy Harvin,WR,1,SEA,GB,7,7,100,59,0,33,8,8,4,41,0,1,0,17.00,2014
25,Brian Quick,WR,1,LAR,MIN,9,7,78,99,0,23,11,14,0,0,0,0,0,16.90,2014
26,Andrew Hawkins,WR,1,CLE,PIT,10,8,80,87,0,25,9,11,0,0,0,0,0,16.70,2014
27,Kendall Wright,WR,1,TEN,KC,7,6,86,46,1,14,7,8,0,0,0,0,0,16.60,2014
28,Markus Wheaton,WR,1,PIT,CLE,7,6,86,97,0,40,14,16,0,0,0,0,0,15.70,2014
29,Golden Tate,WR,1,DET,NYG,6,6,100,93,0,44,16,16,1,4,0,0,0,15.70,2014
30,Rod Streater,WR,1,OAK,NYJ,7,5,71,46,1,17,7,9,0,0,0,0,0,15.60,2014
31,Donnie Avery,WR,1,KC,TEN,13,7,54,84,0,25,7,12,0,0,0,0,0,15.40,2014
32,Andre Johnson,WR,1,HOU,WAS,9,6,67,93,0,23,10,16,0,0,0,0,0,15.30,2014
33,Terrance Williams,WR,1,DAL,SF,7,4,57,50,1,21,7,13,0,0,0,0,0,15.00,2014
34,Malcom Floyd,WR,1,LAC,ARI,6,4,67,50,1,32,8,13,0,0,0,0,0,15.00,2014
35,Devin Hester,WR,1,ATL,NO,6,5,83,99,0,35,17,20,0,0,0,0,0,14.90,2014
