Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Matt Ryan,QB,1,ATL,NO,31,43,72,448,10,3,0,129,3,15,5,0,34.42,2014
2,Matthew Stafford,QB,1,DET,NYG,22,32,69,346,11,2,0,125,4,2,1,1,33.04,2014
3,Andrew Luck,QB,1,IND,DEN,35,53,66,370,7,2,2,83,5,19,4,1,31.70,2014
4,Carson Palmer,QB,1,ARI,LAC,24,37,65,304,8,2,0,108,4,29,7,0,25.06,2014
5,Jay Cutler,QB,1,CHI,BUF,34,49,69,349,7,2,2,86,0,0,0,0,22.96,2014
6,Peyton Manning,QB,1,DEN,IND,22,36,61,269,8,3,0,112,4,-3,-1,0,22.46,2014
7,Ben Roethlisberger,QB,1,PIT,CLE,23,34,68,365,11,1,1,101,2,8,4,0,21.40,2014
8,Andy Dalton,QB,1,CIN,BAL,25,38,66,301,8,1,0,99,6,3,1,0,21.34,2014
9,Nick Foles,QB,1,PHI,JAX,27,45,60,322,7,2,1,87,0,0,0,0,20.88,2014
10,Joe Flacco,QB,1,BAL,CIN,35,62,57,345,6,1,1,71,3,7,2,0,20.50,2014
11,Jake Locker,QB,1,TEN,KC,22,33,67,266,8,2,0,111,6,14,2,0,20.04,2014
12,Drew Brees,QB,1,NO,ATL,29,42,69,333,8,1,1,91,1,2,2,0,19.52,2014
13,Russell Wilson,QB,1,SEA,GB,19,28,68,191,7,2,0,111,7,29,4,0,18.54,2014
14,Chad Henne,QB,1,JAX,PHI,24,43,56,266,6,2,0,90,1,8,8,0,18.44,2014
15,Derek Anderson,QB,1,CAR,TB,24,34,71,230,7,2,0,109,3,10,3,0,18.20,2014
16,EJ Manuel,QB,1,BUF,CHI,16,22,73,173,8,1,1,92,6,19,3,1,17.82,2014
17,Colin Kaepernick,QB,1,SF,DAL,16,23,70,201,9,2,0,125,5,11,2,0,17.14,2014
18,Josh McCown,QB,1,TB,CAR,22,35,63,183,5,2,2,71,3,27,9,0,16.02,2014
19,Geno Smith,QB,1,NYJ,OAK,23,28,82,221,8,1,1,97,10,38,4,0,14.64,2014
20,Matt Cassel,QB,1,MIN,LAR,17,25,68,170,7,2,0,114,3,-2,-1,0,14.60,2014
21,Derek Carr,QB,1,OAK,NYJ,20,32,63,151,5,2,0,95,1,-1,-1,0,13.94,2014
22,Ryan Tannehill,QB,1,MIA,NE,18,32,56,178,6,2,1,80,3,-2,-1,0,13.92,2014
23,Philip Rivers,QB,1,LAC,ARI,21,36,58,238,7,1,1,76,2,10,5,0,13.52,2014
24,Ryan Fitzpatrick,QB,1,HOU,WAS,14,22,64,206,9,1,0,109,4,10,3,0,13.24,2014
25,Brian Hoyer,QB,1,CLE,PIT,19,31,61,230,7,1,0,95,1,-2,-2,0,13.00,2014
26,Alex Smith,QB,1,KC,TEN,19,35,54,202,6,1,3,45,6,36,6,0,12.68,2014
27,Tom Brady,QB,1,NE,MIA,29,56,52,249,4,1,0,70,1,3,3,0,12.26,2014
28,Tony Romo,QB,1,DAL,SF,23,37,62,281,8,1,3,61,0,0,0,0,12.24,2014
29,Aaron Rodgers,QB,1,GB,SEA,23,33,70,189,6,1,1,82,0,0,0,0,10.56,2014
30,Robert Griffin III,QB,1,WAS,HOU,29,37,78,267,7,0,0,97,3,2,1,0,9.88,2014
31,Eli Manning,QB,1,NYG,DET,18,33,55,163,5,1,2,53,0,0,0,0,8.52,2014
32,Austin Davis,QB,1,LAR,MIN,16,23,70,192,8,0,1,77,1,0,0,0,6.68,2014
33,Shaun Hill,QB,1,LAR,MIN,8,13,62,81,6,0,1,47,1,-1,-1,0,2.14,2014
34,Michael Vick,QB,1,NYJ,OAK,0,1,0,0,0,0,0,40,0,0,0,0,0.00,2014
35,Luke McCown,QB,1,NO,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
