,Player,Position,Team,Opponent,Points,PlayerID
0,Andrew Luck,QB,IND,DEN,31.7,00-0029668
1,Carson Palmer,QB,ARI,LAC,25.06,00-0021429
2,Jay Cutler,QB,CHI,BUF,22.96,00-0024226
3,Peyton Manning,QB,DEN,IND,22.46,00-0010346
4,Ben Roethlisberger,QB,PIT,CLE,21.4,00-0022924
5,Andy Dalton,QB,CIN,BAL,21.34,00-0027973
6,Nick Foles,QB,PHI,JAX,20.88,00-0029567
7,Joe Flacco,QB,BAL,CIN,20.5,00-0026158
8,Jake Locker,QB,TEN,KC,20.04,00-0027946
9,Drew Brees,QB,NO,ATL,19.52,00-0020531
10,Russell Wilson,QB,SEA,GB,18.54,00-0029263
11,Chad Henne,QB,JAX,PHI,18.44,00-0026197
12,Derek Anderson,QB,CAR,TB,18.2,00-0023645
13,EJ Manuel,QB,BUF,CHI,17.82,00-0030526
14,Colin Kaepernick,QB,SF,DAL,17.14,00-0027974
15,Josh McCown,QB,TB,CAR,16.02,00-0021206
16,Geno Smith,QB,NYJ,OAK,14.64,00-0030565
17,Matt Cassel,QB,MIN,LAR,14.6,00-0023662
18,Derek Carr,QB,OAK,NYJ,13.94,00-0031280
19,Ryan Tannehill,QB,MIA,NE,13.92,00-0029701
20,Philip Rivers,QB,LAC,ARI,13.52,00-0022942
21,Ryan Fitzpatrick,QB,HOU,WAS,13.24,00-0023682
22,Brian Hoyer,QB,CLE,PIT,13.0,00-0026625
23,Alex Smith,QB,KC,TEN,12.68,00-0023436
24,Tom Brady,QB,NE,MIA,12.26,00-0019596
25,Tony Romo,QB,DAL,SF,12.24,00-0021678
26,Aaron Rodgers,QB,GB,SEA,10.56,00-0023459
27,Robert Griffin III,QB,WAS,HOU,9.88,00-0029532
28,Eli Manning,QB,NYG,DET,8.52,00-0022803
29,Austin Davis,QB,LA,MIN,6.68,00-0028957
30,Shaun Hill,QB,LA,MIN,2.14,00-0020679
31,Luke McCown,QB,NO,ATL,0.0,00-0022864
32,Michael Vick,QB,NYJ,OAK,0.0,
33,AJ Green,WR,CIN,BAL,28.6,00-0027942
34,Steve Smith,WR,BAL,CIN,27.8,
35,Antonio Brown,WR,PIT,CLE,25.6,00-0027793
36,Cordarrelle Patterson,WR,MIN,LAR,24.8,00-0030578
37,Brandin Cooks,WR,NO,ATL,22.5,00-0031236
38,Kelvin Benjamin,WR,CAR,TB,21.2,00-0031359
39,Julio Jones,WR,ATL,NO,20.6,00-0027944
40,Michael Floyd,WR,ARI,LAC,20.1,00-0029638
41,Mike Wallace,WR,MIA,NE,20.1,00-0026901
42,Brandon Marshall,WR,CHI,BUF,20.1,00-0024334
43,Jeremy Maclin,WR,PHI,JAX,19.7,00-0026995
44,DeAndre Hopkins,WR,HOU,WAS,18.9,00-0030564
45,Reggie Wayne,WR,IND,DEN,18.8,00-0020498
46,Roddy White,WR,ATL,NO,18.2,00-0023462
47,Marques Colston,WR,NO,ATL,18.0,00-0024466
48,Anquan Boldin,WR,SF,DAL,17.9,00-0022084
49,Randall Cobb,WR,GB,SEA,17.8,00-0028002
50,Greg Jennings,WR,MIN,LAR,17.8,00-0024267
51,Pierre Garcon,WR,WAS,HOU,17.7,00-0026345
52,Julian Edelman,WR,NE,MIA,17.6,00-0027150
53,Jordy Nelson,WR,GB,SEA,17.3,00-0026176
54,Percy Harvin,WR,SEA,GB,17.0,00-0026998
55,Brian Quick,WR,LA,MIN,16.9,00-0029640
56,Andrew Hawkins,WR,CLE,PIT,16.7,00-0027918
57,Kendall Wright,WR,TEN,KC,16.6,00-0029708
58,Markus Wheaton,WR,PIT,CLE,15.7,00-0030460
59,Golden Tate,WR,DET,NYG,15.7,00-0027891
60,Rod Streater,WR,OAK,NYJ,15.6,00-0029129
61,Donnie Avery,WR,KC,TEN,15.4,00-0026173
62,Andre Johnson,WR,HOU,WAS,15.3,00-0022044
63,Terrance Williams,WR,DAL,SF,15.0,00-0030542
64,Malcom Floyd,WR,LAC,ARI,15.0,00-0022414
65,Devin Hester,WR,ATL,NO,14.9,00-0024272
66,Emmanuel Sanders,WR,DEN,IND,14.8,00-0027685
67,Hakeem Nicks,WR,IND,DEN,14.6,00-0027005
68,DeSean Jackson,WR,WAS,HOU,13.3,00-0026189
69,Harry Douglas,WR,ATL,NO,12.9,00-0026224
70,James Jones,WR,OAK,NYJ,12.4,00-0025465
71,Eric Decker,WR,NYJ,OAK,12.4,00-0027690
72,Marqise Lee,WR,JAX,PHI,12.2,00-0031431
73,Alshon Jeffery,WR,CHI,BUF,12.1,00-0029137
74,Ricardo Lockette,WR,SEA,GB,11.8,00-0028442
75,Robert Woods,WR,BUF,CHI,11.8,00-0030431
76,Travis Benjamin,WR,CLE,PIT,11.0,00-0029269
77,John Brown,WR,ARI,LAC,10.9,00-0031051
78,Chris Owusu,WR,TB,CAR,10.0,00-0028905
79,Mohamed Sanu,WR,CIN,BAL,10.0,00-0029632
80,Nate Washington,WR,TEN,KC,9.9,00-0023367
