Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Matt Bryant,K,1,ATL,NO,3,3,100,52,4,4,0.00,2014
2,Caleb Sturgis,K,1,MIA,NE,4,4,100,38,3,3,0.00,2014
3,Mike Nugent,K,1,CIN,BAL,5,6,83,49,0,0,0.00,2014
4,Ryan Succop,K,1,TEN,KC,4,4,100,47,2,2,0.00,2014
5,Shaun Suisham,K,1,PIT,CLE,3,3,100,41,3,3,0.00,2014
6,Blair Walsh,K,1,MIN,LAR,2,2,100,52,4,4,0.00,2014
7,Cody Parkey,K,1,PHI,JAX,2,2,100,51,4,4,0.00,2014
8,Dan Carpenter,K,1,BUF,CHI,3,3,100,50,2,2,0.00,2014
9,Steven Hauschka,K,1,SEA,GB,2,2,100,35,4,4,0.00,2014
10,Shayne Graham,K,1,NO,ATL,2,2,100,50,4,4,0.00,2014
11,Billy Cundiff,K,1,CLE,PIT,2,2,100,39,3,3,0.00,2014
12,Nate Freese,K,1,DET,NYG,2,3,67,28,3,3,0.00,2014
13,Robbie Gould,K,1,CHI,BUF,2,2,100,41,2,2,0.00,2014
14,Stephen Gostkowski,K,1,NE,MIA,2,2,100,47,2,2,0.00,2014
15,Greg Zuerlein,K,1,LAR,MIN,2,3,67,56,0,0,0.00,2014
16,Graham Gano,K,1,CAR,TB,2,3,67,33,2,2,0.00,2014
17,Nick Folk,K,1,NYJ,OAK,2,2,100,45,1,1,0.00,2014
18,Brandon McManus,K,1,DEN,IND,1,1,100,21,4,4,0.00,2014
19,Adam Vinatieri,K,1,IND,DEN,1,1,100,25,3,3,0.00,2014
20,Chandler Catanzaro,K,1,ARI,LAC,2,2,100,44,0,0,0.00,2014
21,Josh Scobee,K,1,JAX,PHI,1,3,33,49,2,2,0.00,2014
22,Randy Bullock,K,1,HOU,WAS,1,1,100,42,2,2,0.00,2014
23,Dan Bailey,K,1,DAL,SF,1,1,100,29,2,2,0.00,2014
24,Nick Novak,K,1,LAC,ARI,1,1,100,36,2,2,0.00,2014
25,Mason Crosby,K,1,GB,SEA,1,1,100,23,1,1,0.00,2014
26,Cairo Santos,K,1,KC,TEN,1,2,50,35,1,1,0.00,2014
27,Justin Tucker,K,1,BAL,CIN,1,2,50,38,1,1,0.00,2014
28,Phil Dawson,K,1,SF,DAL,0,1,0,0,4,4,0.00,2014
29,Sebastian Janikowski,K,1,OAK,NYJ,0,0,0,0,2,2,0.00,2014
30,Patrick Murray,K,1,TB,CAR,0,0,0,0,2,2,0.00,2014
31,Josh Brown,K,1,NYG,DET,0,0,0,0,2,2,0.00,2014
32,Kai Forbath,K,1,WAS,HOU,0,0,0,0,0,0,0.00,2014
33,Jordan Gay,K,1,BUF,CHI,0,0,0,0,0,0,0.00,2014
