Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Kai Forbath,K,7,MIN,BAL,6,6,100,52,0,1,0.00,2017
2,Greg Zuerlein,K,7,LAR,ARI,4,4,100,53,3,3,0.00,2017
3,Chris Boswell,K,7,PIT,CIN,5,5,100,49,2,2,0.00,2017
4,Harrison Butker,K,7,KC,OAK,3,3,100,53,3,3,0.00,2017
5,Steven Hauschka,K,7,BUF,TB,3,4,75,52,3,3,0.00,2017
6,Justin Tucker,K,7,BAL,MIN,3,3,100,57,1,1,0.00,2017
7,Ryan Succop,K,7,TEN,CLE,4,5,80,47,0,0,0.00,2017
8,Jake Elliott,K,7,PHI,WAS,2,3,67,50,4,4,0.00,2017
9,Patrick Murray,K,7,TB,BUF,2,2,100,50,3,3,0.00,2017
10,Zane Gonzalez,K,7,CLE,TEN,3,3,100,54,0,0,0.00,2017
11,Stephen Gostkowski,K,7,NE,ATL,3,3,100,38,2,2,0.00,2017
12,Josh Lambo,K,7,JAX,IND,2,2,100,42,3,3,0.00,2017
13,Wil Lutz,K,7,NO,GB,2,2,100,44,2,3,0.00,2017
14,Giorgio Tavecchio,K,7,OAK,KC,1,3,33,26,4,4,0.00,2017
15,Cody Parkey,K,7,MIA,NYJ,1,1,100,39,4,4,0.00,2017
16,Blair Walsh,K,7,SEA,NYG,1,1,100,39,3,3,0.00,2017
17,Nick Rose,K,7,WAS,PHI,1,1,100,27,3,3,0.00,2017
18,Mason Crosby,K,7,GB,NO,1,2,50,46,2,2,0.00,2017
19,Connor Barth,K,7,CHI,CAR,1,2,50,19,2,2,0.00,2017
20,Chandler Catanzaro,K,7,NYJ,MIA,0,0,0,0,4,4,0.00,2017
21,Robbie Gould,K,7,SF,DAL,1,1,100,42,1,1,0.00,2017
22,Graham Gano,K,7,CAR,CHI,1,1,100,36,0,0,0.00,2017
23,Nick Novak,K,7,LAC,DEN,0,0,0,0,3,3,0.00,2017
24,Dan Bailey,K,7,DAL,SF,0,0,0,0,2,2,0.00,2017
25,Randy Bullock,K,7,CIN,PIT,0,0,0,0,2,2,0.00,2017
26,Aldrick Rosas,K,7,NYG,SEA,0,1,0,0,1,1,0.00,2017
27,Matt Bryant,K,7,ATL,NE,0,2,0,0,1,1,0.00,2017
28,Michael Palardy,K,7,CAR,CHI,0,0,0,0,0,0,0.00,2017
29,Phil Dawson,K,7,ARI,LAR,0,1,0,0,0,0,0.00,2017
30,Brandon McManus,K,7,DEN,LAC,0,0,0,0,0,0,0.00,2017
