Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,OJ Howard,TE,7,TB,BUF,6,6,100,98,2,33,16,16,0,0,0,1,0,27.80,2017
2,Jordan Reed,TE,7,WAS,PHI,10,8,80,64,2,20,6,8,0,0,0,0,0,26.40,2017
3,Zach Ertz,TE,7,PHI,WAS,5,5,100,89,1,46,18,18,0,0,0,0,0,19.90,2017
4,Jared Cook,TE,7,OAK,KC,7,6,86,107,0,28,15,18,0,0,0,0,0,19.70,2017
5,Evan Engram,TE,7,NYG,SEA,12,6,50,60,1,25,5,10,0,0,0,0,0,18.00,2017
6,Jason Witten,TE,7,DAL,SF,4,4,100,54,1,18,14,14,0,0,0,0,0,15.40,2017
7,Jimmy Graham,TE,7,SEA,NYG,6,3,50,51,1,29,9,17,0,0,0,0,0,14.10,2017
8,Travis Kelce,TE,7,KC,OAK,5,4,80,33,1,10,7,8,0,0,0,0,0,13.30,2017
9,Tyler Kroft,TE,7,CIN,PIT,4,4,100,23,1,10,6,6,0,0,0,0,0,12.30,2017
10,Delanie Walker,TE,7,TEN,CLE,10,7,70,63,0,16,6,9,0,0,0,1,1,12.30,2017
11,Cameron Brate,TE,7,TB,BUF,9,6,67,60,0,14,7,10,0,0,0,1,0,12.00,2017
12,AJ Derby,TE,7,DEN,LAC,7,6,86,66,0,23,9,11,0,0,0,1,1,11.60,2017
13,Anthony Fasano,TE,7,MIA,NYJ,4,3,75,25,1,22,6,8,0,0,0,1,0,11.50,2017
14,Hunter Henry,TE,7,LAC,DEN,5,4,80,73,0,34,15,18,0,0,0,0,0,11.30,2017
15,Austin Seferian-Jenkins,TE,7,NYJ,MIA,5,3,60,21,1,10,4,7,0,0,0,0,0,11.10,2017
16,Marcedes Lewis,TE,7,JAX,IND,3,2,67,29,1,24,10,15,0,0,0,0,0,10.90,2017
17,Vernon Davis,TE,7,WAS,PHI,4,4,100,67,0,31,17,17,0,0,0,0,0,10.70,2017
18,Jack Doyle,TE,7,IND,JAX,7,6,86,44,0,12,6,7,0,0,0,0,0,10.40,2017
19,Kyle Rudolph,TE,7,MIN,BAL,7,5,71,43,0,19,6,9,0,0,0,0,0,9.30,2017
20,Logan Thomas,TE,7,BUF,TB,1,1,100,22,1,22,22,22,0,0,0,0,0,9.20,2017
21,Julius Thomas,TE,7,MIA,NYJ,4,3,75,58,0,25,15,19,0,0,0,0,0,8.80,2017
22,Benjamin Watson,TE,7,BAL,MIN,5,5,100,38,0,20,8,8,0,0,0,0,0,8.80,2017
23,Rob Gronkowski,TE,7,NE,ATL,7,3,43,51,0,27,7,17,0,0,0,0,0,8.10,2017
24,Nick O'Leary,TE,7,BUF,TB,2,2,100,58,0,32,29,29,0,0,0,0,0,7.80,2017
25,David Njoku,TE,7,CLE,TEN,5,2,40,58,0,31,12,29,0,0,0,0,0,7.80,2017
26,Vance McDonald,TE,7,PIT,CIN,3,2,67,37,0,28,12,19,0,0,0,0,0,5.70,2017
27,Zach Miller,TE,7,CHI,CAR,3,2,67,29,0,24,10,15,0,0,0,0,0,4.90,2017
28,Ed Dickson,TE,7,CAR,CHI,5,3,60,18,0,11,4,6,0,0,0,0,0,4.80,2017
29,Seth DeValve,TE,7,CLE,TEN,4,2,50,27,0,17,7,14,0,0,0,0,0,4.70,2017
30,Tyler Higbee,TE,7,LAR,ARI,3,3,100,13,0,5,4,4,0,0,0,0,0,4.30,2017
31,Niles Paul,TE,7,WAS,PHI,1,1,100,32,0,32,32,32,0,0,0,0,0,4.20,2017
32,Coby Fleener,TE,7,NO,GB,3,2,67,22,0,17,7,11,0,0,0,0,0,4.20,2017
33,Jonnu Smith,TE,7,TEN,CLE,4,2,50,22,0,14,6,11,0,0,0,0,0,4.20,2017
34,Martellus Bennett,TE,7,GB,NO,3,2,67,17,0,12,6,9,0,0,0,0,0,3.70,2017
35,Eric Tomlinson,TE,7,NYJ,MIA,1,1,100,26,0,26,26,26,0,0,0,0,0,3.60,2017
36,Demetrius Harris,TE,7,KC,OAK,3,2,67,16,0,12,5,8,0,0,0,0,0,3.60,2017
37,Nick Boyle,TE,7,BAL,MIN,3,2,67,12,0,8,4,6,0,0,0,0,0,3.20,2017
38,Jermaine Gresham,TE,7,ARI,LAR,3,1,33,18,0,18,6,18,0,0,0,0,0,2.80,2017
39,George Kittle,TE,7,SF,DAL,2,1,50,16,0,16,8,16,0,0,0,0,0,2.60,2017
40,Luke Willson,TE,7,SEA,NYG,1,1,100,13,0,13,13,13,0,0,0,0,0,2.30,2017
41,Xavier Grimble,TE,7,PIT,CIN,1,1,100,12,0,12,12,12,0,0,0,0,0,2.20,2017
42,Nick Vannett,TE,7,SEA,NYG,1,1,100,12,0,12,12,12,0,0,0,0,0,2.20,2017
43,Chris Manhertz,TE,7,CAR,CHI,2,1,50,11,0,11,6,11,0,0,0,0,0,2.10,2017
44,Garrett Celek,TE,7,SF,DAL,1,1,100,11,0,11,11,11,0,0,0,0,0,2.10,2017
45,Ben Koyack,TE,7,JAX,IND,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70,2017
46,Darrell Daniels,TE,7,IND,JAX,3,1,33,7,0,7,2,7,0,0,0,0,0,1.70,2017
47,Geoff Swaim,TE,7,DAL,SF,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70,2017
48,Virgil Green,TE,7,DEN,LAC,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70,2017
49,CJ Uzomah,TE,7,CIN,PIT,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70,2017
50,Trey Burton,TE,7,PHI,WAS,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70,2017
