Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Amari Cooper,WR,7,OAK,KC,19,11,58,210,2,45,11,19,0,0,0,0,0,47.00,2017
2,Tyreek Hill,WR,7,KC,OAK,8,6,75,125,1,64,16,21,2,7,0,0,0,28.20,2017
3,Kenny Stills,WR,7,MIA,NYJ,9,6,67,85,2,36,9,14,0,0,0,0,0,26.50,2017
4,Julio Jones,WR,7,ATL,NE,13,9,69,99,1,16,8,11,0,0,0,0,0,24.90,2017
5,Doug Baldwin,WR,7,SEA,NYG,12,9,75,92,1,32,8,10,0,0,0,0,0,24.20,2017
6,Ted Ginn,WR,7,NO,GB,7,7,100,141,0,47,20,20,0,0,0,1,0,24.10,2017
7,Jarvis Landry,WR,7,MIA,NYJ,11,7,64,93,1,29,9,13,0,0,0,0,0,22.30,2017
8,Mike Evans,WR,7,TB,BUF,10,7,70,88,1,23,9,13,0,0,0,1,0,21.80,2017
9,Dez Bryant,WR,7,DAL,SF,10,7,70,63,1,27,6,9,0,0,0,0,0,19.30,2017
10,Allen Hurns,WR,7,JAX,IND,8,5,63,101,0,50,13,20,0,0,0,0,0,18.10,2017
11,Deonte Thompson,WR,7,BUF,TB,4,4,100,107,0,44,27,27,1,0,0,0,0,17.70,2017
12,Travis Benjamin,WR,7,LAC,DEN,1,1,100,42,1,42,42,42,1,4,0,0,0,17.60,2017
13,Antonio Brown,WR,7,PIT,CIN,10,4,40,65,1,23,7,16,0,0,0,0,0,16.50,2017
14,Brandin Cooks,WR,7,NE,ATL,5,4,80,65,1,27,13,16,0,0,0,0,0,16.50,2017
15,Michael Thomas,WR,7,NO,GB,11,7,64,82,0,21,8,12,0,0,0,0,0,15.20,2017
16,Cooper Kupp,WR,7,LAR,ARI,10,4,40,51,1,18,5,13,0,0,0,0,0,15.10,2017
17,Nelson Agholor,WR,7,PHI,WAS,5,4,80,45,1,14,9,11,0,0,0,0,0,14.50,2017
18,Paul Richardson,WR,7,SEA,NYG,2,2,100,61,1,38,31,31,0,0,0,0,0,14.10,2017
19,Mack Hollins,WR,7,PHI,WAS,1,1,100,64,1,64,64,64,0,0,0,0,0,13.40,2017
20,Albert Wilson,WR,7,KC,OAK,2,1,50,63,1,63,32,63,0,0,0,0,0,13.30,2017
21,Brandon LaFell,WR,7,CIN,PIT,7,4,57,28,1,9,4,7,0,0,0,0,0,12.80,2017
22,Robby Anderson,WR,7,NYJ,MIA,5,3,60,35,1,18,7,12,0,0,0,0,0,12.50,2017
23,Mohamed Sanu,WR,7,ATL,NE,10,6,60,65,0,19,7,11,0,0,0,0,0,12.50,2017
24,DeSean Jackson,WR,7,TB,BUF,8,5,63,73,0,20,9,15,0,0,0,0,0,12.30,2017
25,Marquise Goodwin,WR,7,SF,DAL,8,4,50,80,0,48,10,20,0,0,0,0,0,12.00,2017
26,Juju Smith-Schuster,WR,7,PIT,CIN,3,2,67,39,1,31,13,20,0,0,0,0,0,11.90,2017
27,Demarcus Robinson,WR,7,KC,OAK,8,5,63,69,0,33,9,14,0,0,0,0,0,11.90,2017
28,Michael Crabtree,WR,7,OAK,KC,7,3,43,24,1,17,3,8,0,0,0,0,0,11.40,2017
29,Robert Woods,WR,7,LAR,ARI,7,5,71,59,0,17,8,12,1,4,0,0,0,11.30,2017
30,Marqise Lee,WR,7,JAX,IND,6,4,67,72,0,45,12,18,0,0,0,1,0,11.20,2017
31,Chris Moore,WR,7,BAL,MIN,8,2,25,36,1,23,5,18,1,-5,0,0,0,11.10,2017
32,Brandon Coleman,WR,7,NO,GB,3,2,67,31,1,22,10,16,0,0,0,0,0,11.10,2017
33,Chris Hogan,WR,7,NE,ATL,6,4,67,71,0,30,12,18,0,0,0,0,0,11.10,2017
34,Jermaine Kearse,WR,7,NYJ,MIA,4,1,25,29,1,29,7,29,0,0,0,0,0,9.90,2017
35,Pierre Garcon,WR,7,SF,DAL,7,5,71,49,0,19,7,10,0,0,0,0,0,9.90,2017
36,Kelvin Benjamin,WR,7,CAR,CHI,6,3,50,65,0,37,11,22,0,0,0,0,0,9.50,2017
37,Bennie Fowler,WR,7,DEN,LAC,5,5,100,45,0,13,9,9,0,0,0,0,0,9.50,2017
38,Adam Thielen,WR,7,MIN,BAL,12,5,42,41,0,14,3,8,0,0,0,0,0,9.10,2017
39,Keelan Cole,WR,7,JAX,IND,3,2,67,64,0,52,21,32,0,0,0,0,0,8.40,2017
40,Jarius Wright,WR,7,MIN,BAL,4,3,75,54,0,30,14,18,0,0,0,0,0,8.40,2017
41,Tyler Lockett,WR,7,SEA,NYG,7,4,57,29,0,14,4,7,3,15,0,0,0,8.40,2017
42,Devin Funchess,WR,7,CAR,CHI,8,4,50,41,0,20,5,10,0,0,0,0,0,8.10,2017
43,Michael Campanaro,WR,7,BAL,MIN,3,3,100,31,0,18,10,10,1,19,0,0,0,8.00,2017
44,Trent Taylor,WR,7,SF,DAL,5,5,100,39,0,13,8,8,0,0,0,1,1,7.90,2017
45,Taywan Taylor,WR,7,TEN,CLE,4,3,75,45,0,23,11,15,0,0,0,0,0,7.50,2017
46,Sammy Watkins,WR,7,LAR,ARI,5,3,60,42,0,16,8,14,0,0,0,0,0,7.20,2017
47,Keenan Allen,WR,7,LAC,DEN,7,3,43,41,0,19,6,14,0,0,0,0,0,7.10,2017
48,AJ Green,WR,7,CIN,PIT,6,3,50,41,0,16,7,14,0,0,0,0,0,7.10,2017
49,Rishard Matthews,WR,7,TEN,CLE,6,3,50,40,0,18,7,13,0,0,0,0,0,7.00,2017
50,Josh Doctson,WR,7,WAS,PHI,5,3,60,39,0,17,8,13,0,0,0,0,0,6.90,2017
