,Player,Position,Team,Opponent,Points,PlayerID
0,Dak Prescott,QB,DAL,SF,29.96,00-0033077
1,Russell Wilson,QB,SEA,NYG,29.36,00-0029263
2,Alex Smith,QB,KC,OAK,28.68,00-0023436
3,Jameis Winston,QB,TB,BUF,28.36,00-0031503
4,Kirk Cousins,QB,WAS,PHI,27.92,00-0029604
5,Josh McCown,QB,NYJ,MIA,25.46,00-0021206
6,Drew Brees,QB,NO,GB,24.14,00-0020531
7,Blake Bortles,QB,JAX,IND,20.3,00-0031407
8,Tyrod Taylor,QB,BUF,TB,20.02,00-0028118
9,Jared Goff,QB,LA,ARI,19.7,00-0033106
10,Tom Brady,QB,NE,ATL,18.46,00-0019596
11,Matt Ryan,QB,ATL,NE,17.02,00-0026143
12,Ben Roethlisberger,QB,PIT,CIN,16.66,00-0022924
13,CJ Beathard,QB,SF,DAL,16.4,00-0033936
14,Philip Rivers,QB,LAC,DEN,15.32,00-0022942
15,Matt Moore,QB,MIA,NYJ,14.52,00-0025708
16,Brett Hundley,QB,GB,NO,12.88,00-0031589
17,Jay Cutler,QB,MIA,NYJ,12.52,00-0024226
18,Andy Dalton,QB,CIN,PIT,12.4,00-0027973
19,Joe Flacco,QB,BAL,MIN,11.44,00-0026158
20,Jacoby Brissett,QB,IND,JAX,11.1,00-0033119
21,Cam Newton,QB,CAR,CHI,10.44,00-0027939
22,Marcus Mariota,QB,TEN,CLE,8.92,00-0032268
23,Eli Manning,QB,NYG,SEA,8.36,00-0022803
24,Trevor Siemian,QB,DEN,LAC,7.68,00-0032156
25,Case Keenum,QB,MIN,BAL,7.42,00-0028986
26,Mitch Trubisky,QB,CHI,CAR,4.58,00-0033869
27,Carson Palmer,QB,ARI,LAR,3.88,00-0021429
28,Cody Kessler,QB,CLE,TEN,3.74,00-0033104
29,Deshone Kizer,QB,CLE,TEN,2.56,00-0033899
30,Drew Stanton,QB,ARI,LAR,2.04,00-0025430
31,Cooper Rush,QB,DAL,SF,1.38,00-0033662
32,Joe Webb,QB,BUF,TB,0.0,00-0027796
33,Matt Cassel,QB,TEN,CLE,0.0,00-0023662
34,Brandon Weeden,QB,TEN,CLE,0.0,00-0029677
