Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Derek Carr,QB,7,OAK,KC,29,52,56,417,8,3,0,101,1,15,15,0,33.18,2017
2,Carson Wentz,QB,7,PHI,WAS,17,25,68,268,11,4,1,126,8,63,8,0,32.02,2017
3,Dak Prescott,QB,7,DAL,SF,16,25,64,234,9,3,0,134,4,26,7,1,29.96,2017
4,Russell Wilson,QB,7,SEA,NYG,27,39,69,334,9,3,0,121,2,10,5,0,29.36,2017
5,Alex Smith,QB,7,KC,OAK,25,36,69,342,10,3,0,127,1,0,0,0,28.68,2017
6,Jameis Winston,QB,7,TB,BUF,32,44,73,384,9,3,1,112,1,0,0,0,28.36,2017
7,Kirk Cousins,QB,7,WAS,PHI,30,40,75,303,8,3,1,111,3,18,6,0,27.92,2017
8,Josh McCown,QB,7,NYJ,MIA,17,27,63,209,8,3,1,108,3,1,0,1,25.46,2017
9,Drew Brees,QB,7,NO,GB,27,38,71,331,9,1,2,84,5,-1,0,1,24.14,2017
10,Blake Bortles,QB,7,JAX,IND,18,26,69,330,13,1,0,125,4,11,3,0,20.30,2017
11,Tyrod Taylor,QB,7,BUF,TB,20,33,61,268,8,1,0,97,6,53,9,0,20.02,2017
12,Jared Goff,QB,7,LAR,ARI,22,37,60,235,6,1,1,76,2,13,7,1,19.70,2017
13,Tom Brady,QB,7,NE,ATL,21,29,72,249,9,2,0,121,5,5,1,0,18.46,2017
14,Matt Ryan,QB,7,ATL,NE,23,33,70,233,7,1,0,100,3,37,12,0,17.02,2017
15,Ben Roethlisberger,QB,7,PIT,CIN,14,24,58,224,9,2,0,117,3,-3,-1,0,16.66,2017
16,CJ Beathard,QB,7,SF,DAL,22,38,58,235,6,0,0,76,5,30,6,1,16.40,2017
17,Philip Rivers,QB,7,LAC,DEN,15,26,58,183,7,2,0,105,0,0,0,0,15.32,2017
18,Matt Moore,QB,7,MIA,NYJ,13,21,62,188,9,2,1,103,0,0,0,0,14.52,2017
19,Brett Hundley,QB,7,GB,NO,12,25,48,87,4,0,1,40,3,44,15,1,12.88,2017
20,Jay Cutler,QB,7,MIA,NYJ,12,16,75,138,9,2,1,114,0,0,0,0,12.52,2017
21,Andy Dalton,QB,7,CIN,PIT,17,30,57,140,5,2,2,63,3,8,3,0,12.40,2017
22,Joe Flacco,QB,7,BAL,MIN,27,39,69,186,5,1,0,88,1,0,0,0,11.44,2017
23,Jacoby Brissett,QB,7,IND,JAX,22,37,60,200,5,0,0,74,5,31,6,0,11.10,2017
24,Cam Newton,QB,7,CAR,CHI,21,34,62,211,6,0,2,55,9,50,6,0,10.44,2017
25,Marcus Mariota,QB,7,TEN,CLE,21,34,62,203,6,0,0,78,1,8,8,0,8.92,2017
26,Eli Manning,QB,7,NYG,SEA,19,39,49,134,3,1,0,66,0,0,0,0,8.36,2017
27,Trevor Siemian,QB,7,DEN,LAC,25,35,71,207,6,0,1,74,2,14,7,0,7.68,2017
28,Case Keenum,QB,7,MIN,BAL,20,31,65,188,6,0,1,68,1,9,9,0,7.42,2017
29,Mitch Trubisky,QB,7,CHI,CAR,4,7,57,107,15,0,0,102,5,3,1,0,4.58,2017
30,Carson Palmer,QB,7,ARI,LAR,10,18,56,122,7,0,1,53,0,0,0,0,3.88,2017
31,Cody Kessler,QB,7,CLE,TEN,10,19,53,121,6,0,1,51,1,-1,-1,0,3.74,2017
32,Deshone Kizer,QB,7,CLE,TEN,12,20,60,114,6,0,2,36,0,0,0,0,2.56,2017
33,Drew Stanton,QB,7,ARI,LAR,5,14,36,66,5,0,1,22,1,4,4,0,2.04,2017
34,Cooper Rush,QB,7,DAL,SF,1,2,50,2,1,0,0,56,2,13,7,0,1.38,2017
35,Joe Webb,QB,7,BUF,TB,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2017
36,Matt Cassel,QB,7,TEN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2017
37,Brandon Weeden,QB,7,TEN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2017
38,Sean Mannion,QB,7,LAR,ARI,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2017
39,Austin Davis,QB,7,SEA,NYG,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2017
