Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Pittsburgh Steelers,DST,11,PIT,CLE,13,8,14,1,1,0,1,0,9,22.00,2016
2,Minnesota Vikings,DST,11,MIN,ARI,6,4,15,2,0,0,1,1,24,20.00,2016
3,Detroit Lions,DST,11,DET,JAX,4,0,5,2,1,0,1,1,19,19.00,2016
4,Carolina Panthers,DST,11,CAR,NO,5,3,4,1,1,0,0,0,20,10.00,2016
5,Buffalo Bills,DST,11,BUF,CIN,3,1,3,2,0,0,0,0,12,9.00,2016
6,Jacksonville Jaguars,DST,11,JAX,DET,12,3,4,0,2,0,0,0,26,8.00,2016
7,New York Giants,DST,11,NYG,CHI,7,4,6,1,0,0,0,0,16,7.00,2016
8,Miami Dolphins,DST,11,MIA,LAR,8,1,4,0,1,0,0,0,10,7.00,2016
9,Los Angeles Rams,DST,11,LAR,MIA,11,4,8,1,0,0,0,0,14,7.00,2016
10,Seattle Seahawks,DST,11,SEA,PHI,5,2,7,2,0,0,0,0,15,7.00,2016
11,Oakland Raiders,DST,11,OAK,HOU,7,2,3,1,1,0,0,0,20,7.00,2016
12,Indianapolis Colts,DST,11,IND,TEN,7,5,6,0,0,0,0,0,17,6.00,2016
13,New England Patriots,DST,11,NE,SF,5,5,5,0,0,0,0,0,17,6.00,2016
14,Washington Redskins,DST,11,WAS,GB,4,2,5,1,1,0,0,0,24,6.00,2016
15,Cincinnati Bengals,DST,11,CIN,BUF,2,2,2,1,0,0,0,0,16,5.00,2016
16,Tampa Bay Buccaneers,DST,11,TB,KC,3,0,3,1,1,0,0,0,17,5.00,2016
17,Tennessee Titans,DST,11,TEN,IND,3,2,10,1,0,0,0,0,24,4.00,2016
18,Kansas City Chiefs,DST,11,KC,TB,7,1,5,0,1,0,0,0,19,4.00,2016
19,Arizona Cardinals,DST,11,ARI,MIN,8,2,6,0,1,0,0,0,30,4.00,2016
20,New Orleans Saints,DST,11,NO,CAR,8,2,7,0,0,0,0,0,23,2.00,2016
21,Dallas Cowboys,DST,11,DAL,BAL,3,1,3,0,0,0,0,0,17,2.00,2016
22,Houston Texans,DST,11,HOU,OAK,4,0,0,1,0,0,0,0,27,2.00,2016
23,Cleveland Browns,DST,11,CLE,PIT,0,0,4,0,0,0,0,0,24,1.00,2016
24,Baltimore Ravens,DST,11,BAL,DAL,4,1,5,0,0,0,0,0,27,1.00,2016
25,Philadelphia Eagles,DST,11,PHI,SEA,3,1,6,0,0,0,0,0,26,1.00,2016
26,Chicago Bears,DST,11,CHI,NYG,2,0,4,0,0,0,0,0,22,0.00,2016
27,San Francisco 49ers,DST,11,SF,NE,3,1,3,0,0,0,0,0,30,0.00,2016
28,Green Bay Packers,DST,11,GB,WAS,6,2,2,0,0,0,0,0,42,-2.00,2016
