,Player,Position,Team,Opponent,Points,PlayerID
0,Dak Prescott,QB,DAL,BAL,28.64,00-0033077
1,Tom Brady,QB,NE,SF,28.4,00-0019596
2,Russell Wilson,QB,SEA,PHI,25.28,00-0029263
3,Derek Carr,QB,OAK,HOU,22.6,00-0031280
4,Marcus Mariota,QB,TEN,IND,22.5,00-0032268
5,Jameis Winston,QB,TB,KC,21.44,00-0031503
6,Alex Smith,QB,KC,TB,20.44,00-0023436
7,Andrew Luck,QB,IND,TEN,19.68,00-0029668
8,Colin Kaepernick,QB,SF,NE,19.44,00-0027974
9,Drew Brees,QB,NO,CAR,17.4,00-0020531
10,Andy Dalton,QB,CIN,BUF,17.28,00-0027973
11,Eli Manning,QB,NYG,CHI,17.18,00-0022803
12,Carson Wentz,QB,PHI,SEA,16.92,00-0032950
13,Ryan Tannehill,QB,MIA,LAR,15.78,00-0029701
14,Joe Flacco,QB,BAL,DAL,15.36,00-0026158
15,Brock Osweiler,QB,HOU,OAK,15.02,00-0029682
16,Carson Palmer,QB,ARI,MIN,15.02,00-0021429
17,Blake Bortles,QB,JAX,DET,14.38,00-0031407
18,Jay Cutler,QB,CHI,NYG,13.38,00-0024226
19,Cam Newton,QB,CAR,NO,12.38,00-0027939
20,Matthew Stafford,QB,DET,JAX,11.12,00-0026498
21,Sam Bradford,QB,MIN,ARI,9.66,00-0027854
22,Tyrod Taylor,QB,BUF,CIN,9.54,00-0028118
23,Josh McCown,QB,CLE,PIT,8.82,00-0021206
24,Ben Roethlisberger,QB,PIT,CLE,8.68,00-0022924
25,Jared Goff,QB,LA,MIA,6.46,00-0033106
26,Cody Kessler,QB,CLE,PIT,4.32,00-0033104
27,Joe Webb,QB,CAR,NO,0.0,00-0027796
28,Chad Henne,QB,JAX,DET,-0.2,00-0026197
29,Trevone Boykin,QB,SEA,PHI,-0.5,00-0032462
30,Brett Hundley,QB,GB,WAS,-0.64,00-0031589
31,Rishard Matthews,WR,TEN,IND,24.2,00-0029580
32,Steve Smith,WR,BAL,DAL,23.9,
33,Julian Edelman,WR,NE,SF,22.9,00-0027150
34,Jamison Crowder,WR,WAS,GB,22.2,00-0031941
35,Doug Baldwin,WR,SEA,PHI,22.0,00-0028434
36,Devante Parker,WR,MIA,LAR,21.9,00-0031547
37,TY Hilton,WR,IND,TEN,20.7,00-0029608
38,Malcolm Mitchell,WR,NE,SF,19.8,00-0032400
39,Mike Evans,WR,TB,KC,19.5,00-0031408
40,Adam Thielen,WR,MIN,ARI,17.5,00-0030035
41,Tyler Boyd,WR,CIN,BUF,17.4,00-0033009
42,Cole Beasley,WR,DAL,BAL,16.9,00-0029000
43,Tajae Sharpe,WR,TEN,IND,16.8,00-0032778
44,Dorial Green-Beckham,WR,PHI,SEA,16.4,00-0032218
45,Sterling Shepard,WR,NYG,CHI,16.0,00-0032385
46,Marqise Lee,WR,JAX,DET,15.8,00-0031431
47,Amari Cooper,WR,OAK,HOU,15.7,00-0031544
48,Antonio Brown,WR,PIT,CLE,15.6,00-0027793
49,Cordarrelle Patterson,WR,MIN,ARI,15.3,00-0030578
50,DeSean Jackson,WR,WAS,GB,15.1,00-0026189
51,Ted Ginn,WR,CAR,NO,14.9,00-0025396
52,Terrelle Pryor,WR,CLE,PIT,14.7,00-0028825
53,Jarvis Landry,WR,MIA,LAR,13.8,00-0031382
54,Donte Moncrief,WR,IND,TEN,13.7,00-0031339
55,Braxton Miller,WR,HOU,OAK,13.6,00-0033069
56,Mike Wallace,WR,BAL,DAL,12.5,00-0026901
57,Larry Fitzgerald,WR,ARI,MIN,12.3,00-0022921
58,Albert Wilson,WR,KC,TB,11.9,00-0030669
59,Brandin Cooks,WR,NO,CAR,11.9,00-0031236
60,Jordy Nelson,WR,GB,WAS,11.8,00-0026176
61,Michael Thomas,WR,NO,CAR,11.8,00-0032765
62,Randall Cobb,WR,GB,WAS,11.4,00-0028002
63,Cecil Shorts,WR,TB,KC,11.2,00-0028052
64,Jordan Matthews,WR,PHI,SEA,10.9,00-0031299
65,Allen Robinson,WR,JAX,DET,10.8,00-0031428
66,DeAndre Hopkins,WR,HOU,OAK,10.8,00-0030564
67,Andre Roberts,WR,DET,JAX,10.4,00-0027691
68,Tyreek Hill,WR,KC,TB,10.1,00-0033040
69,Anquan Boldin,WR,DET,JAX,9.7,00-0022084
70,Stefon Diggs,WR,MIN,ARI,9.7,00-0031588
71,Odell Beckham Jr,WR,NYG,CHI,9.6,00-0031235
72,Kenny Britt,WR,LA,MIA,9.3,00-0027006
73,Kendall Wright,WR,TEN,IND,9.2,00-0029708
74,Cameron Meredith,WR,CHI,NYG,8.9,00-0031912
75,Adam Humphries,WR,TB,KC,8.7,00-0032009
76,Kelvin Benjamin,WR,CAR,NO,8.6,00-0031359
77,Russell Shepard,WR,TB,KC,8.4,00-0030147
78,Danny Amendola,WR,NE,SF,8.2,00-0026035
79,Eric Ebron,TE,DET,JAX,16.1,00-0031387
80,Zach Ertz,TE,PHI,SEA,15.5,00-0030061
81,Zach Miller,TE,CHI,NYG,15.1,00-0027125
