Player,Position,Team,Opponent,Points
Dak Prescott,QB,DAL,BAL,28.64
Tom Brady,QB,NE,SF,28.40
Russell Wilson,QB,SEA,PHI,25.28
Derek Carr,QB,OAK,HOU,22.60
Marcus Mariota,QB,TEN,IND,22.50
Jameis Winston,QB,TB,KC,21.44
Alex Smith,QB,KC,TB,20.44
Andrew Luck,QB,IND,TEN,19.68
Colin Kaepernick,QB,SF,NE,19.44
Drew Brees,QB,NO,CAR,17.40
Andy Dalton,QB,CIN,BUF,17.28
Eli Manning,QB,NYG,CHI,17.18
Carson Wentz,QB,PHI,SEA,16.92
Ryan Tannehill,QB,MIA,LAR,15.78
Joe Flacco,QB,BAL,DAL,15.36
Brock Osweiler,QB,HOU,OAK,15.02
Carson Palmer,QB,ARI,MIN,15.02
Blake Bortles,QB,JAX,DET,14.38
Jay Cutler,QB,CHI,NYG,13.38
Cam Newton,QB,CAR,NO,12.38
Matthew Stafford,QB,DET,JAX,11.12
Sam Bradford,QB,MIN,ARI,9.66
Tyrod Taylor,QB,BUF,CIN,9.54
Josh McCown,QB,CLE,PIT,8.82
Ben Roethlisberger,QB,PIT,CLE,8.68
Jared Goff,QB,LAR,MIA,6.46
Cody Kessler,QB,CLE,PIT,4.32
Joe Webb,QB,CAR,NO,0.00
Chad Henne,QB,JAX,DET,-0.20
Trevone Boykin,QB,SEA,PHI,-0.50
Brett Hundley,QB,GB,WAS,-0.64
Rishard Matthews,WR,TEN,IND,24.20
Steve Smith,WR,BAL,DAL,23.90
Julian Edelman,WR,NE,SF,22.90
Jamison Crowder,WR,WAS,GB,22.20
Doug Baldwin,WR,SEA,PHI,22.00
Devante Parker,WR,MIA,LAR,21.90
TY Hilton,WR,IND,TEN,20.70
Malcolm Mitchell,WR,NE,SF,19.80
Mike Evans,WR,TB,KC,19.50
Adam Thielen,WR,MIN,ARI,17.50
Tyler Boyd,WR,CIN,BUF,17.40
Cole Beasley,WR,DAL,BAL,16.90
Tajae Sharpe,WR,TEN,IND,16.80
Dorial Green-Beckham,WR,PHI,SEA,16.40
Sterling Shepard,WR,NYG,CHI,16.00
Marqise Lee,WR,JAX,DET,15.80
Amari Cooper,WR,OAK,HOU,15.70
Antonio Brown,WR,PIT,CLE,15.60
Cordarrelle Patterson,WR,MIN,ARI,15.30
DeSean Jackson,WR,WAS,GB,15.10
Ted Ginn,WR,CAR,NO,14.90
Terrelle Pryor,WR,CLE,PIT,14.70
Jarvis Landry,WR,MIA,LAR,13.80
Donte Moncrief,WR,IND,TEN,13.70
Braxton Miller,WR,HOU,OAK,13.60
Mike Wallace,WR,BAL,DAL,12.50
Larry Fitzgerald,WR,ARI,MIN,12.30
Albert Wilson,WR,KC,TB,11.90
