Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,David Johnson,RB,11,ARI,MIN,22,103,5,1,11,7,57,1,0,0,38.00,2016
2,Le'Veon Bell,RB,11,PIT,CLE,28,146,5,1,9,8,55,0,1,0,37.10,2016
3,Rob Kelley,RB,11,WAS,GB,24,137,6,3,2,0,0,0,0,0,34.70,2016
4,Rashad Jennings,RB,11,NYG,CHI,21,85,4,1,6,5,44,0,0,0,23.90,2016
5,Lamar Miller,RB,11,HOU,OAK,24,104,4,1,3,2,9,0,0,0,22.30,2016
6,Tim Hightower,RB,11,NO,CAR,12,69,6,0,9,8,57,0,0,0,20.60,2016
7,James White,RB,11,NE,SF,0,0,0,0,6,6,63,1,0,0,18.30,2016
8,James Starks,RB,11,GB,WAS,9,25,3,0,6,5,46,1,0,0,18.10,2016
9,Jamize Olawale,FB,11,OAK,HOU,2,-3,-2,0,3,3,90,1,0,0,17.70,2016
10,DeMarco Murray,RB,11,TEN,IND,21,70,3,0,3,3,9,1,0,0,16.90,2016
11,Ezekiel Elliott,RB,11,DAL,BAL,25,97,4,0,5,4,30,0,0,0,16.70,2016
12,Chris Ivory,RB,11,JAX,DET,17,39,2,0,6,6,75,0,1,1,16.40,2016
13,Theo Riddick,RB,11,DET,JAX,4,13,3,0,10,8,70,0,0,0,16.30,2016
14,CJ Prosise,RB,11,SEA,PHI,4,76,19,1,3,2,5,0,0,0,16.10,2016
15,Frank Gore,RB,11,IND,TEN,18,50,3,0,4,4,71,0,0,0,16.10,2016
16,LeGarrette Blount,RB,11,NE,SF,19,124,7,0,0,0,0,0,0,0,15.40,2016
17,Jalen Richard,RB,11,OAK,HOU,3,2,1,0,3,3,50,1,0,0,14.20,2016
18,Latavius Murray,RB,11,OAK,HOU,12,33,3,0,5,5,59,0,0,0,14.20,2016
19,Carlos Hyde,RB,11,SF,NE,19,86,5,0,3,3,24,0,1,0,14.00,2016
20,Todd Gurley,RB,11,LAR,MIA,20,76,4,1,2,0,0,0,0,0,13.60,2016
21,Doug Martin,RB,11,TB,KC,24,63,3,0,4,3,42,0,0,0,13.50,2016
22,Shaun Draughn,RB,11,SF,NE,0,0,0,0,3,3,43,1,0,0,13.30,2016
23,Jeremy Langford,RB,11,CHI,NYG,6,8,1,1,3,3,30,0,0,0,12.80,2016
24,LeSean McCoy,RB,11,BUF,CIN,5,33,7,1,3,2,12,0,1,0,12.50,2016
25,Terrance West,RB,11,BAL,DAL,8,42,5,1,2,1,11,0,0,0,12.30,2016
26,Wendell Smallwood,RB,11,PHI,SEA,13,48,4,0,5,4,31,0,0,0,11.90,2016
27,Thomas Rawls,RB,11,SEA,PHI,14,57,4,0,4,3,31,0,0,0,11.80,2016
28,Jay Ajayi,RB,11,MIA,LAR,16,77,5,0,4,3,7,0,0,0,11.40,2016
29,Giovani Bernard,RB,11,CIN,BUF,7,21,3,0,8,5,40,0,0,0,11.10,2016
30,Jonathan Stewart,RB,11,CAR,NO,18,31,2,1,4,1,8,0,0,0,10.90,2016
31,Jordan Howard,RB,11,CHI,NYG,17,77,5,0,8,1,22,0,0,0,10.90,2016
32,Spencer Ware,RB,11,KC,TB,17,69,4,0,2,2,16,0,0,0,10.50,2016
33,Mark Ingram,RB,11,NO,CAR,7,28,4,0,4,3,47,0,0,0,10.50,2016
34,Matt Asiata,RB,11,MIN,ARI,5,20,4,1,1,1,7,0,0,0,9.70,2016
35,Duke Johnson,RB,11,CLE,PIT,2,10,5,0,4,3,46,0,0,0,8.60,2016
36,Jeremy Hill,RB,11,CIN,BUF,16,62,4,0,2,2,1,0,0,0,8.30,2016
37,Dion Lewis,RB,11,NE,SF,5,23,5,0,5,3,26,0,0,0,7.90,2016
38,Ty Montgomery,RB,11,GB,WAS,4,17,4,0,4,3,27,0,0,0,7.40,2016
39,Alan Cross,FB,11,TB,KC,0,0,0,0,1,1,3,1,0,0,7.30,2016
40,Isaiah Crowell,RB,11,CLE,PIT,8,10,1,0,5,5,13,0,0,0,7.30,2016
41,Mike Gillislee,RB,11,BUF,CIN,14,72,5,0,1,0,0,0,0,0,7.20,2016
42,Charcandrick West,RB,11,KC,TB,0,0,0,0,3,3,42,0,0,0,7.20,2016
43,Robert Turbin,RB,11,IND,TEN,2,4,2,1,0,0,0,0,0,0,6.40,2016
44,Kyle Juszczyk,FB,11,BAL,DAL,0,0,0,0,3,3,32,0,0,0,6.20,2016
45,Paul Perkins,RB,11,NYG,CHI,4,16,4,0,2,2,19,0,0,0,5.50,2016
46,TJ Yeldon,RB,11,JAX,DET,4,16,4,0,3,2,16,0,0,0,5.20,2016
47,Jerick McKinnon,RB,11,MIN,ARI,16,44,3,0,1,1,-3,0,0,0,5.10,2016
48,Dwayne Washington,RB,11,DET,JAX,13,6,1,0,2,2,15,0,0,0,4.10,2016
49,Reggie Bush,RB,11,BUF,CIN,0,0,0,0,2,2,21,0,0,0,4.10,2016
50,Kenneth Dixon,RB,11,BAL,DAL,6,40,7,0,1,0,0,0,0,0,4.00,2016
