Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Adam Thielen,WR,16,MIN,GB,15,12,80,202,2,71,14,17,1,4,0,0,0,47.60,2016
2,Doug Baldwin,WR,16,SEA,ARI,19,13,68,171,1,42,9,13,2,6,0,0,0,39.70,2016
3,Jordy Nelson,WR,16,GB,MIN,11,9,82,154,2,48,14,17,0,0,0,0,0,39.40,2016
4,Cameron Meredith,WR,16,CHI,WAS,12,9,75,135,1,32,11,15,0,0,0,0,0,31.50,2016
5,Sammy Watkins,WR,16,BUF,MIA,10,7,70,154,1,53,15,22,0,0,0,0,0,31.40,2016
6,Odell Beckham Jr,WR,16,NYG,PHI,20,11,55,150,0,33,8,14,0,0,0,0,0,29.00,2016
7,Brandon LaFell,WR,16,CIN,HOU,10,6,60,130,1,86,13,22,0,0,0,0,0,28.00,2016
8,Dez Bryant,WR,16,DAL,DET,5,4,80,70,2,25,14,18,0,0,0,0,0,27.40,2016
9,Allen Robinson,WR,16,JAX,TEN,12,9,75,147,0,37,12,16,0,0,0,0,0,26.70,2016
10,Antonio Brown,WR,16,PIT,BAL,11,10,91,96,1,26,9,10,0,0,0,0,0,25.60,2016
11,JJ Nelson,WR,16,ARI,SEA,7,3,43,132,1,80,19,44,0,0,0,0,0,25.20,2016
12,Steve Smith,WR,16,BAL,PIT,7,7,100,79,1,44,11,11,0,0,0,0,0,22.90,2016
13,Mike Evans,WR,16,TB,NO,8,7,88,97,1,34,12,14,0,0,0,0,0,22.70,2016
14,TY Hilton,WR,16,IND,OAK,9,4,44,105,0,39,12,26,0,0,0,0,0,19.50,2016
15,DeSean Jackson,WR,16,WAS,CHI,7,5,71,114,0,57,16,23,0,0,0,0,0,19.40,2016
16,Sterling Shepard,WR,16,NYG,PHI,11,7,64,61,1,13,6,9,1,2,0,0,0,19.30,2016
17,Devante Parker,WR,16,MIA,BUF,7,4,57,85,1,56,12,21,0,0,0,0,0,18.50,2016
18,Rod Streater,WR,16,SF,LAR,7,6,86,63,1,17,9,11,0,0,0,0,0,18.30,2016
19,Marqise Lee,WR,16,JAX,TEN,7,3,43,37,1,21,5,12,0,0,0,0,0,17.50,2016
20,Tyrell Williams,WR,16,LAC,CLE,9,4,44,64,1,27,7,16,0,0,0,0,0,16.40,2016
21,Victor Cruz,WR,16,NYG,PHI,13,8,62,84,0,29,7,11,0,0,0,0,0,16.40,2016
22,Kelvin Benjamin,WR,16,CAR,ATL,8,4,50,63,1,26,8,16,0,0,0,0,0,16.30,2016
23,Michael Crabtree,WR,16,OAK,IND,10,7,70,90,0,35,9,13,0,0,0,0,0,16.00,2016
24,Michael Thomas,WR,16,NO,TB,8,6,75,98,0,46,12,16,0,0,0,0,0,15.80,2016
25,Tyreek Hill,WR,16,KC,DEN,5,0,0,0,0,0,0,0,6,95,1,0,0,15.50,2016
26,Brandin Cooks,WR,16,NO,TB,9,5,56,98,0,42,11,20,0,0,0,1,0,14.80,2016
27,Davante Adams,WR,16,GB,MIN,7,4,57,44,1,20,6,11,0,0,0,0,0,14.40,2016
28,Paul Richardson,WR,16,SEA,ARI,5,4,80,42,1,16,8,11,0,0,0,0,0,14.20,2016
29,Alshon Jeffery,WR,16,CHI,WAS,10,5,50,92,0,37,9,18,0,0,0,0,0,14.20,2016
30,Julian Edelman,WR,16,NE,NYJ,8,5,63,89,0,35,11,18,0,0,0,0,0,13.90,2016
31,Jermaine Kearse,WR,16,SEA,ARI,9,4,44,37,1,16,4,9,0,0,0,0,0,13.70,2016
32,Pierre Garcon,WR,16,WAS,CHI,5,4,80,94,0,46,19,24,0,0,0,0,0,13.40,2016
33,Nelson Agholor,WR,16,PHI,NYG,5,2,40,47,1,40,9,24,1,5,0,0,0,13.20,2016
34,Eli Rogers,WR,16,PIT,BAL,5,4,80,84,0,39,17,21,1,6,0,0,0,13.00,2016
35,Stefon Diggs,WR,16,MIN,GB,6,4,67,29,1,13,5,7,0,0,0,0,0,12.90,2016
36,Kenny Stills,WR,16,MIA,BUF,8,3,38,35,1,17,4,12,0,0,0,0,0,12.50,2016
37,Deonte Thompson,WR,16,CHI,WAS,4,3,75,34,1,18,9,11,0,0,0,0,0,12.40,2016
38,Andre Holmes,WR,16,OAK,IND,5,3,60,33,1,22,7,11,0,0,0,0,0,12.30,2016
39,Rishard Matthews,WR,16,TEN,JAX,9,3,33,31,1,14,3,10,0,0,0,0,0,12.10,2016
40,Tavon Austin,WR,16,LAR,SF,7,2,29,14,0,15,2,7,3,26,1,1,0,12.00,2016
41,Cody Core,WR,16,CIN,HOU,14,8,57,39,0,9,3,5,0,0,0,0,0,11.90,2016
