,Player,Position,Team,Opponent,Points,PlayerID
0,Tyrod Taylor,QB,BUF,MIA,34.16,00-0028118
1,Kirk Cousins,QB,WAS,CHI,29.8,00-0029604
2,Sam Bradford,QB,MIN,GB,29.78,00-0027854
3,Blake Bortles,QB,JAX,TEN,29.7,00-0031407
4,Colin Kaepernick,QB,SF,LAR,27.14,00-0027974
5,Andrew Luck,QB,IND,OAK,26.72,00-0029668
6,Dak Prescott,QB,DAL,DET,23.98,00-0033077
7,Alex Smith,QB,KC,DEN,23.36,00-0023436
8,Philip Rivers,QB,LAC,CLE,22.88,00-0022942
9,Derek Carr,QB,OAK,IND,21.92,00-0031280
10,Ben Roethlisberger,QB,PIT,BAL,21.06,00-0022924
11,Tom Brady,QB,NE,NYJ,20.56,00-0019596
12,Matt Ryan,QB,ATL,CAR,19.98,00-0026143
13,Matt Barkley,QB,CHI,WAS,18.92,00-0030533
14,Jameis Winston,QB,TB,NO,18.48,00-0031503
15,Eli Manning,QB,NYG,PHI,18.24,00-0022803
16,Matt Moore,QB,MIA,BUF,16.22,00-0025708
17,Drew Brees,QB,NO,TB,16.06,00-0020531
18,Joe Flacco,QB,BAL,PIT,15.48,00-0026158
19,Carson Palmer,QB,ARI,SEA,15.26,00-0021429
20,Matthew Stafford,QB,DET,DAL,14.5,00-0026498
21,Andy Dalton,QB,CIN,HOU,13.72,00-0027973
22,Cam Newton,QB,CAR,ATL,13.52,00-0027939
23,Carson Wentz,QB,PHI,NYG,11.78,00-0032950
24,Robert Griffin III,QB,CLE,LAC,10.76,00-0029532
25,Marcus Mariota,QB,TEN,JAX,8.26,00-0032268
26,Tom Savage,QB,HOU,CIN,8.14,00-0031064
27,Matt Cassel,QB,TEN,JAX,7.96,00-0023662
28,Trevor Siemian,QB,DEN,KC,6.32,00-0032156
29,Jared Goff,QB,LA,SF,6.0,00-0033106
30,Ryan Fitzpatrick,QB,NYJ,NE,3.74,00-0023682
31,Matt McGloin,QB,OAK,IND,0.86,00-0030419
32,Chase Daniel,QB,PHI,NYG,0.64,00-0026544
33,Cody Kessler,QB,CLE,LAC,0.44,00-0033104
34,Jimmy Garoppolo,QB,NE,NYJ,0.04,00-0031345
35,Brett Hundley,QB,GB,MIN,0.0,00-0031589
36,Kellen Clemens,QB,LAC,CLE,0.0,00-0024264
37,Joe Webb,QB,CAR,ATL,0.0,00-0027796
38,Bryce Petty,QB,NYJ,NE,-1.0,00-0031568
39,Jordy Nelson,WR,GB,MIN,39.4,00-0026176
40,Cameron Meredith,WR,CHI,WAS,31.5,00-0031912
41,Sammy Watkins,WR,BUF,MIA,31.4,00-0031325
42,Odell Beckham Jr,WR,NYG,PHI,29.0,00-0031235
43,Brandon LaFell,WR,CIN,HOU,28.0,00-0027681
44,Dez Bryant,WR,DAL,DET,27.4,00-0027902
45,Allen Robinson,WR,JAX,TEN,26.7,00-0031428
46,Antonio Brown,WR,PIT,BAL,25.6,00-0027793
47,JJ Nelson,WR,ARI,SEA,25.2,00-0032112
48,Steve Smith,WR,BAL,PIT,22.9,
49,Mike Evans,WR,TB,NO,22.7,00-0031408
50,TY Hilton,WR,IND,OAK,19.5,00-0029608
51,DeSean Jackson,WR,WAS,CHI,19.4,00-0026189
52,Sterling Shepard,WR,NYG,PHI,19.3,00-0032385
53,Devante Parker,WR,MIA,BUF,18.5,00-0031547
54,Rod Streater,WR,SF,LAR,18.3,00-0029129
55,Marqise Lee,WR,JAX,TEN,17.5,00-0031431
56,Tyrell Williams,WR,LAC,CLE,16.4,00-0032160
57,Victor Cruz,WR,NYG,PHI,16.4,00-0027265
58,Kelvin Benjamin,WR,CAR,ATL,16.3,00-0031359
59,Michael Crabtree,WR,OAK,IND,16.0,00-0026986
60,Michael Thomas,WR,NO,TB,15.8,00-0032765
