Player,Position,Team,Opponent,Points
Tyrod Taylor,QB,BUF,MIA,34.16
Kirk Cousins,QB,WAS,CHI,29.80
Sam Bradford,QB,MIN,GB,29.78
Blake Bortles,QB,JAX,TEN,29.70
Colin Kaepernick,QB,SF,LAR,27.14
Andrew Luck,QB,IND,OAK,26.72
Dak Prescott,QB,DAL,DET,23.98
Alex Smith,QB,KC,DEN,23.36
Philip Rivers,QB,LAC,CLE,22.88
Derek Carr,QB,OAK,IND,21.92
Ben Roethlisberger,QB,PIT,BAL,21.06
Tom Brady,QB,NE,NYJ,20.56
Matt Ryan,QB,ATL,CAR,19.98
Matt Barkley,QB,CHI,WAS,18.92
Jameis Winston,QB,TB,NO,18.48
Eli Manning,QB,NYG,PHI,18.24
Matt Moore,QB,MIA,BUF,16.22
Drew Brees,QB,NO,TB,16.06
Joe Flacco,QB,BAL,PIT,15.48
Carson Palmer,QB,ARI,SEA,15.26
Matthew Stafford,QB,DET,DAL,14.50
Andy Dalton,QB,CIN,HOU,13.72
Cam Newton,QB,CAR,ATL,13.52
Carson Wentz,QB,PHI,NYG,11.78
Robert Griffin III,QB,CLE,LAC,10.76
Marcus Mariota,QB,TEN,JAX,8.26
Tom Savage,QB,HOU,CIN,8.14
Matt Cassel,QB,TEN,JAX,7.96
Trevor Siemian,QB,DEN,KC,6.32
Jared Goff,QB,LAR,SF,6.00
Ryan Fitzpatrick,QB,NYJ,NE,3.74
Matt McGloin,QB,OAK,IND,0.86
Chase Daniel,QB,PHI,NYG,0.64
Cody Kessler,QB,CLE,LAC,0.44
Jimmy Garoppolo,QB,NE,NYJ,0.04
Brett Hundley,QB,GB,MIN,0.00
Kellen Clemens,QB,LAC,CLE,0.00
Joe Webb,QB,CAR,ATL,0.00
Bryce Petty,QB,NYJ,NE,-1.00
Jordy Nelson,WR,GB,MIN,39.40
Cameron Meredith,WR,CHI,WAS,31.50
Sammy Watkins,WR,BUF,MIA,31.40
Odell Beckham Jr,WR,NYG,PHI,29.00
Brandon LaFell,WR,CIN,HOU,28.00
Dez Bryant,WR,DAL,DET,27.40
Allen Robinson,WR,JAX,TEN,26.70
Antonio Brown,WR,PIT,BAL,25.60
JJ Nelson,WR,ARI,SEA,25.20
Steve Smith,WR,BAL,PIT,22.90
Mike Evans,WR,TB,NO,22.70
TY Hilton,WR,IND,OAK,19.50
DeSean Jackson,WR,WAS,CHI,19.40
Sterling Shepard,WR,NYG,PHI,19.30
Devante Parker,WR,MIA,BUF,18.50
Rod Streater,WR,SF,LAR,18.30
Marqise Lee,WR,JAX,TEN,17.50
Tyrell Williams,WR,LAC,CLE,16.40
Victor Cruz,WR,NYG,PHI,16.40
Kelvin Benjamin,WR,CAR,ATL,16.30
Michael Crabtree,WR,OAK,IND,16.00
Michael Thomas,WR,NO,TB,15.80
Tyreek Hill,WR,KC,DEN,15.50
Brandin Cooks,WR,NO,TB,14.80
Davante Adams,WR,GB,MIN,14.40
Paul Richardson,WR,SEA,ARI,14.20
Alshon Jeffery,WR,CHI,WAS,14.20
Julian Edelman,WR,NE,NYJ,13.90
Jermaine Kearse,WR,SEA,ARI,13.70
Pierre Garcon,WR,WAS,CHI,13.40
Nelson Agholor,WR,PHI,NYG,13.20
Eli Rogers,WR,PIT,BAL,13.00
Stefon Diggs,WR,MIN,GB,12.90
Kenny Stills,WR,MIA,BUF,12.50
Deonte Thompson,WR,CHI,WAS,12.40
Andre Holmes,WR,OAK,IND,12.30
Rishard Matthews,WR,TEN,JAX,12.10
Tavon Austin,WR,LAR,SF,12.00
Cody Core,WR,CIN,HOU,11.90
Golden Tate,WR,DET,DAL,11.80
Amari Cooper,WR,OAK,IND,11.20
Jeremy Kerley,WR,SF,LAR,11.20
Donte Moncrief,WR,IND,OAK,11.00
Geronimo Allison,WR,GB,MIN,10.60
Travis Benjamin,WR,LAC,CLE,10.50
Terrance Williams,WR,DAL,DET,10.10
Julio Jones,WR,ATL,CAR,10.00
Harry Douglas,WR,TEN,JAX,9.80
Antonio Gates,TE,LAC,CLE,23.40
Eric Ebron,TE,DET,DAL,17.30
Demetrius Harris,TE,KC,DEN,15.70
Dennis Pitta,TE,BAL,PIT,15.50
Jimmy Graham,TE,SEA,ARI,12.30
Greg Olsen,TE,CAR,ATL,11.90
Joshua Perkins,TE,ATL,CAR,11.40
Jason Witten,TE,DAL,DET,11.30
Delanie Walker,TE,TEN,JAX,11.30
Kyle Rudolph,TE,MIN,GB,11.30
Richard Rodgers,TE,GB,MIN,10.00
Clive Walford,TE,OAK,IND,10.00
Martellus Bennett,TE,NE,NYJ,9.90
Jack Doyle,TE,IND,OAK,9.60
Gary Barnidge,TE,CLE,LAC,9.20
Xavier Grimble,TE,PIT,BAL,9.00
Jesse James,TE,PIT,BAL,8.90
Matt Lengel,TE,NE,NYJ,8.80
Tyler Higbee,TE,LAR,SF,8.50
Cameron Brate,TE,TB,NO,8.20
CJ Fiedorowicz,TE,HOU,CIN,8.20
Garrett Celek,TE,SF,LAR,7.90
CJ Uzomah,TE,CIN,HOU,7.80
Will Tye,TE,NYG,PHI,7.30
DJ Tialavea,TE,ATL,CAR,7.10
Jared Cook,TE,GB,MIN,6.70
Lance Kendricks,TE,LAR,SF,6.60
Jeff Heuerman,TE,DEN,KC,6.20
Dwayne Allen,TE,IND,OAK,6.10
Jermaine Gresham,TE,ARI,SEA,6.00
Brent Celek,TE,PHI,NYG,5.70
Erik Swoope,TE,IND,OAK,5.50
Zach Ertz,TE,PHI,NYG,5.30
Coby Fleener,TE,NO,TB,5.00
Brandon Myers,TE,TB,NO,4.10
Ben Braunecker,TE,CHI,WAS,3.90
John Phillips,TE,NO,TB,3.50
Ben Koyack,TE,JAX,TEN,3.20
Seth DeValve,TE,CLE,LAC,3.10
MarQueis Gray,TE,MIA,BUF,3.00
Alex Ellis,TE,JAX,TEN,3.00
Dion Sims,TE,MIA,BUF,3.00
Austin Seferian-Jenkins,TE,NYJ,NE,2.70
Vernon Davis,TE,WAS,CHI,2.30
Henry Krieger-Coble,TE,DEN,KC,2.30
Anthony Fasano,TE,TEN,JAX,2.20
Levine Toilolo,TE,ATL,CAR,2.00
Chris Manhertz,TE,CAR,ATL,2.00
Jay Ajayi,RB,MIA,BUF,30.90
LeSean McCoy,RB,BUF,MIA,28.50
Mark Ingram,RB,NO,TB,25.30
Deandre Washington,RB,OAK,IND,24.70
Zach Zenner,RB,DET,DAL,23.20
Tevin Coleman,RB,ATL,CAR,22.50
Ezekiel Elliott,RB,DAL,DET,22.20
Isaiah Crowell,RB,CLE,LAC,21.80
Chris Ivory,RB,JAX,TEN,20.40
Alfred Blue,RB,HOU,CIN,19.00
Todd Gurley,RB,LAR,SF,17.70
LeGarrette Blount,RB,NE,NYJ,17.00
Jalen Richard,RB,OAK,IND,16.90
Jordan Howard,RB,CHI,WAS,16.80
Devonta Freeman,RB,ATL,CAR,16.80
Chris Thompson,RB,WAS,CHI,16.70
Jacquizz Rodgers,RB,TB,NO,15.80
