Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,David Johnson,RB,16,ARI,SEA,28,95,3,3,7,4,41,0,1,1,34.60,2016
2,Le'Veon Bell,RB,16,PIT,BAL,20,122,6,1,4,3,15,1,0,0,31.70,2016
3,Jay Ajayi,RB,16,MIA,BUF,32,206,6,1,1,1,3,0,0,0,30.90,2016
4,LeSean McCoy,RB,16,BUF,MIA,24,128,5,1,6,5,17,0,0,0,28.50,2016
5,Mark Ingram,RB,16,NO,TB,18,90,5,2,3,2,3,0,0,0,25.30,2016
6,Deandre Washington,RB,16,OAK,IND,12,99,8,2,1,1,18,0,0,0,24.70,2016
7,Zach Zenner,RB,16,DET,DAL,12,67,6,2,3,2,25,0,0,0,23.20,2016
8,Tevin Coleman,RB,16,ATL,CAR,9,90,10,1,3,3,45,0,0,0,22.50,2016
9,Ezekiel Elliott,RB,16,DAL,DET,12,80,7,2,1,1,12,0,0,0,22.20,2016
10,Isaiah Crowell,RB,16,CLE,LAC,16,54,3,2,5,4,4,0,0,0,21.80,2016
11,Chris Ivory,RB,16,JAX,TEN,14,45,3,1,6,4,69,0,1,1,20.40,2016
12,Alfred Blue,RB,16,HOU,CIN,21,73,4,1,4,4,17,0,0,0,19.00,2016
13,Todd Gurley,RB,16,LAR,SF,23,67,3,1,3,3,20,0,0,0,17.70,2016
14,LeGarrette Blount,RB,16,NE,NYJ,20,50,3,2,0,0,0,0,0,0,17.00,2016
15,Jalen Richard,RB,16,OAK,IND,6,66,11,0,3,3,13,1,0,0,16.90,2016
16,Jordan Howard,RB,16,CHI,WAS,18,119,7,0,3,1,9,0,0,0,16.80,2016
17,Devonta Freeman,RB,16,ATL,CAR,13,53,4,0,8,8,35,0,0,0,16.80,2016
18,Chris Thompson,RB,16,WAS,CHI,3,20,7,1,1,1,17,1,0,0,16.70,2016
19,Jacquizz Rodgers,RB,16,TB,NO,15,63,4,1,2,2,15,0,0,0,15.80,2016
20,Mack Brown,RB,16,WAS,CHI,8,82,10,1,1,1,-2,0,0,0,15.00,2016
21,Darren Sproles,RB,16,PHI,NYG,7,40,6,1,2,2,23,0,0,0,14.30,2016
22,Carlos Hyde,RB,16,SF,LAR,13,38,3,0,3,3,24,1,2,1,14.20,2016
23,James White,RB,16,NE,NYJ,1,14,14,0,4,3,32,1,0,0,13.60,2016
24,Jerick McKinnon,RB,16,MIN,GB,11,50,5,0,6,5,35,0,0,0,13.50,2016
25,Shaun Draughn,RB,16,SF,LAR,10,17,2,0,7,6,48,0,0,0,12.50,2016
26,Devontae Booker,RB,16,DEN,KC,5,27,5,0,10,6,44,0,1,1,12.10,2016
27,Kenyan Drake,RB,16,MIA,BUF,4,56,14,1,0,0,0,0,0,0,11.60,2016
28,Robert Turbin,RB,16,IND,OAK,6,18,3,0,2,2,11,1,0,0,10.90,2016
29,Rex Burkhead,RB,16,CIN,HOU,12,42,4,0,4,4,25,0,0,0,10.70,2016
30,Kyle Juszczyk,FB,16,BAL,PIT,2,15,8,1,3,2,10,0,0,0,10.50,2016
31,Rob Kelley,RB,16,WAS,CHI,19,76,4,0,3,2,6,0,0,0,10.20,2016
32,Spencer Ware,RB,16,KC,DEN,13,62,5,0,3,2,20,0,1,0,10.20,2016
33,Kenneth Farrow,RB,16,LAC,CLE,9,28,3,0,4,4,29,0,0,0,9.70,2016
34,Travaris Cadet,RB,16,NO,TB,0,0,0,0,2,2,16,1,0,0,9.60,2016
35,Bilal Powell,RB,16,NYJ,NE,15,60,4,0,3,2,14,0,0,0,9.40,2016
36,Matt Asiata,RB,16,MIN,GB,6,34,6,0,4,3,30,0,0,0,9.40,2016
37,Jeremy Langford,RB,16,CHI,WAS,7,19,3,1,2,1,4,0,0,0,9.30,2016
38,Mike Gillislee,RB,16,BUF,MIA,11,91,8,0,0,0,0,0,1,0,9.10,2016
39,Rashad Jennings,RB,16,NYG,PHI,9,44,5,0,5,4,7,0,1,0,9.10,2016
40,Paul Perkins,RB,16,NYG,PHI,15,68,5,0,2,1,9,0,0,0,8.70,2016
41,Alex Collins,RB,16,SEA,ARI,7,28,4,0,4,4,19,0,0,0,8.70,2016
42,Frank Gore,RB,16,IND,OAK,13,73,6,0,2,1,12,0,1,1,8.50,2016
43,Terrance West,RB,16,BAL,PIT,10,27,3,0,3,3,28,0,0,0,8.50,2016
44,Charles Sims,RB,16,TB,NO,3,12,4,0,4,4,30,0,0,0,8.20,2016
45,DeMarco Murray,RB,16,TEN,JAX,14,42,3,0,4,2,18,0,0,0,8.00,2016
46,Ty Montgomery,RB,16,GB,MIN,9,23,3,0,5,4,17,0,0,0,8.00,2016
47,Ryan Mathews,RB,16,PHI,NYG,18,46,3,0,1,1,16,0,0,0,7.20,2016
48,Justin Forsett,RB,16,DEN,KC,5,11,2,1,1,0,0,0,0,0,7.10,2016
49,Damien Williams,RB,16,MIA,BUF,0,0,0,0,3,2,51,0,0,0,7.10,2016
50,Latavius Murray,RB,16,OAK,IND,15,40,3,0,2,2,11,0,0,0,7.10,2016
