Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Brandon McManus,K,16,DEN,KC,1,1,100,52,1,1,0.60,2016
2,Matt Bryant,K,16,ATL,CAR,4,5,80,51,3,3,0.00,2016
3,Jason Myers,K,16,JAX,TEN,4,4,100,56,2,4,0.00,2016
4,Robbie Gould,K,16,NYG,PHI,4,4,100,41,1,1,0.00,2016
5,Justin Tucker,K,16,BAL,PIT,4,4,100,46,1,1,0.00,2016
6,Andrew Franks,K,16,MIA,BUF,2,3,67,55,4,4,0.00,2016
7,Stephen Gostkowski,K,16,NE,NYJ,2,2,100,29,5,5,0.00,2016
8,Dustin Hopkins,K,16,WAS,CHI,2,2,100,29,5,5,0.00,2016
9,Wil Lutz,K,16,NO,TB,3,3,100,42,2,2,0.00,2016
10,Graham Gano,K,16,CAR,ATL,3,3,100,40,1,1,0.00,2016
11,Chandler Catanzaro,K,16,ARI,SEA,2,3,67,43,4,4,0.00,2016
12,Cairo Santos,K,16,KC,DEN,2,3,67,39,3,4,0.00,2016
13,Mason Crosby,K,16,GB,MIN,1,1,100,48,5,5,0.00,2016
14,Cody Parkey,K,16,CLE,LAC,2,2,100,49,2,2,0.00,2016
15,Dan Carpenter,K,16,BUF,MIA,1,3,33,28,4,4,0.00,2016
16,Kai Forbath,K,16,MIN,GB,2,2,100,26,1,2,0.00,2016
17,Chris Boswell,K,16,PIT,BAL,1,1,100,36,4,4,0.00,2016
18,Caleb Sturgis,K,16,PHI,NYG,1,1,100,41,3,3,0.00,2016
19,Roberto Aguayo,K,16,TB,NO,1,1,100,35,3,3,0.00,2016
20,Nick Novak,K,16,HOU,CIN,2,2,100,25,0,1,0.00,2016
21,Dan Bailey,K,16,DAL,DET,0,0,0,0,6,6,0.00,2016
22,Ryan Succop,K,16,TEN,JAX,1,1,100,42,2,2,0.00,2016
23,Josh Lambo,K,16,LAC,CLE,1,3,33,43,2,2,0.00,2016
24,Adam Vinatieri,K,16,IND,OAK,1,1,100,42,2,2,0.00,2016
25,Steven Hauschka,K,16,SEA,ARI,1,2,50,27,2,3,0.00,2016
26,Randy Bullock,K,16,CIN,HOU,1,2,50,43,1,1,0.00,2016
27,Nick Folk,K,16,NYJ,NE,1,2,50,29,0,0,0.00,2016
28,Connor Barth,K,16,CHI,WAS,0,1,0,0,3,3,0.00,2016
29,Sebastian Janikowski,K,16,OAK,IND,0,0,0,0,3,5,0.00,2016
30,Greg Zuerlein,K,16,LAR,SF,0,0,0,0,3,3,0.00,2016
31,Matt Prater,K,16,DET,DAL,0,1,0,0,3,3,0.00,2016
32,Phil Dawson,K,16,SF,LAR,0,0,0,0,2,2,0.00,2016
33,Michael Palardy,K,16,CAR,ATL,0,0,0,0,0,0,0.00,2016
34,Matt Wile,K,16,ARI,SEA,0,0,0,0,0,0,0.00,2016
