Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Jacksonville Jaguars,DST,1,JAX,HOU,12,10,15,1,3,0,1,0,7,28.00,2017
2,Los Angeles Rams,DST,1,LAR,IND,9,4,5,2,1,1,2,0,9,28.00,2017
3,Baltimore Ravens,DST,1,BAL,CIN,8,5,5,4,1,0,0,0,0,25.00,2017
4,Philadelphia Eagles,DST,1,PHI,WAS,8,4,8,1,3,0,1,0,17,22.00,2017
5,Pittsburgh Steelers,DST,1,PIT,CLE,8,7,8,1,0,0,0,1,18,18.00,2017
6,Detroit Lions,DST,1,DET,ARI,3,1,7,3,1,0,1,0,23,16.00,2017
7,Carolina Panthers,DST,1,CAR,SF,3,4,9,1,1,0,0,0,3,15.00,2017
8,Washington Redskins,DST,1,WAS,PHI,5,2,9,1,1,0,1,0,30,12.00,2017
9,Dallas Cowboys,DST,1,DAL,NYG,5,3,4,1,0,0,0,0,3,12.00,2017
10,Buffalo Bills,DST,1,BUF,NYJ,2,1,5,2,0,0,0,0,12,9.00,2017
11,Green Bay Packers,DST,1,GB,SEA,9,3,7,0,1,0,0,0,9,9.00,2017
12,Arizona Cardinals,DST,1,ARI,DET,5,1,4,1,0,0,1,0,35,8.00,2017
13,Los Angeles Chargers,DST,1,LAC,DEN,5,4,9,1,1,0,0,0,24,8.00,2017
14,Seattle Seahawks,DST,1,SEA,GB,5,4,9,1,0,0,0,0,17,7.00,2017
15,Cleveland Browns,DST,1,CLE,PIT,1,1,1,1,1,0,0,0,21,5.00,2017
16,Atlanta Falcons,DST,1,ATL,CHI,6,4,10,0,0,0,0,0,17,5.00,2017
17,Denver Broncos,DST,1,DEN,LAC,5,1,6,1,0,0,0,0,21,5.00,2017
18,Cincinnati Bengals,DST,1,CIN,BAL,6,1,3,1,0,0,0,0,20,4.00,2017
19,New York Jets,DST,1,NYJ,BUF,6,2,5,1,0,0,0,0,21,4.00,2017
20,San Francisco 49ers,DST,1,SF,CAR,2,0,2,1,1,0,0,0,23,4.00,2017
21,Kansas City Chiefs,DST,1,KC,NE,6,3,6,0,0,0,0,0,27,3.00,2017
22,Oakland Raiders,DST,1,OAK,TEN,3,1,4,0,0,0,0,0,16,2.00,2017
23,Tennessee Titans,DST,1,TEN,OAK,3,2,3,0,0,0,0,0,26,2.00,2017
24,Chicago Bears,DST,1,CHI,ATL,4,2,5,0,0,0,0,0,23,2.00,2017
25,Indianapolis Colts,DST,1,IND,LAR,4,1,4,0,1,0,0,0,46,2.00,2017
26,New York Giants,DST,1,NYG,DAL,5,1,3,0,0,0,0,0,19,2.00,2017
27,Minnesota Vikings,DST,1,MIN,NO,3,1,3,0,0,0,0,0,19,2.00,2017
28,New England Patriots,DST,1,NE,KC,4,3,4,0,1,0,0,0,42,1.00,2017
29,Houston Texans,DST,1,HOU,JAX,3,0,3,0,0,0,0,0,29,0.00,2017
30,New Orleans Saints,DST,1,NO,MIN,6,1,2,0,0,0,0,0,29,0.00,2017
