Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Giorgio Tavecchio,K,1,OAK,TEN,4,4,100,52,2,2,0.00,2017
2,Greg Zuerlein,K,1,LAR,IND,3,3,100,50,5,5,0.00,2017
3,Dan Bailey,K,1,DAL,NYG,4,4,100,48,1,1,0.00,2017
4,Wil Lutz,K,1,NO,MIN,4,4,100,43,1,1,0.00,2017
5,Caleb Sturgis,K,1,PHI,WAS,3,3,100,50,1,2,0.00,2017
6,Ryan Succop,K,1,TEN,OAK,3,4,75,52,1,1,0.00,2017
7,Jason Myers,K,1,JAX,HOU,3,4,75,42,2,3,0.00,2017
8,Matt Bryant,K,1,ATL,CHI,3,3,100,48,2,2,0.00,2017
9,Graham Gano,K,1,CAR,SF,3,3,100,39,2,2,0.00,2017
10,Kai Forbath,K,1,MIN,NO,3,3,100,45,2,3,0.00,2017
11,Stephen Gostkowski,K,1,NE,KC,2,2,100,32,3,3,0.00,2017
12,Blair Walsh,K,1,SEA,GB,3,3,100,41,0,0,0.00,2017
13,Justin Tucker,K,1,BAL,CIN,2,2,100,25,2,2,0.00,2017
14,Chandler Catanzaro,K,1,NYJ,BUF,2,2,100,52,0,0,0.00,2017
15,Matt Prater,K,1,DET,ARI,1,1,100,58,2,2,0.00,2017
16,Connor Barth,K,1,CHI,ATL,1,1,100,54,2,2,0.00,2017
17,Cairo Santos,K,1,KC,NE,0,0,0,0,6,6,0.00,2017
18,Brandon McManus,K,1,DEN,LAC,1,2,50,20,3,3,0.00,2017
19,Dustin Hopkins,K,1,WAS,PHI,1,1,100,33,2,2,0.00,2017
20,Phil Dawson,K,1,ARI,DET,1,2,50,24,2,2,0.00,2017
21,Mason Crosby,K,1,GB,SEA,1,1,100,40,2,2,0.00,2017
22,Zane Gonzalez,K,1,CLE,PIT,1,1,100,24,1,1,0.00,2017
23,Chris Boswell,K,1,PIT,CLE,0,0,0,0,3,3,0.00,2017
24,Steven Hauschka,K,1,BUF,NYJ,0,1,0,0,3,3,0.00,2017
25,Adam Vinatieri,K,1,IND,LAR,1,2,50,20,0,1,0.00,2017
26,Robbie Gould,K,1,SF,CAR,1,1,100,44,0,0,0.00,2017
27,Aldrick Rosas,K,1,NYG,DAL,1,1,100,25,0,0,0.00,2017
28,Younghoe Koo,K,1,LAC,DEN,0,1,0,0,3,3,0.00,2017
29,Ka'imi Fairbairn,K,1,HOU,JAX,0,0,0,0,1,1,0.00,2017
30,Randy Bullock,K,1,CIN,BAL,0,0,0,0,0,0,0.00,2017
31,Michael Palardy,K,1,CAR,SF,0,0,0,0,0,0,0.00,2017
