Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jordy Nelson,WR,6,GB,HOU,12,9,75,121,3,41,10,13,0,0,0,0,0,42.10,2012
2,AJ Green,WR,6,CIN,CLE,11,7,64,135,2,57,12,19,0,0,0,0,0,35.50,2012
3,Dez Bryant,WR,6,DAL,BAL,15,13,87,95,2,18,6,7,0,0,0,0,0,34.50,2012
4,Wes Welker,WR,6,NE,SEA,14,10,71,138,1,46,10,14,0,0,0,0,0,32.80,2012
5,Jeremy Maclin,WR,6,PHI,DET,10,6,60,130,1,70,13,22,0,0,0,0,0,28.00,2012
6,Percy Harvin,WR,6,MIN,WAS,14,11,79,133,0,23,10,12,2,1,0,1,0,27.40,2012
7,Denarius Moore,WR,6,OAK,ATL,9,5,56,104,1,49,12,21,0,0,0,0,0,24.40,2012
8,Mike Williams,WR,6,TB,KC,6,4,67,113,1,62,19,28,0,0,0,0,0,24.30,2012
9,Vincent Jackson,WR,6,TB,KC,8,4,50,66,2,19,8,17,0,0,0,0,0,22.60,2012
10,Calvin Johnson,WR,6,DET,PHI,13,6,46,135,0,37,10,23,0,0,0,0,0,22.50,2012
11,Eric Decker,WR,6,DEN,LAC,9,6,67,98,1,55,11,16,0,0,0,0,0,21.80,2012
12,Larry Fitzgerald,WR,6,ARI,BUF,12,6,50,93,1,28,8,16,0,0,0,0,0,21.30,2012
13,Randall Cobb,WR,6,GB,HOU,10,7,70,102,0,24,10,15,0,0,0,0,0,20.20,2012
14,Roddy White,WR,6,ATL,OAK,8,6,75,72,1,26,9,12,0,0,0,0,0,19.20,2012
15,Josh Gordon,WR,6,CLE,CIN,4,3,75,99,1,71,25,33,0,0,0,0,0,18.90,2012
16,Michael Jenkins,WR,6,MIN,WAS,10,6,60,67,1,19,7,11,0,0,0,0,0,18.70,2012
17,James Jones,WR,6,GB,HOU,7,3,43,33,2,18,5,11,0,0,0,0,0,18.30,2012
18,Victor Cruz,WR,6,NYG,SF,13,6,46,58,1,16,5,10,0,0,0,0,0,17.80,2012
19,Mike Wallace,WR,6,PIT,TEN,4,2,50,94,1,82,24,47,0,0,0,0,0,17.40,2012
20,Sidney Rice,WR,6,SEA,NE,6,3,50,81,1,46,14,27,0,0,0,0,0,17.10,2012
21,Kenny Britt,WR,6,TEN,PIT,11,4,36,62,1,37,6,16,0,0,0,1,0,16.20,2012
22,Brandon Gibson,WR,6,LAR,MIA,9,7,78,91,0,22,10,13,0,0,0,0,0,16.10,2012
23,Andre Johnson,WR,6,HOU,GB,12,8,67,75,0,15,6,9,0,0,0,0,0,15.50,2012
24,Doug Baldwin,WR,6,SEA,NE,3,2,67,74,1,50,25,37,0,0,0,0,0,15.40,2012
25,Brandon Stokley,WR,6,DEN,LAC,4,4,100,48,1,21,12,12,0,0,0,0,0,14.80,2012
26,Anquan Boldin,WR,6,BAL,DAL,6,5,83,98,0,31,16,20,0,0,0,0,0,14.80,2012
27,Nate Burleson,WR,6,DET,PHI,9,4,44,24,1,17,3,6,2,22,0,0,0,14.60,2012
28,Steve Johnson,WR,6,BUF,ARI,11,6,55,82,0,23,8,14,0,0,0,0,0,14.20,2012
29,Brandon Lloyd,WR,6,NE,SEA,12,6,50,80,0,23,7,13,0,0,0,0,0,14.00,2012
30,Marlon Moore,WR,6,MIA,LAR,3,3,100,46,1,29,15,15,0,0,0,0,0,13.60,2012
31,Kendall Wright,WR,6,TEN,PIT,8,6,75,71,0,35,9,12,0,0,0,0,0,13.10,2012
32,Mario Manningham,WR,6,SF,NYG,10,5,50,72,0,36,7,14,1,7,0,0,0,12.90,2012
33,Reggie Wayne,WR,6,IND,NYJ,10,5,50,87,0,29,9,17,0,0,0,1,1,12.70,2012
34,Derek Hagan,WR,6,OAK,ATL,4,4,100,85,0,38,21,21,0,0,0,0,0,12.50,2012
35,Domenik Hixon,WR,6,NYG,SF,6,4,67,78,0,39,13,20,0,0,0,0,0,11.80,2012
36,Demaryius Thomas,WR,6,DEN,LAC,2,2,100,37,1,29,19,19,0,0,0,0,0,11.70,2012
