Player,Position,Team,Opponent,Points
Josh Freeman,QB,TB,KC,27.62
Michael Vick,QB,PHI,DET,27.34
Sam Bradford,QB,LAR,MIA,27.00
Andy Dalton,QB,CIN,CLE,26.74
Peyton Manning,QB,DEN,LAC,26.06
Christian Ponder,QB,MIN,WAS,25.38
Matthew Stafford,QB,DET,PHI,25.14
Tom Brady,QB,NE,SEA,24.80
Russell Wilson,QB,SEA,NE,24.42
Ben Roethlisberger,QB,PIT,TEN,21.92
Carson Palmer,QB,OAK,ATL,19.12
Tony Romo,QB,DAL,BAL,17.44
Ryan Tannehill,QB,MIA,LAR,17.00
Brandon Weeden,QB,CLE,CIN,16.54
Matt Hasselbeck,QB,TEN,PIT,14.80
Kevin Kolb,QB,ARI,BUF,14.72
Joe Flacco,QB,BAL,DAL,13.56
Matt Ryan,QB,ATL,OAK,12.46
Philip Rivers,QB,LAC,DEN,11.64
Eli Manning,QB,NYG,SF,11.52
Mark Sanchez,QB,NYJ,IND,11.18
Andrew Luck,QB,IND,NYJ,8.10
Matt Schaub,QB,HOU,GB,7.28
Ryan Fitzpatrick,QB,BUF,ARI,6.62
Brady Quinn,QB,KC,TB,6.30
Alex Smith,QB,SF,NYG,5.50
Colin Kaepernick,QB,SF,NYG,3.88
Tim Tebow,QB,NYJ,IND,1.62
John Skelton,QB,ARI,BUF,0.80
Graham Harrell,QB,GB,HOU,0.00
TJ Yates,QB,HOU,GB,-0.08
Dez Bryant,WR,DAL,BAL,34.50
Wes Welker,WR,NE,SEA,32.80
Jeremy Maclin,WR,PHI,DET,28.00
Percy Harvin,WR,MIN,WAS,27.40
Denarius Moore,WR,OAK,ATL,24.40
Mike Williams,WR,TB,KC,24.30
Vincent Jackson,WR,TB,KC,22.60
Calvin Johnson,WR,DET,PHI,22.50
Eric Decker,WR,DEN,LAC,21.80
Larry Fitzgerald,WR,ARI,BUF,21.30
Randall Cobb,WR,GB,HOU,20.20
Roddy White,WR,ATL,OAK,19.20
Josh Gordon,WR,CLE,CIN,18.90
Michael Jenkins,WR,MIN,WAS,18.70
James Jones,WR,GB,HOU,18.30
Victor Cruz,WR,NYG,SF,17.80
Mike Wallace,WR,PIT,TEN,17.40
Sidney Rice,WR,SEA,NE,17.10
Kenny Britt,WR,TEN,PIT,16.20
Brandon Gibson,WR,LAR,MIA,16.10
Andre Johnson,WR,HOU,GB,15.50
Doug Baldwin,WR,SEA,NE,15.40
Brandon Stokley,WR,DEN,LAC,14.80
Anquan Boldin,WR,BAL,DAL,14.80
Nate Burleson,WR,DET,PHI,14.60
Steve Johnson,WR,BUF,ARI,14.20
Brandon Lloyd,WR,NE,SEA,14.00
Marlon Moore,WR,MIA,LAR,13.60
Kendall Wright,WR,TEN,PIT,13.10
Mario Manningham,WR,SF,NYG,12.90
Reggie Wayne,WR,IND,NYJ,12.70
Derek Hagan,WR,OAK,ATL,12.50
Domenik Hixon,WR,NYG,SF,11.80
Demaryius Thomas,WR,DEN,LAC,11.70
Chris Givens,WR,LAR,MIA,11.50
Stephen Hill,WR,NYJ,IND,11.30
