Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Rob Bironas,K,6,TEN,PIT,4,4,100,47,2,2,0.00,2012
2,Jason Hanson,K,6,DET,PHI,4,4,100,46,2,2,0.00,2012
3,Lawrence Tynes,K,6,NYG,SF,4,5,80,34,2,2,0.00,2012
4,Shaun Suisham,K,6,PIT,TEN,3,4,75,52,2,2,0.00,2012
5,Matt Bryant,K,6,ATL,OAK,3,4,75,55,2,2,0.00,2012
6,Jay Feely,K,6,ARI,BUF,3,4,75,61,1,1,0.00,2012
7,Blair Walsh,K,6,MIN,WAS,4,4,100,37,0,0,0.00,2012
8,Dan Bailey,K,6,DAL,BAL,3,4,75,43,2,2,0.00,2012
9,Alex Henery,K,6,PHI,DET,3,3,100,49,2,2,0.00,2012
10,Stephen Gostkowski,K,6,NE,SEA,3,3,100,35,2,2,0.00,2012
11,Sebastian Janikowski,K,6,OAK,ATL,2,2,100,52,2,2,0.00,2012
12,Phil Dawson,K,6,CLE,CIN,2,2,100,41,4,4,0.00,2012
13,Adam Vinatieri,K,6,IND,NYJ,3,3,100,50,0,0,0.00,2012
14,Connor Barth,K,6,TB,KC,1,2,50,27,5,5,0.00,2012
15,Kai Forbath,K,6,WAS,MIN,1,1,100,50,5,5,0.00,2012
16,Shayne Graham,K,6,HOU,GB,1,1,100,51,3,3,0.00,2012
17,Justin Tucker,K,6,BAL,DAL,1,1,100,38,4,4,0.00,2012
18,Mike Nugent,K,6,CIN,CLE,1,1,100,44,3,3,0.00,2012
19,Greg Zuerlein,K,6,LAR,MIA,2,5,40,48,0,0,0.00,2012
20,Steven Hauschka,K,6,SEA,NE,1,1,100,34,3,3,0.00,2012
21,Mason Crosby,K,6,GB,HOU,0,0,0,0,6,6,0.00,2012
22,Nick Novak,K,6,LAC,DEN,1,1,100,32,3,3,0.00,2012
23,Dan Carpenter,K,6,MIA,LAR,1,1,100,42,2,2,0.00,2012
24,Nick Folk,K,6,NYJ,IND,0,0,0,0,5,5,0.00,2012
25,Rian Lindell,K,6,BUF,ARI,1,1,100,25,2,2,0.00,2012
26,Matt Prater,K,6,DEN,LAC,0,0,0,0,5,5,0.00,2012
27,Ryan Succop,K,6,KC,TB,1,1,100,38,1,1,0.00,2012
28,David Akers,K,6,SF,NYG,1,3,33,42,0,0,0.00,2012
29,DJ Smith,K,6,GB,HOU,0,0,0,0,0,0,0.00,2012
30,John Potter,K,6,BUF,ARI,0,0,0,0,0,0,0.00,2012
