Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Shonn Greene,RB,6,NYJ,IND,32,161,5,3,0,0,0,0,0,0,37.10,2012
2,Ray Rice,RB,6,BAL,DAL,16,63,4,2,4,1,43,0,0,0,23.60,2012
3,Ahmad Bradshaw,RB,6,NYG,SF,27,116,4,1,1,1,4,0,0,0,22.00,2012
4,CJ Spiller,RB,6,BUF,ARI,12,88,7,1,5,4,22,0,0,0,21.00,2012
5,Adrian Peterson,RB,6,MIN,WAS,17,79,5,0,8,7,50,0,0,0,19.90,2012
6,Isaac Redman,RB,6,PIT,TEN,5,14,3,0,5,4,105,0,0,0,18.90,2012
7,Fred Jackson,RB,6,BUF,ARI,16,53,3,1,6,5,30,0,1,1,18.30,2012
8,Darren McFadden,RB,6,OAK,ATL,27,70,3,1,4,3,28,0,1,1,17.80,2012
9,LeSean McCoy,RB,6,PHI,DET,14,22,2,0,8,7,26,1,0,0,17.80,2012
10,Felix Jones,RB,6,DAL,BAL,18,92,5,1,1,1,13,0,0,0,17.50,2012
11,Arian Foster,RB,6,HOU,GB,17,29,2,2,3,1,12,0,0,0,17.10,2012
12,Cedric Peerman,RB,6,CIN,CLE,1,7,7,0,8,8,76,0,0,0,16.30,2012
13,Chris Johnson,RB,6,TEN,PIT,19,91,5,0,4,4,23,0,0,0,15.40,2012
14,Doug Martin,RB,6,TB,KC,13,76,6,0,4,2,55,0,0,0,15.10,2012
15,Willis McGahee,RB,6,DEN,LAC,17,56,3,0,5,4,42,0,0,0,13.80,2012
16,Montario Hardesty,RB,6,CLE,CIN,15,56,4,1,1,1,9,0,0,0,13.50,2012
17,Ryan Mathews,RB,6,LAC,DEN,22,74,3,0,5,4,19,0,0,0,13.30,2012
18,Steven Jackson,RB,6,LAR,MIA,12,52,4,0,5,3,28,0,0,0,13.00,2012
19,Alfred Morris,RB,6,WAS,MIN,16,47,3,1,2,1,9,0,0,0,12.60,2012
20,Mikel Leshoure,RB,6,DET,PHI,15,70,5,0,4,3,24,0,0,0,12.40,2012
21,Danny Woodhead,RB,6,NE,SEA,4,25,6,0,5,5,46,0,0,0,12.10,2012
22,Daryl Richardson,RB,6,LAR,MIA,11,76,7,0,3,2,23,0,0,0,11.90,2012
23,LeGarrette Blount,RB,6,TB,KC,7,58,8,1,0,0,0,0,0,0,11.80,2012
24,Reggie Bush,RB,6,MIA,LAR,12,17,1,0,7,5,44,0,0,0,11.10,2012
25,DeMarco Murray,RB,6,DAL,BAL,14,93,7,0,1,1,4,0,0,0,10.70,2012
26,Mike Goodson,RB,6,OAK,ATL,4,59,15,0,1,1,37,0,0,0,10.60,2012
27,Dexter McCluster,RB,6,KC,TB,0,0,0,0,8,6,39,0,0,0,9.90,2012
28,Frank Gore,RB,6,SF,NYG,8,36,5,0,4,4,20,0,0,0,9.60,2012
29,Baron Batch,RB,6,PIT,TEN,10,22,2,1,1,1,3,0,0,0,9.50,2012
30,William Powell,RB,6,ARI,BUF,13,70,5,0,1,1,8,0,0,0,8.80,2012
31,Alex Green,RB,6,GB,HOU,22,65,3,0,1,1,8,0,0,0,8.30,2012
32,BenJarvus Green-Ellis,RB,6,CIN,CLE,16,62,4,0,1,1,8,0,0,0,8.00,2012
33,Darrel Young,FB,6,WAS,MIN,0,0,0,0,1,1,6,1,0,0,7.60,2012
34,Justin Forsett,RB,6,HOU,GB,7,47,7,0,1,1,18,0,0,0,7.50,2012
35,Trent Richardson,RB,6,CLE,CIN,14,37,3,0,3,2,17,0,1,0,7.40,2012
36,Joe McKnight,RB,6,NYJ,IND,3,71,24,0,0,0,0,0,0,0,7.10,2012
37,Robert Turbin,RB,6,SEA,NE,5,27,5,0,2,2,21,0,0,0,6.80,2012
38,Jamaal Charles,RB,6,KC,TB,12,40,3,0,3,2,7,0,0,0,6.70,2012
39,Ronnie Brown,RB,6,LAC,DEN,3,13,4,0,4,3,23,0,0,0,6.60,2012
40,Marshawn Lynch,RB,6,SEA,NE,15,41,3,0,1,1,11,0,0,0,6.20,2012
41,Vick Ballard,RB,6,IND,NYJ,8,25,3,0,3,2,17,0,0,0,6.20,2012
42,Jamie Harper,RB,6,TEN,PIT,2,1,1,1,0,0,0,0,0,0,6.10,2012
43,Shaun Draughn,RB,6,KC,TB,11,11,1,0,4,3,12,0,0,0,5.30,2012
44,Joique Bell,RB,6,DET,PHI,7,38,5,0,2,1,3,0,0,0,5.10,2012
45,Michael Turner,RB,6,ATL,OAK,11,33,3,0,1,1,6,0,0,0,4.90,2012
46,Jacquizz Rodgers,RB,6,ATL,OAK,2,-2,-1,0,4,3,21,0,0,0,4.90,2012
47,Nate Eachus,RB,6,KC,TB,5,18,4,0,2,1,19,0,0,0,4.70,2012
48,Stevan Ridley,RB,6,NE,SEA,16,34,2,0,2,1,0,0,0,0,4.40,2012
49,Kendall Hunter,RB,6,SF,NYG,4,26,7,0,1,1,6,0,0,0,4.20,2012
50,Bernard Pierce,RB,6,BAL,DAL,4,21,5,0,1,1,6,0,0,0,3.70,2012
