Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Reggie Wayne,WR,13,IND,DAL,20,14,70,200,1,40,10,14,0,0,0,0,0,43.00,2010
2,Greg Jennings,WR,13,GB,SF,7,6,86,122,2,57,17,20,0,0,0,0,0,33.20,2010
3,Sidney Rice,WR,13,MIN,BUF,6,5,83,105,2,46,18,21,0,0,0,0,0,30.50,2010
4,Anquan Boldin,WR,13,BAL,PIT,9,5,56,118,1,61,13,24,0,0,0,0,0,25.80,2010
5,Andre Johnson,WR,13,HOU,PHI,9,6,67,149,0,42,17,25,2,10,0,0,0,24.90,2010
6,Robert Meachem,WR,13,NO,CIN,3,3,100,106,1,52,35,35,0,0,0,0,0,22.60,2010
7,Wes Welker,WR,13,NE,NYJ,7,7,100,80,1,18,11,11,0,0,0,0,0,21.00,2010
8,Anthony Armstrong,WR,13,WAS,NYG,10,6,60,97,1,33,10,16,0,0,0,1,1,20.70,2010
9,Pierre Garcon,WR,13,IND,DAL,8,8,100,56,1,13,7,7,1,11,0,0,0,20.70,2010
10,Earl Bennett,WR,13,CHI,DET,8,7,88,104,0,33,13,15,0,0,0,0,0,20.40,2010
11,Donald Driver,WR,13,GB,SF,8,4,50,73,1,61,9,18,0,0,0,0,0,17.30,2010
12,Mike Williams,WR,13,TB,ATL,14,5,36,59,1,21,4,12,0,0,0,0,0,16.90,2010
13,Terrell Owens,WR,13,CIN,NO,9,6,67,47,1,20,5,8,0,0,0,0,0,16.70,2010
14,Calvin Johnson,WR,13,DET,CHI,5,3,60,66,1,46,13,22,0,0,0,0,0,15.60,2010
15,Marques Colston,WR,13,NO,CIN,4,3,75,65,1,43,16,22,0,0,0,0,0,15.50,2010
16,Deion Branch,WR,13,NE,NYJ,7,3,43,64,1,25,9,21,0,0,0,0,0,15.40,2010
17,Chad Johnson,WR,13,CIN,NO,10,5,50,96,0,33,10,19,0,0,0,0,0,14.60,2010
18,Roddy White,WR,13,ATL,TB,16,7,44,74,0,25,5,11,0,0,0,0,0,14.40,2010
19,Santonio Holmes,WR,13,NYJ,NE,12,7,58,72,0,22,6,10,0,0,0,0,0,14.20,2010
20,Derek Hagan,WR,13,NYG,WAS,8,7,88,65,0,17,8,9,0,0,0,0,0,13.50,2010
21,David Nelson,WR,13,BUF,MIN,4,4,100,34,1,12,9,9,0,0,0,0,0,13.40,2010
22,Davone Bess,WR,13,MIA,CLE,9,6,67,67,0,23,7,11,0,0,0,0,0,12.70,2010
23,Mike Wallace,WR,13,PIT,BAL,7,5,71,76,0,24,11,15,0,0,0,0,0,12.60,2010
24,Malcom Floyd,WR,13,LAC,OAK,11,5,46,72,0,24,7,14,0,0,0,0,0,12.20,2010
25,Mohamed Massaquoi,WR,13,CLE,MIA,7,4,57,81,0,37,12,20,0,0,0,0,0,12.10,2010
26,Michael Jenkins,WR,13,ATL,TB,4,3,75,30,1,15,8,10,0,0,0,0,0,12.00,2010
27,Jeremy Maclin,WR,13,PHI,HOU,8,5,63,68,0,34,9,14,0,0,0,0,0,11.80,2010
28,DeSean Jackson,WR,13,PHI,HOU,5,3,60,84,0,33,17,28,1,0,0,0,0,11.40,2010
29,Brandon Gibson,WR,13,LAR,ARI,7,6,86,54,0,15,8,9,0,0,0,0,0,11.40,2010
30,Sammie Stroughter,WR,13,TB,ATL,6,6,100,48,0,19,8,8,1,2,0,0,0,11.00,2010
31,Lee Evans,WR,13,BUF,MIN,6,3,50,72,0,26,12,24,0,0,0,0,0,10.20,2010
32,Larry Fitzgerald,WR,13,ARI,LAR,11,4,36,61,0,19,6,15,0,0,0,0,0,10.10,2010
33,Jacoby Jones,WR,13,HOU,PHI,2,2,100,20,1,12,10,10,0,0,0,0,0,10.00,2010
34,Lance Moore,WR,13,NO,CIN,7,6,86,36,0,9,5,6,0,0,0,0,0,9.60,2010
35,Miles Austin,WR,13,DAL,IND,8,4,50,47,0,22,6,12,1,6,0,0,0,9.30,2010
36,Steve Breaston,WR,13,ARI,LAR,6,3,50,62,0,26,10,21,0,0,0,0,0,9.20,2010
37,Brandon Stokley,WR,13,SEA,CAR,5,4,80,47,0,17,9,12,0,0,0,0,0,8.70,2010
38,Steve Smith,WR,13,CAR,SEA,10,3,30,54,0,39,5,18,0,0,0,0,0,8.40,2010
39,Brandon Tate,WR,13,NE,NYJ,1,1,100,4,1,4,4,4,1,6,0,0,0,8.00,2010
40,Emmanuel Sanders,WR,13,PIT,BAL,6,3,50,49,0,28,8,16,0,0,0,0,0,7.90,2010
41,Jacoby Ford,WR,13,OAK,LAC,3,1,33,4,1,4,1,4,1,3,0,0,0,7.70,2010
42,Michael Crabtree,WR,13,SF,GB,8,3,38,45,0,39,6,15,0,0,0,0,0,7.50,2010
43,Kevin Walter,WR,13,HOU,PHI,6,4,67,33,0,14,6,8,0,0,0,0,0,7.30,2010
44,Roy Williams,WR,13,DAL,IND,2,2,100,32,0,22,16,16,0,0,0,0,0,7.20,2010
45,Blair White,WR,13,IND,DAL,6,4,67,32,0,13,5,8,0,0,0,0,0,7.20,2010
46,Mike Thomas,WR,13,JAX,TEN,5,4,80,31,0,12,6,8,0,0,0,0,0,7.10,2010
47,Nate Washington,WR,13,TEN,JAX,6,3,50,40,0,21,7,13,0,0,0,0,0,7.00,2010
48,Donte' Stallworth,WR,13,BAL,PIT,2,1,50,67,0,67,34,67,1,-11,0,0,0,6.60,2010
49,Jordan Shipley,WR,13,CIN,NO,4,4,100,25,0,8,6,6,0,0,0,0,0,6.50,2010
50,Seyi Ajirotutu,WR,13,LAC,OAK,8,2,25,44,0,25,6,22,0,0,0,0,0,6.40,2010
