Player,Position,Team,Opponent,Points
Aaron Rodgers,QB,GB,SF,27.82
Drew Brees,QB,NO,CIN,22.52
Matt Schaub,QB,HOU,PHI,22.48
Peyton Manning,QB,IND,DAL,21.50
Jason Campbell,QB,OAK,LAC,18.38
Drew Stanton,QB,DET,CHI,18.32
Carson Palmer,QB,CIN,NO,15.96
Jon Kitna,QB,DAL,IND,15.48
Joe Flacco,QB,BAL,PIT,15.14
Philip Rivers,QB,LAC,OAK,14.70
Tarvaris Jackson,QB,MIN,BUF,14.68
Matt Ryan,QB,ATL,TB,13.90
Troy Smith,QB,SF,GB,13.56
Jay Cutler,QB,CHI,DET,13.56
Donovan McNabb,QB,WAS,NYG,13.34
Josh Freeman,QB,TB,ATL,13.04
Ben Roethlisberger,QB,PIT,BAL,13.02
David Garrard,QB,JAX,TEN,12.94
Matt Cassel,QB,KC,DEN,12.34
Jake Delhomme,QB,CLE,MIA,12.18
Chad Henne,QB,MIA,CLE,9.66
Ryan Fitzpatrick,QB,BUF,MIN,7.82
Sam Bradford,QB,LAR,ARI,7.18
Matt Hasselbeck,QB,SEA,CAR,7.06
Jimmy Clausen,QB,CAR,SEA,5.76
Mark Sanchez,QB,NYJ,NE,5.56
Eli Manning,QB,NYG,WAS,5.34
Kerry Collins,QB,TEN,JAX,5.16
Kyle Orton,QB,DEN,KC,3.68
Derek Anderson,QB,ARI,LAR,2.72
John Skelton,QB,ARI,LAR,1.80
Sage Rosenfels,QB,NYG,WAS,0.00
Dan Orlovsky,QB,HOU,PHI,0.00
Josh Johnson,QB,TB,ATL,0.00
Chase Daniel,QB,NO,CIN,0.00
Kyle Boller,QB,OAK,LAC,0.00
Joe Webb,QB,MIN,BUF,0.00
Matt Flynn,QB,GB,SF,-0.20
Max Hall,QB,ARI,LAR,-0.60
Brett Favre,QB,MIN,BUF,-1.00
Sidney Rice,WR,MIN,BUF,30.50
Anquan Boldin,WR,BAL,PIT,25.80
Andre Johnson,WR,HOU,PHI,24.90
Robert Meachem,WR,NO,CIN,22.60
Wes Welker,WR,NE,NYJ,21.00
Anthony Armstrong,WR,WAS,NYG,20.70
