Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Josh Brown,K,13,LAR,ARI,4,4,100,52,1,1,0.00,2010
2,David Buehler,K,13,DAL,IND,3,4,75,46,3,3,0.00,2010
3,David Akers,K,13,PHI,HOU,2,2,100,36,4,4,0.00,2010
4,Clint Stitser,K,13,CIN,NO,3,3,100,47,1,1,0.00,2010
5,Garrett Hartley,K,13,NO,CIN,2,2,100,48,4,4,0.00,2010
6,Mason Crosby,K,13,GB,SF,2,3,67,43,4,4,0.00,2010
7,Jeff Reed,K,13,SF,GB,3,3,100,44,1,1,0.00,2010
8,Shayne Graham,K,13,NE,NYJ,1,1,100,41,6,6,0.00,2010
9,Robbie Gould,K,13,CHI,DET,1,1,100,54,3,3,0.00,2010
10,Dave Rayner,K,13,DET,CHI,2,2,100,50,2,2,0.00,2010
11,Ryan Longwell,K,13,MIN,BUF,1,1,100,38,5,5,0.00,2010
12,Phil Dawson,K,13,CLE,MIA,2,3,67,32,1,1,0.00,2010
13,Lawrence Tynes,K,13,NYG,WAS,1,1,100,28,4,4,0.00,2010
14,Nate Kaeding,K,13,LAC,OAK,2,3,67,39,1,1,0.00,2010
15,Olindo Mare,K,13,SEA,CAR,1,2,50,24,4,4,0.00,2010
16,Shaun Suisham,K,13,PIT,BAL,2,2,100,45,1,1,0.00,2010
17,Neil Rackers,K,13,HOU,PHI,1,1,100,48,3,3,0.00,2010
18,Matt Prater,K,13,DEN,KC,2,2,100,41,0,0,0.00,2010
19,Dan Carpenter,K,13,MIA,CLE,1,2,50,60,1,1,0.00,2010
20,Connor Barth,K,13,TB,ATL,1,1,100,33,3,3,0.00,2010
21,Rob Bironas,K,13,TEN,JAX,2,2,100,37,0,0,0.00,2010
22,Jay Feely,K,13,ARI,LAR,2,2,100,45,0,0,0.00,2010
23,Josh Scobee,K,13,JAX,TEN,1,3,33,26,2,2,0.00,2010
24,Adam Vinatieri,K,13,IND,DAL,0,0,0,0,5,5,0.00,2010
25,Ryan Succop,K,13,KC,DEN,1,1,100,47,1,1,0.00,2010
26,Matt Bryant,K,13,ATL,TB,0,0,0,0,4,4,0.00,2010
27,Sebastian Janikowski,K,13,OAK,LAC,0,0,0,0,4,4,0.00,2010
28,Billy Cundiff,K,13,BAL,PIT,1,1,100,24,1,1,0.00,2010
29,Nick Folk,K,13,NYJ,NE,1,2,50,39,0,0,0.00,2010
30,Rian Lindell,K,13,BUF,MIN,0,0,0,0,2,2,0.00,2010
31,John Kasay,K,13,CAR,SEA,0,0,0,0,2,2,0.00,2010
32,Graham Gano,K,13,WAS,NYG,0,1,0,0,1,1,0.00,2010
33,Thomas Howard,K,13,OAK,LAC,0,0,0,0,0,0,0.00,2010
34,Rhys Lloyd,K,13,CAR,SEA,0,0,0,0,0,0,0.00,2010
