Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,New York Giants,DST,13,NYG,WAS,5,4,10,2,4,0,0,0,7,20.00,2010
2,Dallas Cowboys,DST,13,DAL,IND,1,0,1,4,0,0,2,0,35,16.00,2010
3,Minnesota Vikings,DST,13,MIN,BUF,4,1,5,1,4,0,0,0,14,15.00,2010
4,Los Angeles Rams,DST,13,LAR,ARI,8,4,6,2,0,0,0,0,6,15.00,2010
5,New England Patriots,DST,13,NE,NYJ,2,1,4,3,0,0,0,0,3,14.00,2010
6,Kansas City Chiefs,DST,13,KC,DEN,3,4,3,0,1,0,0,0,6,13.00,2010
7,Cleveland Browns,DST,13,CLE,MIA,2,1,2,3,0,0,0,0,10,13.00,2010
8,Jacksonville Jaguars,DST,13,JAX,TEN,3,1,2,2,0,0,0,0,6,12.00,2010
9,Oakland Raiders,DST,13,OAK,LAC,6,4,7,1,1,0,0,0,13,12.00,2010
10,Seattle Seahawks,DST,13,SEA,CAR,3,3,8,1,0,0,1,0,14,12.00,2010
11,Buffalo Bills,DST,13,BUF,MIN,6,1,4,4,0,0,1,0,38,11.00,2010
12,Pittsburgh Steelers,DST,13,PIT,BAL,6,4,8,0,1,0,0,0,10,10.00,2010
13,Indianapolis Colts,DST,13,IND,DAL,3,2,3,0,0,0,0,1,38,10.00,2010
14,Atlanta Falcons,DST,13,ATL,TB,3,1,3,1,0,0,0,1,24,9.00,2010
15,Baltimore Ravens,DST,13,BAL,PIT,6,3,8,1,0,0,0,0,13,9.00,2010
16,Denver Broncos,DST,13,DEN,KC,4,2,4,0,1,0,0,0,10,8.00,2010
17,Carolina Panthers,DST,13,CAR,SEA,5,3,8,2,0,0,0,0,31,7.00,2010
18,Green Bay Packers,DST,13,GB,SF,6,4,5,1,0,0,0,0,16,7.00,2010
19,Detroit Lions,DST,13,DET,CHI,5,4,4,0,1,0,0,0,24,6.00,2010
20,Miami Dolphins,DST,13,MIA,CLE,2,2,5,0,0,0,0,0,13,6.00,2010
21,Philadelphia Eagles,DST,13,PHI,HOU,5,2,4,1,1,0,0,0,24,6.00,2010
22,Arizona Cardinals,DST,13,ARI,LAR,6,2,5,1,0,0,0,0,19,5.00,2010
23,Tennessee Titans,DST,13,TEN,JAX,2,1,2,0,0,0,0,0,17,4.00,2010
24,Chicago Bears,DST,13,CHI,DET,2,2,3,0,0,0,0,0,20,3.00,2010
25,Cincinnati Bengals,DST,13,CIN,NO,4,2,6,1,0,0,0,0,34,3.00,2010
26,San Francisco 49ers,DST,13,SF,GB,3,4,6,0,0,0,0,0,34,3.00,2010
27,Tampa Bay Buccaneers,DST,13,TB,ATL,5,0,3,2,0,0,0,0,28,3.00,2010
28,Houston Texans,DST,13,HOU,PHI,5,1,4,1,0,0,0,0,34,2.00,2010
29,New Orleans Saints,DST,13,NO,CIN,5,3,3,0,0,0,0,0,30,2.00,2010
30,Los Angeles Chargers,DST,13,LAC,OAK,2,1,2,0,1,0,0,0,28,2.00,2010
31,Washington Redskins,DST,13,WAS,NYG,1,0,3,1,0,0,0,0,31,1.00,2010
32,New York Jets,DST,13,NYJ,NE,3,3,3,0,0,0,0,0,45,-1.00,2010
