Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Michael Vick,QB,13,PHI,HOU,22,33,67,302,9,2,1,103,10,48,5,1,32.88,2010
2,Tom Brady,QB,13,NE,NYJ,21,29,72,326,11,4,0,149,1,3,3,0,32.34,2010
3,Aaron Rodgers,QB,13,GB,SF,21,30,70,298,10,3,0,135,4,39,10,0,27.82,2010
4,Drew Brees,QB,13,NO,CIN,24,29,83,313,11,2,1,120,0,0,0,0,22.52,2010
5,Matt Schaub,QB,13,HOU,PHI,22,36,61,337,9,2,1,99,0,0,0,0,22.48,2010
6,Peyton Manning,QB,13,IND,DAL,36,48,75,365,8,2,4,75,1,-1,-1,0,21.50,2010
7,Jason Campbell,QB,13,OAK,LAC,10,16,63,117,7,1,0,105,7,37,5,1,18.38,2010
8,Drew Stanton,QB,13,DET,CHI,16,24,67,178,7,1,0,102,5,12,2,1,18.32,2010
9,Carson Palmer,QB,13,CIN,NO,23,33,70,249,8,1,0,102,0,0,0,0,15.96,2010
10,Jon Kitna,QB,13,DAL,IND,18,26,69,167,6,1,0,99,4,28,7,0,15.48,2010
11,Joe Flacco,QB,13,BAL,PIT,17,33,52,266,8,1,0,89,3,15,5,0,15.14,2010
12,Philip Rivers,QB,13,LAC,OAK,23,39,59,280,7,1,1,79,1,5,5,0,14.70,2010
13,Tarvaris Jackson,QB,13,MIN,BUF,15,22,68,187,9,2,3,85,2,22,11,0,14.68,2010
14,Matt Ryan,QB,13,ATL,TB,18,36,50,205,6,2,2,63,3,-3,-1,0,13.90,2010
15,Jay Cutler,QB,13,CHI,DET,21,26,81,234,9,1,0,117,5,12,2,0,13.56,2010
16,Troy Smith,QB,13,SF,GB,10,25,40,194,8,1,1,64,3,28,9,0,13.56,2010
17,Donovan McNabb,QB,13,WAS,NYG,26,44,59,296,7,1,2,68,2,5,3,0,13.34,2010
18,Josh Freeman,QB,13,TB,ATL,19,38,50,181,5,1,1,61,4,28,7,0,13.04,2010
19,Ben Roethlisberger,QB,13,PIT,BAL,22,38,58,253,7,1,1,76,1,-1,-1,0,13.02,2010
20,David Garrard,QB,13,JAX,TEN,14,19,74,126,7,0,0,91,10,19,2,1,12.94,2010
21,Matt Cassel,QB,13,KC,DEN,17,31,55,196,6,1,0,85,2,5,3,0,12.34,2010
22,Jake Delhomme,QB,13,CLE,MIA,24,34,71,217,6,1,0,97,4,-5,-1,0,12.18,2010
23,Chad Henne,QB,13,MIA,CLE,16,32,50,174,5,1,3,38,5,17,3,0,9.66,2010
24,Ryan Fitzpatrick,QB,13,BUF,MIN,15,25,60,158,6,1,1,75,4,5,1,0,7.82,2010
25,Sam Bradford,QB,13,LAR,ARI,18,29,62,187,6,0,1,66,3,7,2,0,7.18,2010
26,Matt Hasselbeck,QB,13,SEA,CAR,17,30,57,229,8,0,2,53,1,-1,-1,0,7.06,2010
27,Jimmy Clausen,QB,13,CAR,SEA,18,34,53,169,5,0,1,55,1,0,0,0,5.76,2010
28,Mark Sanchez,QB,13,NYJ,NE,17,33,52,164,5,0,3,28,4,20,5,0,5.56,2010
29,Eli Manning,QB,13,NYG,WAS,15,25,60,161,6,0,1,62,1,-1,-1,0,5.34,2010
30,Kerry Collins,QB,13,TEN,JAX,14,32,44,169,5,0,2,35,1,4,4,0,5.16,2010
31,Kyle Orton,QB,13,DEN,KC,9,28,32,117,4,0,0,46,0,0,0,0,3.68,2010
32,Derek Anderson,QB,13,ARI,LAR,7,20,35,93,5,0,1,30,0,0,0,0,2.72,2010
33,John Skelton,QB,13,ARI,LAR,3,6,50,45,8,0,0,75,0,0,0,0,1.80,2010
34,Dan Orlovsky,QB,13,HOU,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
35,Chase Daniel,QB,13,NO,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
36,Joe Webb,QB,13,MIN,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
37,Sage Rosenfels,QB,13,NYG,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
38,Josh Johnson,QB,13,TB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
39,Kyle Boller,QB,13,OAK,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
40,Matt Flynn,QB,13,GB,SF,0,0,0,0,0,0,0,0,2,-2,-1,0,-0.20,2010
41,Max Hall,QB,13,ARI,LAR,1,3,33,10,3,0,1,4,0,0,0,0,-0.60,2010
42,Brett Favre,QB,13,MIN,BUF,0,1,0,0,0,0,1,0,0,0,0,0,-1.00,2010
