Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Benjamin Watson,TE,13,CLE,MIA,11,10,91,100,1,22,9,10,0,0,0,0,0,29.00,2010
2,Vernon Davis,TE,13,SF,GB,6,4,67,126,1,66,21,32,0,0,0,0,0,25.60,2010
3,Antonio Gates,TE,13,LAC,OAK,6,6,100,73,1,24,12,12,0,0,0,0,0,19.30,2010
4,Jason Witten,TE,13,DAL,IND,5,5,100,42,1,19,8,8,0,0,0,0,0,15.20,2010
5,Aaron Hernandez,TE,13,NE,NYJ,5,3,60,51,1,35,10,17,0,0,0,0,0,14.10,2010
6,Anthony Fasano,TE,13,MIA,CLE,6,4,67,41,1,14,7,10,0,0,0,0,0,14.10,2010
7,Joel Dreessen,TE,13,HOU,PHI,8,5,63,63,0,20,8,13,0,0,0,0,0,11.30,2010
8,Chris Cooley,TE,13,WAS,NYG,12,6,50,61,0,21,5,10,0,0,0,1,1,11.10,2010
9,Brandon Manumaleuna,TE,13,CHI,DET,2,2,100,23,1,16,12,12,0,0,0,0,0,10.30,2010
10,Jimmy Graham,TE,13,NO,CIN,3,3,100,72,0,52,24,24,0,0,0,0,0,10.20,2010
11,Cameron Morrah,TE,13,SEA,CAR,4,3,75,69,0,36,17,23,0,0,0,0,0,9.90,2010
12,Brent Celek,TE,13,PHI,HOU,7,4,57,55,0,20,8,14,0,0,0,0,0,9.50,2010
13,Tony Moeaki,TE,13,KC,DEN,7,4,57,54,0,21,8,14,0,0,0,0,0,9.40,2010
14,Jermaine Gresham,TE,13,CIN,NO,4,3,75,43,0,23,11,14,0,0,0,0,0,9.30,2010
15,Jared Cook,TE,13,TEN,JAX,6,4,67,47,0,18,8,12,0,0,0,0,0,8.70,2010
16,Jacob Tamme,TE,13,IND,DAL,7,4,57,47,0,26,7,12,0,0,0,0,0,8.70,2010
17,John Gilmore,TE,13,TB,ATL,2,2,100,6,1,4,3,3,0,0,0,0,0,8.60,2010
18,Brandon Pettigrew,TE,13,DET,CHI,9,5,56,36,0,14,4,7,0,0,0,0,0,8.60,2010
19,Deon Butler,TE,13,SEA,CAR,7,4,57,43,0,20,6,11,0,0,0,0,0,8.30,2010
20,Zach Miller,TE,13,JAX,TEN,3,3,100,34,0,18,11,11,2,9,0,0,0,7.30,2010
21,Leonard Pope,TE,13,KC,DEN,1,1,100,2,1,2,2,2,0,0,0,0,0,7.20,2010
22,Tony Gonzalez,TE,13,ATL,TB,6,3,50,38,0,17,6,13,0,0,0,0,0,6.80,2010
23,David Johnson,TE,13,PIT,BAL,3,3,100,37,0,25,12,12,0,0,0,0,0,6.70,2010
24,Marcedes Lewis,TE,13,JAX,TEN,4,3,75,36,0,20,9,12,0,0,0,0,0,6.60,2010
25,Billy Bajema,TE,13,LAR,ARI,4,2,50,39,0,26,10,20,0,0,0,0,0,5.90,2010
26,Dustin Keller,TE,13,NYJ,NE,4,3,75,27,0,15,7,9,0,0,0,0,0,5.70,2010
27,Kellen Winslow,TE,13,TB,ATL,4,3,75,26,0,10,7,9,0,0,0,0,0,5.60,2010
28,Dante Rosario,TE,13,CAR,SEA,5,3,60,26,0,21,5,9,0,0,0,0,0,5.60,2010
29,Jimmy Kleinsasser,TE,13,MIN,BUF,3,3,100,25,0,12,8,8,0,0,0,0,0,5.50,2010
30,Martellus Bennett,TE,13,DAL,IND,3,3,100,24,0,11,8,8,0,0,0,0,0,5.40,2010
31,Ed Dickson,TE,13,BAL,PIT,7,3,43,21,0,11,3,7,0,0,0,0,0,5.10,2010
32,Jeremy Shockey,TE,13,NO,CIN,3,2,67,28,0,18,9,14,0,0,0,0,0,4.80,2010
33,Kevin Boss,TE,13,NYG,WAS,3,2,67,28,0,21,9,14,0,0,0,0,0,4.80,2010
34,Daniel Fells,TE,13,LAR,ARI,4,3,75,18,0,9,5,6,0,0,0,0,0,4.80,2010
35,Bear Pascoe,TE,13,NYG,WAS,3,2,67,21,0,12,7,11,0,0,0,0,0,4.10,2010
36,Visanthe Shiancoe,TE,13,MIN,BUF,3,2,67,17,0,15,6,9,0,0,0,0,0,3.70,2010
37,Mike Sellers,TE,13,WAS,NYG,3,2,67,17,0,10,6,9,0,0,0,0,0,3.70,2010
38,Craig Stevens,TE,13,TEN,JAX,3,1,33,19,0,19,6,19,0,0,0,0,0,2.90,2010
39,Tony Scheffler,TE,13,DET,CHI,2,2,100,9,0,6,5,5,0,0,0,0,0,2.90,2010
40,Fred Davis,TE,13,WAS,NYG,1,1,100,18,0,18,18,18,0,0,0,0,0,2.80,2010
