,Player,Position,Team,Opponent,Points,PlayerID
0,Aaron Rodgers,QB,GB,SF,27.82,00-0023459
1,Drew Brees,QB,NO,CIN,22.52,00-0020531
2,Matt Schaub,QB,HOU,PHI,22.48,00-0022787
3,Peyton Manning,QB,IND,DAL,21.5,00-0010346
4,Jason Campbell,QB,OAK,LAC,18.38,00-0023460
5,Drew Stanton,QB,DET,CHI,18.32,00-0025430
6,Carson Palmer,QB,CIN,NO,15.96,00-0021429
7,Jon Kitna,QB,DAL,IND,15.48,00-0009311
8,Joe Flacco,QB,BAL,PIT,15.14,00-0026158
9,Philip Rivers,QB,LAC,OAK,14.7,00-0022942
10,Tarvaris Jackson,QB,MIN,BUF,14.68,00-0024279
11,Matt Ryan,QB,ATL,TB,13.9,00-0026143
12,Troy Smith,QB,SF,GB,13.56,00-0025561
13,Jay Cutler,QB,CHI,DET,13.56,00-0024226
14,Donovan McNabb,QB,WAS,NYG,13.34,00-0011022
15,Josh Freeman,QB,TB,ATL,13.04,00-0026993
16,Ben Roethlisberger,QB,PIT,BAL,13.02,00-0022924
17,David Garrard,QB,JAX,TEN,12.94,00-0021231
18,Matt Cassel,QB,KC,DEN,12.34,00-0023662
19,Jake Delhomme,QB,CLE,MIA,12.18,00-0004161
20,Chad Henne,QB,MIA,CLE,9.66,00-0026197
21,Ryan Fitzpatrick,QB,BUF,MIN,7.82,00-0023682
22,Sam Bradford,QB,LA,ARI,7.18,00-0027854
23,Matt Hasselbeck,QB,SEA,CAR,7.06,00-0007091
24,Jimmy Clausen,QB,CAR,SEA,5.76,00-0027659
25,Mark Sanchez,QB,NYJ,NE,5.56,00-0026898
26,Eli Manning,QB,NYG,WAS,5.34,00-0022803
27,Kerry Collins,QB,TEN,JAX,5.16,00-0003292
28,Kyle Orton,QB,DEN,KC,3.68,00-0023541
29,Derek Anderson,QB,ARI,LAR,2.72,00-0023645
30,John Skelton,QB,ARI,LAR,1.8,00-0027754
31,Sage Rosenfels,QB,NYG,WAS,0.0,00-0020480
32,Dan Orlovsky,QB,HOU,PHI,0.0,00-0023578
33,Josh Johnson,QB,TB,ATL,0.0,
34,Chase Daniel,QB,NO,CIN,0.0,00-0026544
35,Kyle Boller,QB,OAK,LAC,0.0,00-0022164
36,Joe Webb,QB,MIN,BUF,0.0,00-0027796
37,Matt Flynn,QB,GB,SF,-0.2,00-0026349
38,Max Hall,QB,ARI,LAR,-0.6,00-0027347
39,Brett Favre,QB,MIN,BUF,-1.0,00-0005106
40,Sidney Rice,WR,MIN,BUF,30.5,00-0025431
41,Anquan Boldin,WR,BAL,PIT,25.8,00-0022084
42,Andre Johnson,WR,HOU,PHI,24.9,00-0022044
43,Robert Meachem,WR,NO,CIN,22.6,00-0025414
44,Wes Welker,WR,NE,NYJ,21.0,00-0022427
45,Anthony Armstrong,WR,WAS,NYG,20.7,00-0026465
46,Pierre Garcon,WR,IND,DAL,20.7,00-0026345
47,Earl Bennett,WR,CHI,DET,20.4,00-0026210
48,Donald Driver,WR,GB,SF,17.3,00-0004541
49,Mike Williams,WR,TB,ATL,16.9,00-0033536
50,Terrell Owens,WR,CIN,NO,16.7,00-0012478
51,Calvin Johnson,WR,DET,CHI,15.6,00-0025389
52,Marques Colston,WR,NO,CIN,15.5,00-0024466
53,Deion Branch,WR,NE,NYJ,15.4,00-0021192
54,Chad Johnson,WR,CIN,NO,14.6,00-0020397
55,Roddy White,WR,ATL,TB,14.4,00-0023462
56,Santonio Holmes,WR,NYJ,NE,14.2,00-0024240
57,Derek Hagan,WR,NYG,WAS,13.5,00-0024297
58,David Nelson,WR,BUF,MIN,13.4,00-0027322
59,Davone Bess,WR,MIA,CLE,12.7,00-0026000
60,Mike Wallace,WR,PIT,BAL,12.6,00-0026901
61,Malcom Floyd,WR,LAC,OAK,12.2,00-0022414
62,Mohamed Massaquoi,WR,CLE,MIA,12.1,00-0027026
63,Michael Jenkins,WR,ATL,TB,12.0,00-0022781
64,Jeremy Maclin,WR,PHI,HOU,11.8,00-0026995
65,DeSean Jackson,WR,PHI,HOU,11.4,00-0026189
66,Brandon Gibson,WR,LA,ARI,11.4,00-0026937
67,Sammie Stroughter,WR,TB,ATL,11.0,00-0026953
68,Lee Evans,WR,BUF,MIN,10.2,00-0022910
69,Larry Fitzgerald,WR,ARI,LAR,10.1,00-0022921
70,Jacoby Jones,WR,HOU,PHI,10.0,00-0025460
71,Lance Moore,WR,NO,CIN,9.6,00-0023310
72,Miles Austin,WR,DAL,IND,9.3,00-0023921
73,Steve Breaston,WR,ARI,LAR,9.2,00-0025529
74,Brandon Stokley,WR,SEA,CAR,8.7,00-0015754
75,Steve Smith,WR,CAR,SEA,8.4,
76,Brandon Tate,WR,NE,NYJ,8.0,00-0027057
77,Emmanuel Sanders,WR,PIT,BAL,7.9,00-0027685
78,Jacoby Ford,WR,OAK,LAC,7.7,00-0027709
79,Michael Crabtree,WR,SF,GB,7.5,00-0026986
80,Kevin Walter,WR,HOU,PHI,7.3,00-0021931
81,Roy Williams,WR,DAL,IND,7.2,
82,Blair White,WR,IND,DAL,7.2,00-0027477
83,Mike Thomas,WR,JAX,TEN,7.1,00-0033114
84,Nate Washington,WR,TEN,JAX,7.0,00-0023367
85,Donte' Stallworth,WR,BAL,PIT,6.6,00-0021147
86,Jordan Shipley,WR,CIN,NO,6.5,00-0027687
87,Seyi Ajirotutu,WR,LAC,OAK,6.4,00-0027581
88,Antonio Gates,TE,LAC,OAK,19.3,00-0021547
89,Jason Witten,TE,DAL,IND,15.2,00-0022127
90,Aaron Hernandez,TE,NE,NYJ,14.1,00-0027713
91,Anthony Fasano,TE,MIA,CLE,14.1,00-0024268
92,Joel Dreessen,TE,HOU,PHI,11.3,00-0023630
93,Chris Cooley,TE,WAS,NYG,11.1,00-0022738
94,Brandon Manumaleuna,TE,CHI,DET,10.3,00-0020342
95,Jimmy Graham,TE,NO,CIN,10.2,00-0027696
96,Cameron Morrah,TE,SEA,CAR,9.9,00-0026963
97,Brent Celek,TE,PHI,HOU,9.5,00-0025549
98,Tony Moeaki,TE,KC,DEN,9.4,00-0027695
99,Jermaine Gresham,TE,CIN,NO,9.3,00-0027873
100,Jared Cook,TE,TEN,JAX,8.7,00-0027061
101,Jacob Tamme,TE,IND,DAL,8.7,00-0026267
102,John Gilmore,TE,TB,ATL,8.6,00-0021304
103,Brandon Pettigrew,TE,DET,CHI,8.6,00-0026996
104,Deon Butler,TE,SEA,CAR,8.3,00-0027063
105,Zach Miller,TE,JAX,TEN,7.3,00-0027125
106,Leonard Pope,TE,KC,DEN,7.2,00-0024287
