Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Dan Carpenter,K,2,BUF,MIA,5,6,83,38,2,2,0.00,2014
2,Dan Bailey,K,2,DAL,TEN,4,4,100,51,2,2,0.00,2014
3,Justin Tucker,K,2,BAL,PIT,4,4,100,30,2,2,0.00,2014
4,Chandler Catanzaro,K,2,ARI,NYG,4,4,100,49,1,1,0.00,2014
5,Greg Zuerlein,K,2,LAR,TB,4,4,100,46,1,1,0.00,2014
6,Mason Crosby,K,2,GB,NYJ,3,3,100,55,2,2,0.00,2014
7,Stephen Gostkowski,K,2,NE,MIN,3,3,100,48,3,3,0.00,2014
8,Graham Gano,K,2,CAR,DET,3,3,100,53,1,1,0.00,2014
9,Nick Novak,K,2,LAC,SEA,3,3,100,50,3,3,0.00,2014
10,Randy Bullock,K,2,HOU,OAK,3,4,75,46,3,3,0.00,2014
11,Cody Parkey,K,2,PHI,IND,3,4,75,36,3,3,0.00,2014
12,Kai Forbath,K,2,WAS,JAX,2,2,100,42,5,5,0.00,2014
13,Adam Vinatieri,K,2,IND,PHI,2,2,100,46,3,3,0.00,2014
14,Billy Cundiff,K,2,CLE,NO,2,2,100,32,2,2,0.00,2014
15,Nick Folk,K,2,NYJ,GB,1,1,100,52,3,3,0.00,2014
16,Phil Dawson,K,2,SF,CHI,2,2,100,27,2,2,0.00,2014
17,Shaun Suisham,K,2,PIT,BAL,2,2,100,43,0,0,0.00,2014
18,Mike Nugent,K,2,CIN,ATL,1,4,25,31,3,3,0.00,2014
19,Shayne Graham,K,2,NO,CLE,1,1,100,27,3,3,0.00,2014
20,Brandon McManus,K,2,DEN,KC,1,1,100,20,3,3,0.00,2014
21,Patrick Murray,K,2,TB,LAR,1,2,50,36,2,2,0.00,2014
22,Cairo Santos,K,2,KC,DEN,1,2,50,45,2,2,0.00,2014
23,Matt Bryant,K,2,ATL,CIN,1,1,100,46,1,1,0.00,2014
24,Josh Scobee,K,2,JAX,WAS,1,1,100,36,1,1,0.00,2014
25,Ryan Succop,K,2,TEN,DAL,1,1,100,47,1,1,0.00,2014
26,Caleb Sturgis,K,2,MIA,BUF,1,1,100,34,1,1,0.00,2014
27,Robbie Gould,K,2,CHI,SF,0,0,0,0,4,4,0.00,2014
28,Steven Hauschka,K,2,SEA,LAC,0,0,0,0,3,3,0.00,2014
29,Josh Brown,K,2,NYG,ARI,0,0,0,0,2,2,0.00,2014
30,Sebastian Janikowski,K,2,OAK,HOU,0,0,0,0,2,2,0.00,2014
31,Blair Walsh,K,2,MIN,NE,0,1,0,0,1,1,0.00,2014
32,Nate Freese,K,2,DET,CAR,0,2,0,0,1,1,0.00,2014
33,Jordan Gay,K,2,BUF,MIA,0,0,0,0,0,0,0.00,2014
