Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jordy Nelson,WR,2,GB,NYJ,16,9,56,209,1,80,13,23,0,0,0,0,0,38.90,2014
2,Dez Bryant,WR,2,DAL,TEN,14,10,71,103,1,22,7,10,0,0,0,0,0,29.30,2014
3,Sammy Watkins,WR,2,BUF,MIA,11,8,73,117,1,30,11,15,0,0,0,0,0,28.70,2014
4,James Jones,WR,2,OAK,HOU,14,9,64,112,1,42,8,12,0,0,0,2,1,28.20,2014
5,Brandon Marshall,WR,2,CHI,SF,8,5,63,48,3,17,6,10,0,0,0,0,0,27.80,2014
6,Randall Cobb,WR,2,GB,NYJ,6,5,83,39,2,14,7,8,2,6,0,0,0,23.50,2014
7,Julio Jones,WR,2,ATL,CIN,13,7,54,88,1,24,7,13,0,0,0,0,0,21.80,2014
8,Emmanuel Sanders,WR,2,DEN,KC,9,8,89,108,0,48,12,14,1,-2,0,0,0,21.60,2014
9,Michael Crabtree,WR,2,SF,CHI,9,7,78,82,1,24,9,12,0,0,0,0,0,21.20,2014
10,Julian Edelman,WR,2,NE,MIN,7,6,86,81,1,44,12,14,1,9,0,1,0,21.00,2014
11,Mohamed Sanu,WR,2,CIN,ATL,4,3,75,84,1,76,21,28,0,0,0,0,0,19.40,2014
12,Demaryius Thomas,WR,2,DEN,KC,7,5,71,62,1,21,9,12,0,0,0,0,0,17.20,2014
13,Antonio Brown,WR,2,PIT,BAL,12,7,58,90,0,27,8,13,2,10,0,0,0,17.00,2014
14,Mike Wallace,WR,2,MIA,BUF,8,5,63,56,1,18,7,11,0,0,0,0,0,16.60,2014
15,Jason Avant,WR,2,CAR,DET,7,5,71,54,1,21,8,11,0,0,0,0,0,16.40,2014
16,Miles Austin,WR,2,CLE,NO,10,6,60,44,1,13,4,7,0,0,0,0,0,16.40,2014
17,Eric Decker,WR,2,NYJ,GB,7,4,57,63,1,29,9,16,0,0,0,0,0,16.30,2014
18,Jeremy Maclin,WR,2,PHI,IND,11,4,36,45,1,15,4,11,0,0,0,0,0,14.50,2014
19,Brian Quick,WR,2,LAR,TB,9,7,78,74,0,16,8,11,0,0,0,0,0,14.40,2014
20,Calvin Johnson,WR,2,DET,CAR,13,6,46,83,0,25,6,14,0,0,0,0,0,14.30,2014
21,Rueben Randle,WR,2,NYG,ARI,7,4,57,39,1,13,6,10,0,0,0,0,0,13.90,2014
22,Eddie Royal,WR,2,LAC,SEA,10,7,70,69,0,16,7,10,0,0,0,0,0,13.90,2014
23,Andre Johnson,WR,2,HOU,OAK,7,6,86,74,0,20,11,12,0,0,0,0,0,13.40,2014
24,Steve Smith,WR,2,BAL,PIT,10,6,60,71,0,23,7,12,0,0,0,0,0,13.10,2014
25,Andrew Hawkins,WR,2,CLE,NO,12,6,50,70,0,28,6,12,0,0,0,0,0,13.00,2014
26,TY Hilton,WR,2,IND,PHI,11,6,55,65,0,16,6,11,0,0,0,0,0,12.50,2014
27,Andre Roberts,WR,2,WAS,JAX,5,4,80,57,0,31,11,14,1,19,0,0,0,11.60,2014
28,Allen Robinson,WR,2,JAX,WAS,6,4,67,75,0,54,13,19,0,0,0,0,0,11.50,2014
29,DeAndre Hopkins,WR,2,HOU,OAK,5,3,60,22,1,12,4,7,0,0,0,0,0,11.20,2014
30,Larry Fitzgerald,WR,2,ARI,NYG,10,6,60,51,0,17,5,9,0,0,0,0,0,11.10,2014
31,Percy Harvin,WR,2,SEA,LAC,1,1,100,5,0,5,5,5,2,45,1,1,1,11.00,2014
32,Markus Wheaton,WR,2,PIT,BAL,8,5,63,38,0,14,5,8,2,22,0,0,0,11.00,2014
33,Victor Cruz,WR,2,NYG,ARI,10,5,50,60,0,27,6,12,0,0,0,0,0,11.00,2014
34,Golden Tate,WR,2,DET,CAR,8,5,63,57,0,21,7,11,0,0,0,1,0,10.70,2014
35,Ryan Grant,WR,2,WAS,JAX,8,5,63,57,0,21,7,11,0,0,0,0,0,10.70,2014
36,Jerricho Cotchery,WR,2,CAR,DET,4,4,100,46,0,16,12,12,0,0,0,0,0,10.60,2014
37,Keenan Allen,WR,2,LAC,SEA,6,5,83,55,0,14,9,11,0,0,0,0,0,10.50,2014
38,Jermaine Kearse,WR,2,SEA,LAC,5,4,80,61,0,30,12,15,0,0,0,0,0,10.10,2014
39,Davante Adams,WR,2,GB,NYJ,7,5,71,50,0,24,7,10,0,0,0,0,0,10.00,2014
40,Cordarrelle Patterson,WR,2,MIN,NE,7,4,57,56,0,26,8,14,0,0,0,0,0,9.60,2014
41,Andre Holmes,WR,2,OAK,HOU,7,5,71,45,0,15,6,9,0,0,0,0,0,9.50,2014
42,Roddy White,WR,2,ATL,CIN,8,5,63,42,0,19,5,8,0,0,0,0,0,9.20,2014
43,Vincent Jackson,WR,2,TB,LAR,7,4,57,51,0,20,7,13,0,0,0,0,0,9.10,2014
44,Jeremy Kerley,WR,2,NYJ,GB,8,3,38,22,0,13,3,7,0,37,0,0,0,8.90,2014
45,Mike Evans,WR,2,TB,LAR,4,4,100,49,0,29,12,12,0,0,0,0,0,8.90,2014
46,Jarvis Landry,WR,2,MIA,BUF,6,5,83,49,0,16,8,10,0,0,0,1,1,8.90,2014
47,Brian Hartline,WR,2,MIA,BUF,8,5,63,36,0,11,5,7,0,0,0,0,0,8.60,2014
48,Brandin Cooks,WR,2,NO,CLE,6,3,50,17,0,13,3,6,2,31,0,0,0,7.80,2014
49,Harry Douglas,WR,2,ATL,CIN,8,4,50,38,0,16,5,10,0,0,0,0,0,7.80,2014
50,Alshon Jeffery,WR,2,CHI,SF,6,3,50,47,0,29,8,16,0,0,0,0,0,7.70,2014
