Player,Position,Team,Opponent,Points
Philip Rivers,QB,LAC,SEA,25.06
Peyton Manning,QB,DEN,KC,21.58
Nick Foles,QB,PHI,IND,21.44
Andrew Luck,QB,IND,PHI,19.88
Cam Newton,QB,CAR,DET,19.14
Josh McCown,QB,TB,LAR,18.76
Geno Smith,QB,NYJ,GB,18.64
Derek Carr,QB,OAK,HOU,18.32
Kirk Cousins,QB,WAS,JAX,17.90
Russell Wilson,QB,SEA,LAC,17.88
Eli Manning,QB,NYG,ARI,17.58
Drew Brees,QB,NO,CLE,16.78
Colin Kaepernick,QB,SF,CHI,16.52
Matthew Stafford,QB,DET,CAR,15.44
Joe Flacco,QB,BAL,PIT,14.94
Andy Dalton,QB,CIN,ATL,14.68
Alex Smith,QB,KC,DEN,14.40
Ryan Tannehill,QB,MIA,BUF,13.74
Ryan Fitzpatrick,QB,HOU,OAK,13.56
Matt Ryan,QB,ATL,CIN,13.04
EJ Manuel,QB,BUF,MIA,12.68
Chad Henne,QB,JAX,WAS,12.42
Jake Locker,QB,TEN,DAL,12.26
Brian Hoyer,QB,CLE,NO,12.16
Tony Romo,QB,DAL,TEN,11.04
Tom Brady,QB,NE,MIN,9.96
Matt Cassel,QB,MIN,NE,9.68
Austin Davis,QB,LAR,TB,9.40
Ben Roethlisberger,QB,PIT,BAL,7.68
Drew Stanton,QB,ARI,NYG,6.48
Robert Griffin III,QB,WAS,JAX,3.72
Luke McCown,QB,NO,CLE,0.00
Michael Vick,QB,NYJ,GB,0.00
Johnny Manziel,QB,CLE,NO,0.00
Ryan Mallett,QB,HOU,OAK,-0.10
Sammy Watkins,WR,BUF,MIA,28.70
James Jones,WR,OAK,HOU,28.20
Brandon Marshall,WR,CHI,SF,27.80
Randall Cobb,WR,GB,NYJ,23.50
Julio Jones,WR,ATL,CIN,21.80
Emmanuel Sanders,WR,DEN,KC,21.60
Michael Crabtree,WR,SF,CHI,21.20
Julian Edelman,WR,NE,MIN,21.00
Mohamed Sanu,WR,CIN,ATL,19.40
Demaryius Thomas,WR,DEN,KC,17.20
Antonio Brown,WR,PIT,BAL,17.00
Mike Wallace,WR,MIA,BUF,16.60
Jason Avant,WR,CAR,DET,16.40
Miles Austin,WR,CLE,NO,16.40
Eric Decker,WR,NYJ,GB,16.30
Jeremy Maclin,WR,PHI,IND,14.50
Brian Quick,WR,LAR,TB,14.40
Calvin Johnson,WR,DET,CAR,14.30
Rueben Randle,WR,NYG,ARI,13.90
Eddie Royal,WR,LAC,SEA,13.90
Andre Johnson,WR,HOU,OAK,13.40
Steve Smith,WR,BAL,PIT,13.10
Andrew Hawkins,WR,CLE,NO,13.00
TY Hilton,WR,IND,PHI,12.50
Andre Roberts,WR,WAS,JAX,11.60
Allen Robinson,WR,JAX,WAS,11.50
DeAndre Hopkins,WR,HOU,OAK,11.20
Larry Fitzgerald,WR,ARI,NYG,11.10
Percy Harvin,WR,SEA,LAC,11.00
Victor Cruz,WR,NYG,ARI,11.00
Markus Wheaton,WR,PIT,BAL,11.00
Golden Tate,WR,DET,CAR,10.70
Ryan Grant,WR,WAS,JAX,10.70
Jerricho Cotchery,WR,CAR,DET,10.60
Keenan Allen,WR,LAC,SEA,10.50
Jermaine Kearse,WR,SEA,LAC,10.10
Davante Adams,WR,GB,NYJ,10.00
Cordarrelle Patterson,WR,MIN,NE,9.60
Andre Holmes,WR,OAK,HOU,9.50
Roddy White,WR,ATL,CIN,9.20
Vincent Jackson,WR,TB,LAR,9.10
Jeremy Kerley,WR,NYJ,GB,8.90
Mike Evans,WR,TB,LAR,8.90
Jarvis Landry,WR,MIA,BUF,8.90
Brian Hartline,WR,MIA,BUF,8.60
Brandin Cooks,WR,NO,CLE,7.80
Harry Douglas,WR,ATL,CIN,7.80
Alshon Jeffery,WR,CHI,SF,7.70
Delanie Walker,TE,TEN,DAL,33.20
Niles Paul,TE,WAS,JAX,23.90
Owen Daniels,TE,BAL,PIT,19.80
Martellus Bennett,TE,CHI,SF,16.70
Marcedes Lewis,TE,JAX,WAS,15.10
Larry Donnell,TE,NYG,ARI,15.10
Julius Thomas,TE,DEN,KC,13.90
Greg Olsen,TE,CAR,DET,13.20
Zach Ertz,TE,PHI,IND,12.60
Travis Kelce,TE,KC,DEN,12.10
Kyle Rudolph,TE,MIN,NE,10.30
Charles Clay,TE,MIA,BUF,10.10
Jack Doyle,TE,IND,PHI,9.20
Jared Cook,TE,LAR,TB,8.60
Gary Barnidge,TE,CLE,NO,8.10
Jacob Tamme,TE,DEN,KC,7.40
Rob Gronkowski,TE,NE,MIN,7.20
Jason Witten,TE,DAL,TEN,7.20
Daniel Fells,TE,NYG,ARI,7.10
Derek Carrier,TE,SF,CHI,7.10
Mychal Rivera,TE,OAK,HOU,7.10
Anthony Fasano,TE,KC,DEN,6.90
Vernon Davis,TE,SF,CHI,6.90
Eric Ebron,TE,DET,CAR,6.80
Heath Miller,TE,PIT,BAL,6.50
John Carlson,TE,ARI,NYG,6.30
Dennis Pitta,TE,BAL,PIT,6.00
Lance Kendricks,TE,LAR,TB,5.50
Jermaine Gresham,TE,CIN,ATL,5.50
Brandon Myers,TE,TB,LAR,5.30
Scott Chandler,TE,BUF,MIA,4.70
Garrett Graham,TE,HOU,OAK,3.60
Rhett Ellison,TE,MIN,NE,3.40
Levine Toilolo,TE,ATL,CIN,3.30
Zach Miller,TE,SEA,LAC,3.20
Joseph Fauria,TE,DET,CAR,3.00
Cory Harkey,TE,LAR,TB,2.80
Troy Niklas,TE,ARI,NYG,2.60
Chris Gragg,TE,BUF,MIA,2.40
Jeff Cumberland,TE,NYJ,GB,2.40
Coby Fleener,TE,IND,PHI,2.30
Demetrius Harris,TE,KC,DEN,2.00
Vance McDonald,TE,SF,CHI,1.90
Dante Rosario,TE,CHI,SF,1.90
Andrew Quarless,TE,GB,NYJ,1.80
Michael Hoomanawanui,TE,NE,MIN,1.60
Jace Amaro,TE,NYJ,GB,1.60
Gavin Escobar,TE,DAL,TEN,1.50
Giovani Bernard,RB,CIN,ATL,27.90
Ahmad Bradshaw,RB,IND,PHI,26.60
DeMarco Murray,RB,DAL,TEN,26.30
Arian Foster,RB,HOU,OAK,26.00
Bobby Rainey,RB,TB,LAR,23.40
Alfred Morris,RB,WAS,JAX,20.50
LeSean McCoy,RB,PHI,IND,20.20
Mark Ingram,RB,NO,CLE,19.40
Matt Asiata,RB,MIN,NE,19.40
Stevan Ridley,RB,NE,MIN,19.10
Jeremy Hill,RB,CIN,ATL,17.60
Terrance West,RB,CLE,NO,17.00
Marshawn Lynch,RB,SEA,LAC,16.30
Le'Veon Bell,RB,PIT,BAL,15.70
Frank Gore,RB,SF,CHI,15.50
Darren McFadden,RB,OAK,HOU,14.80
CJ Spiller,RB,BUF,MIA,14.80
Joique Bell,RB,DET,CAR,14.70
Rashad Jennings,RB,NYG,ARI,13.90
Jonathan Stewart,RB,CAR,DET,12.90
Robert Turbin,RB,SEA,LAC,12.20
Zac Stacy,RB,LAR,TB,12.10
Montee Ball,RB,DEN,KC,11.90
Chris Ivory,RB,NYJ,GB,11.60
Bernard Pierce,RB,BAL,PIT,11.30
Justin Forsett,RB,BAL,PIT,11.20
Andre Ellington,RB,ARI,NYG,11.10
Darrel Young,FB,WAS,JAX,10.70
Silas Redd,RB,WAS,JAX,10.10
Danny Woodhead,RB,LAC,SEA,10.00
Trent Richardson,RB,IND,PHI,9.50
Jonathan Dwyer,RB,ARI,NYG,9.10
Matt Forte,RB,CHI,SF,8.60
Jed Collins,FB,DET,CAR,8.30
Eddie Lacy,RB,GB,NYJ,8.10
Ryan Mathews,RB,LAC,SEA,7.70
Lamar Miller,RB,MIA,BUF,7.30
Fred Jackson,RB,BUF,MIA,7.10
Bilal Powell,RB,NYJ,GB,6.80
Isaiah Crowell,RB,CLE,NO,6.70
